latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.959578,84.40621,79.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,9.2,0.00,99,1007.4,6.8,13.8,273,290
2024-01-01T01:00,10.1,0.00,100,1008.9,4.7,10.5,270,297
2024-01-01T02:00,10.3,0.00,99,1009.5,6.8,11.8,267,282
2024-01-01T03:00,11.2,0.00,96,1010.3,7.7,11.4,281,281
2024-01-01T04:00,13.7,0.00,85,1010.7,6.5,9.1,289,288
2024-01-01T05:00,16.0,0.00,76,1010.1,6.8,8.9,295,297
2024-01-01T06:00,18.0,0.00,68,1008.9,6.8,8.5,295,298
2024-01-01T07:00,19.6,0.00,62,1007.2,6.6,8.2,292,293
2024-01-01T08:00,20.8,0.00,58,1005.9,5.8,7.4,292,293
2024-01-01T09:00,21.4,0.00,55,1005.2,5.5,7.1,281,285
2024-01-01T10:00,21.4,0.00,54,1004.7,6.1,8.0,273,275
2024-01-01T11:00,19.1,0.00,70,1004.8,6.8,10.8,267,266
2024-01-01T12:00,16.4,0.00,76,1005.2,9.1,15.6,261,262
2024-01-01T13:00,14.5,0.00,83,1006.7,7.2,17.6,270,270
2024-01-01T14:00,13.4,0.00,89,1007.2,6.8,17.6,288,285
2024-01-01T15:00,12.5,0.00,93,1008.0,6.6,17.2,299,299
2024-01-01T16:00,11.6,0.00,96,1008.3,7.8,16.1,292,304
2024-01-01T17:00,10.9,0.00,97,1008.2,8.1,14.7,283,301
2024-01-01T18:00,10.3,0.00,98,1007.8,8.4,13.5,290,304
2024-01-01T19:00,9.9,0.00,99,1007.1,8.0,14.5,306,312
2024-01-01T20:00,10.3,0.00,99,1006.6,6.6,18.4,315,318
2024-01-01T21:00,10.4,0.00,97,1005.9,7.2,19.9,307,319
2024-01-01T22:00,9.7,0.00,98,1006.0,6.2,16.7,280,303
2024-01-01T23:00,9.6,0.00,98,1006.2,7.0,16.4,258,279
2024-01-02T00:00,9.3,0.00,98,1006.7,6.7,16.9,254,271
2024-01-02T01:00,9.0,0.00,98,1008.1,7.3,11.2,250,270
2024-01-02T02:00,9.7,0.00,97,1009.0,6.2,14.1,216,232
2024-01-02T03:00,11.3,0.00,94,1009.9,6.6,12.1,241,247
2024-01-02T04:00,13.3,0.00,88,1010.3,5.0,7.2,270,270
2024-01-02T05:00,15.5,0.00,80,1009.6,5.9,7.7,322,323
2024-01-02T06:00,17.6,0.00,72,1008.4,6.0,7.6,327,329
2024-01-02T07:00,19.2,0.00,66,1007.0,6.1,7.4,315,317
2024-01-02T08:00,20.5,0.00,59,1005.7,6.8,8.6,302,303
2024-01-02T09:00,21.2,0.00,54,1005.0,7.8,9.8,292,294
2024-01-02T10:00,21.2,0.00,51,1004.7,7.5,9.9,287,289
2024-01-02T11:00,18.3,0.00,69,1004.4,8.2,11.1,285,283
2024-01-02T12:00,15.3,0.00,72,1005.0,10.0,14.8,285,283
2024-01-02T13:00,14.5,0.00,75,1006.5,7.6,18.1,295,287
2024-01-02T14:00,13.1,0.00,82,1006.7,8.2,16.6,319,304
2024-01-02T15:00,11.9,0.00,89,1007.0,9.5,15.8,331,315
2024-01-02T16:00,11.1,0.00,93,1007.3,10.5,14.4,338,323
2024-01-02T17:00,11.2,0.00,92,1007.3,8.6,12.9,327,324
2024-01-02T18:00,11.5,0.00,91,1007.2,7.3,11.5,303,319
2024-01-02T19:00,11.7,0.00,90,1007.3,6.1,9.4,315,320
2024-01-02T20:00,10.5,0.00,92,1007.1,6.0,8.7,343,322
2024-01-02T21:00,9.5,0.00,94,1006.8,6.4,9.2,344,318
2024-01-02T22:00,8.9,0.00,95,1006.6,6.5,9.2,341,312
2024-01-02T23:00,8.1,0.00,98,1006.6,6.6,9.2,351,315
2024-01-03T00:00,8.0,0.00,99,1007.0,6.5,8.9,6,333
2024-01-03T01:00,9.3,0.00,100,1008.0,2.8,5.4,40,356
2024-01-03T02:00,9.0,0.00,99,1008.8,2.1,4.0,329,360
2024-01-03T03:00,10.3,0.00,96,1009.7,1.5,3.3,45,354
2024-01-03T04:00,12.8,0.00,90,1010.1,0.8,3.7,27,349
2024-01-03T05:00,16.0,0.00,77,1009.7,0.8,3.1,333,339
2024-01-03T06:00,18.8,0.00,65,1008.6,1.5,2.3,346,342
2024-01-03T07:00,20.5,0.00,57,1007.2,2.0,2.8,315,320
2024-01-03T08:00,21.4,0.00,50,1005.9,2.1,2.8,301,310
2024-01-03T09:00,21.8,0.00,45,1005.0,2.4,3.1,297,306
2024-01-03T10:00,21.7,0.00,45,1004.8,2.6,3.6,304,307
2024-01-03T11:00,21.0,0.00,49,1004.4,1.1,2.6,180,286
2024-01-03T12:00,20.0,0.00,52,1004.5,2.4,4.7,207,270
2024-01-03T13:00,14.6,0.00,78,1005.1,9.3,13.5,306,299
2024-01-03T14:00,13.3,0.00,86,1005.4,9.9,15.9,303,308
2024-01-03T15:00,12.3,0.00,89,1006.0,10.7,15.5,310,314
2024-01-03T16:00,12.5,0.00,89,1006.3,8.4,13.2,295,315
2024-01-03T17:00,12.9,0.00,88,1006.3,6.9,10.9,298,316
2024-01-03T18:00,11.7,0.00,92,1006.0,6.9,9.7,321,321
2024-01-03T19:00,10.3,0.00,95,1005.6,7.4,12.6,346,340
2024-01-03T20:00,11.3,0.00,92,1005.6,5.1,7.6,309,341
2024-01-03T21:00,10.5,0.00,95,1005.7,4.0,3.2,260,297
2024-01-03T22:00,8.8,0.00,99,1005.7,8.6,9.1,255,261
2024-01-03T23:00,8.7,0.00,100,1005.7,7.9,11.4,313,298
2024-01-04T00:00,8.6,0.00,99,1006.4,8.6,13.1,338,328
2024-01-04T01:00,8.2,0.00,100,1007.8,7.5,13.3,343,327
2024-01-04T02:00,9.2,0.00,99,1008.5,4.5,8.7,346,343
2024-01-04T03:00,11.3,0.00,92,1009.1,2.4,5.9,27,11
2024-01-04T04:00,14.6,0.00,81,1009.7,1.0,2.2,225,9
2024-01-04T05:00,17.8,0.00,69,1009.4,1.6,1.4,243,270
2024-01-04T06:00,20.1,0.00,59,1008.1,4.2,5.2,250,258
2024-01-04T07:00,21.7,0.00,50,1006.8,5.9,7.3,232,237
2024-01-04T08:00,22.7,0.00,45,1005.5,5.4,6.8,250,252
2024-01-04T09:00,23.2,0.00,41,1004.6,6.6,8.4,257,260
2024-01-04T10:00,22.8,0.00,41,1004.3,7.3,10.6,259,260
2024-01-04T11:00,20.0,0.00,62,1004.2,8.4,12.2,260,256
2024-01-04T12:00,17.1,0.00,66,1004.5,10.8,13.3,272,268
2024-01-04T13:00,15.8,0.00,71,1004.9,8.9,14.0,317,314
2024-01-04T14:00,14.5,0.00,75,1005.4,9.7,13.1,312,307
2024-01-04T15:00,13.9,0.00,77,1005.9,8.8,13.5,325,312
2024-01-04T16:00,13.1,0.00,84,1006.6,9.4,13.0,317,314
2024-01-04T17:00,12.4,0.00,89,1006.5,8.9,12.4,297,306
2024-01-04T18:00,11.8,0.00,92,1006.3,8.8,12.3,305,310
2024-01-04T19:00,11.3,0.00,93,1006.1,8.9,11.7,317,315
2024-01-04T20:00,11.1,0.00,93,1006.1,7.4,10.2,284,302
2024-01-04T21:00,10.6,0.00,95,1006.1,8.2,10.3,293,299
2024-01-04T22:00,10.2,0.00,97,1006.0,7.8,10.5,304,301
2024-01-04T23:00,10.5,0.00,96,1006.1,5.9,8.9,317,313
2024-01-05T00:00,11.3,0.00,93,1006.6,3.2,5.8,360,338
2024-01-05T01:00,11.3,0.00,94,1007.8,0.8,2.4,297,333
2024-01-05T02:00,11.2,0.00,95,1008.5,1.6,1.0,297,315
2024-01-05T03:00,13.2,0.00,87,1009.3,1.8,1.6,90,63
2024-01-05T04:00,16.1,0.00,76,1010.1,2.5,3.6,90,84
2024-01-05T05:00,18.7,0.00,67,1009.8,2.1,2.6,149,146
2024-01-05T06:00,20.7,0.00,58,1008.9,3.8,4.7,197,203
2024-01-05T07:00,22.1,0.00,53,1007.4,1.3,1.8,214,217
2024-01-05T08:00,23.0,0.00,51,1006.2,1.8,2.6,233,236
2024-01-05T09:00,23.4,0.00,50,1005.5,2.4,3.0,297,284
2024-01-05T10:00,22.7,0.00,53,1005.0,4.7,5.4,360,352
2024-01-05T11:00,20.7,0.00,65,1005.3,5.2,9.8,12,8
2024-01-05T12:00,17.2,0.00,81,1005.9,7.6,7.0,5,348
2024-01-05T13:00,15.9,0.00,83,1006.9,7.4,11.6,346,330
2024-01-05T14:00,15.7,0.00,82,1007.6,7.4,10.7,321,318
2024-01-05T15:00,15.1,0.00,82,1007.5,5.8,8.3,4,342
2024-01-05T16:00,14.2,0.00,86,1007.8,6.1,7.2,267,307
2024-01-05T17:00,14.2,0.00,87,1007.9,5.4,5.3,266,298
2024-01-05T18:00,14.4,0.00,88,1007.7,4.1,3.7,255,281
2024-01-05T19:00,12.9,0.00,94,1007.6,5.8,4.3,274,275
2024-01-05T20:00,12.8,0.00,94,1007.6,5.1,7.9,266,254
2024-01-05T21:00,12.9,0.00,93,1007.5,6.4,7.6,286,267
2024-01-05T22:00,12.6,0.00,93,1007.1,5.1,8.1,356,328
2024-01-05T23:00,12.5,0.00,92,1007.0,4.7,9.8,351,332
2024-01-06T00:00,11.9,0.00,95,1007.4,6.4,8.9,38,14
2024-01-06T01:00,12.7,0.00,89,1008.7,0.4,3.3,270,13
2024-01-06T02:00,12.2,0.00,95,1009.2,1.6,3.6,297,360
2024-01-06T03:00,14.6,0.00,87,1010.2,1.1,0.7,252,360
2024-01-06T04:00,17.3,0.00,74,1010.7,3.3,4.7,347,351
2024-01-06T05:00,19.4,0.00,66,1010.0,1.5,1.8,315,323
2024-01-06T06:00,21.0,0.00,62,1008.9,3.1,3.9,306,304
2024-01-06T07:00,22.1,0.00,59,1007.5,4.5,5.8,299,300
2024-01-06T08:00,22.8,0.00,56,1006.5,7.4,9.6,284,283
2024-01-06T09:00,22.9,0.00,55,1005.8,7.8,10.0,283,283
2024-01-06T10:00,22.6,0.00,56,1005.7,9.7,12.7,285,285
2024-01-06T11:00,21.0,0.00,62,1005.9,8.9,17.8,297,291
2024-01-06T12:00,18.8,0.00,68,1006.5,10.0,21.1,308,300
2024-01-06T13:00,17.3,0.00,81,1007.7,7.1,15.7,285,286
