latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.18629,84.375,71.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,7.9,0.00,98,1008.6,8.6,14.6,270,286
2024-01-01T01:00,8.4,0.00,97,1010.3,5.9,14.5,322,316
2024-01-01T02:00,9.4,0.00,95,1010.9,6.9,13.2,313,317
2024-01-01T03:00,11.3,0.00,89,1011.6,5.2,12.6,282,307
2024-01-01T04:00,13.9,0.00,79,1011.9,5.2,9.0,282,293
2024-01-01T05:00,16.1,0.00,69,1011.4,6.5,8.2,289,293
2024-01-01T06:00,17.8,0.00,62,1010.2,5.9,7.5,284,287
2024-01-01T07:00,19.0,0.00,58,1008.5,6.1,7.6,273,275
2024-01-01T08:00,19.8,0.00,56,1007.4,6.5,8.3,264,265
2024-01-01T09:00,20.1,0.00,55,1006.7,7.5,9.3,253,257
2024-01-01T10:00,19.8,0.00,55,1006.2,8.6,10.9,248,253
2024-01-01T11:00,18.0,0.00,64,1006.4,6.1,14.1,242,251
2024-01-01T12:00,14.6,0.00,76,1006.7,9.9,14.6,251,261
2024-01-01T13:00,12.4,0.00,85,1008.1,8.4,14.4,263,269
2024-01-01T14:00,11.9,0.00,87,1008.7,7.2,16.7,252,264
2024-01-01T15:00,11.6,0.00,88,1009.4,7.8,19.2,248,262
2024-01-01T16:00,11.1,0.00,90,1009.4,7.7,19.8,259,270
2024-01-01T17:00,10.3,0.00,92,1009.0,8.1,19.0,291,295
2024-01-01T18:00,10.3,0.00,91,1008.5,7.7,21.3,332,323
2024-01-01T19:00,10.3,0.00,91,1007.9,7.4,21.4,346,335
2024-01-01T20:00,9.1,0.00,93,1007.9,10.5,16.3,354,342
2024-01-01T21:00,11.0,0.00,86,1007.6,6.0,11.3,335,338
2024-01-01T22:00,8.7,0.00,94,1007.7,4.7,5.4,203,270
2024-01-01T23:00,9.1,0.00,95,1008.0,7.4,14.3,219,231
2024-01-02T00:00,8.8,0.00,95,1008.5,6.7,15.8,234,243
2024-01-02T01:00,9.1,0.00,96,1009.5,6.6,17.4,241,246
2024-01-02T02:00,10.3,0.00,94,1010.0,5.8,14.2,263,263
2024-01-02T03:00,12.5,0.00,87,1010.9,5.8,12.4,277,280
2024-01-02T04:00,15.1,0.00,79,1011.3,4.8,8.7,297,300
