From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Ozone
01-01-2025 00:00,02-01-2025 00:00,54.78,128.04,7.38,11.91,0.58,13.97
02-01-2025 00:00,03-01-2025 00:00,71.83,189.24,5.77,12.38,0.43,13.25
03-01-2025 00:00,04-01-2025 00:00,74.03,203.83,8.54,10.75,0.51,24.95
04-01-2025 00:00,05-01-2025 00:00,88.86,216.91,25.99,10.74,0.42,24.91
05-01-2025 00:00,06-01-2025 00:00,67.33,189.67,25.36,10.76,0.45,24.86
06-01-2025 00:00,07-01-2025 00:00,71.05,180.57,18.67,11.29,0.38,24.9
07-01-2025 00:00,08-01-2025 00:00,96.46,152.24,6.61,10.79,0.42,24.9
08-01-2025 00:00,09-01-2025 00:00,84.49,148.2,22.82,10.74,0.49,24.96
09-01-2025 00:00,10-01-2025 00:00,114.94,270.86,29.46,10.79,0.66,25.4
10-01-2025 00:00,11-01-2025 00:00,148.38,317.55,36.17,10.72,0.56,24.71
11-01-2025 00:00,12-01-2025 00:00,149.88,347.56,36.07,11.45,0.46,24.94
12-01-2025 00:00,13-01-2025 00:00,103.93,191.42,36.2,10.81,0.44,24.36
13-01-2025 00:00,14-01-2025 00:00,96.91,179.33,36.09,10.77,0.52,24.98
14-01-2025 00:00,15-01-2025 00:00,97.37,142.17,25.65,11.19,0.6,22.41
15-01-2025 00:00,16-01-2025 00:00,98.86,159.45,37.25,3.48,0.44,24.51
16-01-2025 00:00,17-01-2025 00:00,94.64,159.18,37.09,4.7,0.51,24.88
17-01-2025 00:00,18-01-2025 00:00,73.9,111.32,37.06,4.73,0.5,24.96
18-01-2025 00:00,19-01-2025 00:00,70.22,116.75,36.97,3.5,0.54,24.92
19-01-2025 00:00,20-01-2025 00:00,61.73,104.07,37.11,6,0.5,35.75
20-01-2025 00:00,21-01-2025 00:00,79.35,124.09,37.11,4.61,0.47,41.79
21-01-2025 00:00,22-01-2025 00:00,94.19,140,33.66,5.69,0.5,41.78
22-01-2025 00:00,23-01-2025 00:00,104.17,160.32,46.57,6.8,0.6,41.81
23-01-2025 00:00,24-01-2025 00:00,109.08,187.38,40.26,3.93,0.42,41.9
24-01-2025 00:00,25-01-2025 00:00,89.73,121.77,36.21,4.53,0.48,41.85
25-01-2025 00:00,26-01-2025 00:00,79.63,111.11,33.57,4.04,0.55,41.89
