last_updated_epoch,country,location_name,region,latitude,longitude,timezone,last_updated
1693000001,India,Ashoknagar,Madhya Pradesh,24.57,77.72,Asia/Kolkata,2023-08-29 10:45:00
1693000002,India,Raisen,Madhya Pradesh,23.33,77.8,Asia/Kolkata,2023-08-29 10:45:00
1693000003,India,Chhindwara,Madhya Pradesh,22.07,78.93,Asia/Kolkata,2023-08-29 10:45:00
1693000004,India,Betul,Madhya Pradesh,21.86,77.93,Asia/Kolkata,2023-08-29 10:45:00
1693000005,India,Hoshangabad,Madhya Pradesh,22.75,77.72,Asia/Kolkata,2023-08-29 10:45:00
1693000006,India,Sehore,Madhya Pradesh,23.2,77.08,Asia/Kolkata,2023-08-29 10:45:00
1693000007,India,Jabalpur,Madhya Pradesh,23.17,79.95,Asia/Kolkata,2023-08-29 10:45:00
1693000008,India,Narsimhapur,Madhya Pradesh,22.95,79.2,Asia/Kolkata,2023-08-29 10:45:00
1693000009,India,Panna,Madhya Pradesh,24.72,80.2,Asia/Kolkata,2023-08-29 10:45:00
1693000010,India,Ujjain,Madhya Pradesh,23.18,75.77,Asia/Kolkata,2023-08-29 10:45:00
1693000011,India,Rewa,Madhya Pradesh,24.53,81.3,Asia/Kolkata,2023-08-29 10:45:00
1693000012,India,Dindori,Madhya Pradesh,22.95,81.08,Asia/Kolkata,2023-08-29 10:45:00
1693000013,India,Balaghat,Madhya Pradesh,21.78,80.25,Asia/Kolkata,2023-08-29 10:45:00
1693000014,India,Barwani,Madhya Pradesh,22.03,74.9,Asia/Kolkata,2023-08-29 10:45:00
1693000015,India,Satna,Madhya Pradesh,24.58,80.83,Asia/Kolkata,2023-08-29 10:45:00
1693000016,India,Chhatarpur,Madhya Pradesh,24.9,79.6,Asia/Kolkata,2023-08-29 10:45:00
1693000017,India,Indore,Madhya Pradesh,22.72,75.83,Asia/Kolkata,2023-08-29 10:45:00
1693000018,India,Ratlam,Madhya Pradesh,23.32,75.07,Asia/Kolkata,2023-08-29 10:45:00
1693000019,India,Harda,Madhya Pradesh,22.33,77.1,Asia/Kolkata,2023-08-29 10:45:00
1693000020,India,Sagar,Madhya Pradesh,23.83,78.72,Asia/Kolkata,2023-08-29 10:45:00
1693000021,India,Neemuch,Madhya Pradesh,24.48,74.87,Asia/Kolkata,2023-08-29 10:45:00
1693000022,India,Tikamgarh,Uttar Pradesh,24.73,78.83,Asia/Kolkata,2023-08-29 10:45:00
1693000023,India,Guna,Madhya Pradesh,24.65,77.32,Asia/Kolkata,2023-08-29 10:45:00
1693000024,India,Dewas,Madhya Pradesh,22.97,76.07,Asia/Kolkata,2023-08-29 10:45:00
1693000025,India,Mandsaur,Madhya Pradesh,24.07,75.07,Asia/Kolkata,2023-08-29 10:45:00
1693000026,India,Khargone,Madhya Pradesh,21.82,75.6,Asia/Kolkata,2023-08-29 10:45:00
1693000027,India,Sheopur,Madhya Pradesh,25.67,76.7,Asia/Kolkata,2023-08-29 10:45:00
1693000028,India,Morena,Madhya Pradesh,26.5,78.0,Asia/Kolkata,2023-08-29 10:45:00
1693000029,India,Bhind,Madhya Pradesh,26.56,78.79,Asia/Kolkata,2023-08-29 10:45:00
1693000030,India,Jhabua,Madhya Pradesh,22.77,74.6,Asia/Kolkata,2023-08-29 10:45:00
1693000031,India,Seoni,Madhya Pradesh,22.08,79.53,Asia/Kolkata,2023-08-29 10:45:00
1693000032,India,Khandwa,Madhya Pradesh,21.83,76.33,Asia/Kolkata,2023-08-29 10:45:00
1693000033,India,Umaria,Madhya Pradesh,23.53,80.83,Asia/Kolkata,2023-08-29 10:45:00
1693000034,India,Gwalior,Madhya Pradesh,26.22,78.18,Asia/Kolkata,2023-08-29 10:45:00
1693000035,India,Damoh,Madhya Pradesh,23.83,79.45,Asia/Kolkata,2023-08-29 10:45:00
1693000036,India,Dhar,Madhya Pradesh,22.6,75.3,Asia/Kolkata,2023-08-29 10:45:00
1693000037,India,Katni,Orissa,20.3,85.72,Asia/Kolkata,2023-08-29 10:45:00
1693000038,India,Sidhi,Madhya Pradesh,24.42,81.88,Asia/Kolkata,2023-08-29 10:45:00
1693000039,India,Alirajpur,Madhya Pradesh,22.3,74.35,Asia/Kolkata,2023-08-29 10:45:00
1693000040,India,Bhopal,Madhya Pradesh,23.27,77.4,Asia/Kolkata,2023-08-29 10:45:00
1693000041,India,Rajgarh,Rajasthan,27.23,76.63,Asia/Kolkata,2023-08-29 10:45:00
1693000042,India,Mandla,Madhya Pradesh,22.6,80.38,Asia/Kolkata,2023-08-29 10:45:00
1693000043,India,Shajapur,Madhya Pradesh,23.43,76.27,Asia/Kolkata,2023-08-29 10:45:00
1693000044,India,Shivpuri,Madhya Pradesh,25.43,77.65,Asia/Kolkata,2023-08-29 10:45:00
1693000045,India,Datia,Madhya Pradesh,25.67,78.47,Asia/Kolkata,2023-08-29 10:45:00
1693000046,India,Burhanpur,Madhya Pradesh,21.3,76.23,Asia/Kolkata,2023-08-29 10:45:00
1693000047,India,Anuppur,Madhya Pradesh,23.1,81.68,Asia/Kolkata,2023-08-29 10:45:00
1693000048,India,Shahdol,Madhya Pradesh,23.28,81.35,Asia/Kolkata,2023-08-29 10:45:00
1693000049,India,Vidisha,Madhya Pradesh,23.53,77.82,Asia/Kolkata,2023-08-29 10:45:00
1693000050,India,Una,Gujarat,20.82,71.03,Asia/Kolkata,2023-08-29 10:45:00
1693000051,India,Solan,Himachal Pradesh,30.92,77.12,Asia/Kolkata,2023-08-29 10:45:00
1693000052,India,Sirmaur,Madhya Pradesh,24.85,81.38,Asia/Kolkata,2023-08-29 10:45:00
1693000053,India,Chamba,Himachal Pradesh,32.57,76.13,Asia/Kolkata,2023-08-29 10:45:00
1693000054,India,Shimla,Himachal Pradesh,31.1,77.17,Asia/Kolkata,2023-08-29 10:45:00
1693000055,India,Bilaspur,Chhattisgarh,22.08,82.15,Asia/Kolkata,2023-08-29 10:45:00
1693000056,India,Kangra,Himachal Pradesh,32.1,76.27,Asia/Kolkata,2023-08-29 10:45:00
1693000057,India,Mandi,Himachal Pradesh,31.72,76.92,Asia/Kolkata,2023-08-29 10:45:00
1693000058,India,Hamirpur,Uttar Pradesh,25.95,80.15,Asia/Kolkata,2023-08-29 10:45:00
1693000059,India,Talab Data,Jammu and Kashmir,32.65,74.93,Asia/Kolkata,2023-08-29 10:45:00
1693000060,India,Anantnag,Jammu and Kashmir,33.73,75.15,Asia/Kolkata,2023-08-29 10:45:00
1693000061,India,Baramula,Jammu and Kashmir,34.21,74.34,Asia/Kolkata,2023-08-29 10:45:00
1693000062,India,Kulgam,Jammu and Kashmir,33.65,75.02,Asia/Kolkata,2023-08-29 10:45:00
1693000063,India,Shupiyan,Jammu and Kashmir,33.72,74.83,Asia/Kolkata,2023-08-29 10:45:00
1693000064,India,Jammu,Jammu and Kashmir,32.73,74.87,Asia/Kolkata,2023-08-29 10:45:00
1693000065,India,Leh,Jammu and Kashmir,34.17,77.58,Asia/Kolkata,2023-08-29 10:45:00
1693000066,India,Srinagar,Jammu and Kashmir,34.09,74.8,Asia/Kolkata,2023-08-29 10:45:00
1693000067,India,Doda,Jammu and Kashmir,33.13,75.57,Asia/Kolkata,2023-08-29 10:45:00
1693000068,India,Pulwama,Jammu and Kashmir,33.88,74.92,Asia/Kolkata,2023-08-29 10:45:00
1693000069,India,Ramban,Jammu and Kashmir,33.25,75.25,Asia/Kolkata,2023-08-29 10:45:00
1693000070,India,Ganderbal,Jammu and Kashmir,34.23,74.78,Asia/Kolkata,2023-08-29 10:45:00
1693000071,India,Udhampur,Jammu and Kashmir,32.93,75.13,Asia/Kolkata,2023-08-29 10:45:00
1693000072,India,Badgam,Jammu and Kashmir,34.02,74.72,Asia/Kolkata,2023-08-29 10:45:00
1693000073,India,Punch,Uttar Pradesh,25.82,79.05,Asia/Kolkata,2023-08-29 10:45:00
1693000074,India,Kupwara,Jammu and Kashmir,34.03,74.26,Asia/Karachi,2023-08-29 10:15:00
1693000075,India,Samba,Jammu and Kashmir,32.57,75.12,Asia/Kolkata,2023-08-29 10:45:00
1693000076,India,Kathua,Jammu and Kashmir,32.37,75.52,Asia/Kolkata,2023-08-29 10:45:00
1693000077,India,Kargil,Jammu and Kashmir,34.57,76.1,Asia/Kolkata,2023-08-29 10:45:00
1693000078,India,Kishtwar,Jammu and Kashmir,33.32,75.77,Asia/Kolkata,2023-08-29 10:45:00
1693000079,India,Daman,Daman and Diu,20.42,72.85,Asia/Kolkata,2023-08-29 10:45:00
1693000080,India,Diu,Daman and Diu,20.7,70.98,Asia/Kolkata,2023-08-29 10:45:00
1693000081,India,Bhavnagar,Gujarat,21.77,72.15,Asia/Kolkata,2023-08-29 10:45:00
1693000082,India,Udaipur,Rajasthan,27.72,75.48,Asia/Kolkata,2023-08-29 10:45:00
1693000083,India,Vadodara,Gujarat,22.3,73.2,Asia/Kolkata,2023-08-29 10:45:00
1693000084,India,Kantha,Uttar Pradesh,26.58,80.75,Asia/Kolkata,2023-08-29 10:45:00
1693000085,India,Surendranagar,Gujarat,22.7,71.68,Asia/Kolkata,2023-08-29 10:45:00
1693000086,India,Anand,Gujarat,22.57,72.93,Asia/Kolkata,2023-08-29 10:45:00
1693000087,India,Amreli,Gujarat,21.62,71.23,Asia/Kolkata,2023-08-29 10:45:00
1693000088,India,Dohad,Gujarat,22.83,74.27,Asia/Kolkata,2023-08-29 10:45:00
1693000089,India,Rajkot,Gujarat,22.3,70.78,Asia/Kolkata,2023-08-29 10:45:00
1693000090,India,Mahesana,Gujarat,23.6,72.4,Asia/Kolkata,2023-08-29 10:45:00
1693000091,India,Patan,Gujarat,23.83,72.12,Asia/Kolkata,2023-08-29 10:45:00
1693000092,India,Bharuch,Gujarat,21.7,72.97,Asia/Kolkata,2023-08-29 10:45:00
1693000093,India,Somnath,Gujarat,20.88,70.37,Asia/Kolkata,2023-08-29 10:45:00
1693000094,India,Junagadh,Gujarat,21.52,70.47,Asia/Kolkata,2023-08-29 10:45:00
1693000095,India,Dwarka,Gujarat,22.24,68.97,Asia/Kolkata,2023-08-29 10:45:00
1693000096,India,Navsari,Gujarat,20.85,72.92,Asia/Kolkata,2023-08-29 10:45:00
1693000097,India,Surat,Gujarat,20.97,72.9,Asia/Kolkata,2023-08-29 10:45:00
1693000098,India,Jamnagar,Gujarat,22.47,70.07,Asia/Kolkata,2023-08-29 10:45:00
1693000099,India,Porbandar,Gujarat,21.63,69.6,Asia/Kolkata,2023-08-29 10:45:00
1693000100,India,Valsad,Gujarat,20.63,72.93,Asia/Kolkata,2023-08-29 10:45:00
1693000101,India,Gandhinagar,Gujarat,23.22,72.68,Asia/Kolkata,2023-08-29 10:45:00
1693000102,India,Morbi,Gujarat,22.82,70.83,Asia/Kolkata,2023-08-29 10:45:00
1693000103,India,Kheda,Gujarat,22.75,72.68,Asia/Kolkata,2023-08-29 10:45:00
1693000104,India,Dadra,Dadra and Nagar Haveli,20.32,72.97,Asia/Kolkata,2023-08-29 10:45:00
1693000105,India,Krishna,Andhra Pradesh,16.17,81.13,Asia/Kolkata,2023-08-29 10:45:00
1693000106,India,East Godavari,Andhra Pradesh,16.93,82.22,Asia/Kolkata,2023-08-29 10:45:00
1693000107,India,Visakhapatnam,Andhra Pradesh,17.7,83.3,Asia/Kolkata,2023-08-29 10:45:00
1693000108,India,Nellore,Andhra Pradesh,14.43,79.97,Asia/Kolkata,2023-08-29 10:45:00
1693000109,India,Chittoor,Andhra Pradesh,13.2,79.12,Asia/Kolkata,2023-08-29 10:45:00
1693000110,India,Srikakulam,Andhra Pradesh,18.3,83.9,Asia/Kolkata,2023-08-29 10:45:00
1693000111,India,Kurnool,Andhra Pradesh,15.83,78.05,Asia/Kolkata,2023-08-29 10:45:00
1693000112,India,Guntur,Andhra Pradesh,16.3,80.45,Asia/Kolkata,2023-08-29 10:45:00
1693000113,India,Vizianagaram,Andhra Pradesh,18.12,83.42,Asia/Kolkata,2023-08-29 10:45:00
1693000114,India,Anantapur,Andhra Pradesh,14.68,77.6,Asia/Kolkata,2023-08-29 10:45:00
1693000115,India,West Godavari,Andhra Pradesh,16.7,81.1,Asia/Kolkata,2023-08-29 10:45:00
1693000116,India,Kadapa,Andhra Pradesh,14.47,78.82,Asia/Kolkata,2023-08-29 10:45:00
1693000117,India,Jamtara,Jharkhand,23.95,86.8,Asia/Kolkata,2023-08-29 10:45:00
1693000118,India,Saraikela,Jharkhand,22.72,85.95,Asia/Kolkata,2023-08-29 10:45:00
1693000119,India,Simdega,Jharkhand,22.62,84.52,Asia/Kolkata,2023-08-29 10:45:00
1693000120,India,Latehar,Jharkhand,23.75,84.5,Asia/Kolkata,2023-08-29 10:45:00
1693000121,India,Khunti,Jharkhand,23.08,85.28,Asia/Kolkata,2023-08-29 10:45:00
1693000122,India,Hazaribagh,Jharkhand,23.98,85.35,Asia/Kolkata,2023-08-29 10:45:00
1693000123,India,Chatra,Jharkhand,24.22,84.87,Asia/Kolkata,2023-08-29 10:45:00
1693000124,India,Kodarma,Jharkhand,24.43,85.52,Asia/Kolkata,2023-08-29 10:45:00
1693000125,India,Giridih,Jharkhand,24.18,86.3,Asia/Kolkata,2023-08-29 10:45:00
1693000126,India,Lohardaga,Jharkhand,23.43,84.68,Asia/Kolkata,2023-08-29 10:45:00
1693000127,India,Sahibganj,Jharkhand,25.25,87.65,Asia/Kolkata,2023-08-29 10:45:00
1693000128,India,Godda,Jharkhand,24.83,87.22,Asia/Kolkata,2023-08-29 10:45:00
1693000129,India,Dhanbad,Jharkhand,23.8,86.45,Asia/Kolkata,2023-08-29 10:45:00
1693000130,India,Dumka,Jharkhand,24.27,87.25,Asia/Kolkata,2023-08-29 10:45:00
1693000131,India,Bokaro,Jharkhand,23.78,85.97,Asia/Kolkata,2023-08-29 10:45:00
1693000132,India,Deoghar,Jharkhand,24.48,86.7,Asia/Kolkata,2023-08-29 10:45:00
1693000133,India,Gumla,Chhattisgarh,23.05,84.55,Asia/Kolkata,2023-08-29 10:45:00
1693000134,India,Ramgarh,Jharkhand,23.63,85.52,Asia/Kolkata,2023-08-29 10:45:00
1693000135,India,Garhwa,Uttar Pradesh,24.73,83.22,Asia/Kolkata,2023-08-29 10:45:00
1693000136,India,Ranchi,Jharkhand,23.35,85.33,Asia/Kolkata,2023-08-29 10:45:00
1693000137,India,Arwal,Bihar,25.25,84.68,Asia/Kolkata,2023-08-29 10:45:00
1693000138,India,Bhagalpur,Bihar,25.25,87.0,Asia/Kolkata,2023-08-29 10:45:00
1693000139,India,Purnia,Bihar,25.78,87.47,Asia/Kolkata,2023-08-29 10:45:00
1693000140,India,Kishanganj,West Bengal,26.12,87.93,Asia/Kolkata,2023-08-29 10:45:00
1693000141,India,Gaya,Bihar,24.78,85.0,Asia/Kolkata,2023-08-29 10:45:00
1693000142,India,Banka,Bihar,24.88,86.92,Asia/Kolkata,2023-08-29 10:45:00
1693000143,India,Aurangabad,Maharashtra,19.88,75.33,Asia/Kolkata,2023-08-29 10:45:00
1693000144,India,Nawada,Bihar,24.88,85.53,Asia/Kolkata,2023-08-29 10:45:00
1693000145,India,Araria,Bihar,26.15,87.52,Asia/Kolkata,2023-08-29 10:45:00
1693000146,India,Muzaffarpur,Bihar,26.12,85.4,Asia/Kolkata,2023-08-29 10:45:00
1693000147,India,Saran,Bihar,24.48,86.3,Asia/Kolkata,2023-08-29 10:45:00
1693000148,India,Sheikhpura,Jammu and Kashmir,34.33,74.23,Asia/Kolkata,2023-08-29 10:45:00
1693000149,India,Saharsa,Bihar,25.88,86.6,Asia/Kolkata,2023-08-29 10:45:00
1693000150,India,Gopalganj,Bihar,26.47,84.43,Asia/Kolkata,2023-08-29 10:45:00
1693000151,India,Siwan,Bihar,26.22,84.37,Asia/Kolkata,2023-08-29 10:45:00
1693000152,India,Sheohar,Bihar,26.52,85.3,Asia/Kolkata,2023-08-29 10:45:00
1693000153,India,Buxar,Bihar,25.58,83.98,Asia/Kolkata,2023-08-29 10:45:00
1693000154,India,Madhubani,Bihar,26.37,86.08,Asia/Kolkata,2023-08-29 10:45:00
1693000155,India,Supaul,Bihar,26.12,86.6,Asia/Kolkata,2023-08-29 10:45:00
1693000156,India,Patna,Bihar,25.6,85.12,Asia/Kolkata,2023-08-29 10:45:00
1693000157,India,Bhojpur,Orissa,21.65,84.4,Asia/Kolkata,2023-08-29 10:45:00
1693000158,India,Darbhanga,Bihar,26.17,85.9,Asia/Kolkata,2023-08-29 10:45:00
1693000159,India,Samastipur,Bihar,25.85,85.78,Asia/Kolkata,2023-08-29 10:45:00
1693000160,India,Bhabua,Bihar,25.05,83.62,Asia/Kolkata,2023-08-29 10:45:00
1693000161,India,Khagaria,Bihar,25.5,86.48,Asia/Kolkata,2023-08-29 10:45:00
1693000162,India,Munger,Bihar,25.38,86.47,Asia/Kolkata,2023-08-29 10:45:00
1693000163,India,Sitamarhi,Bihar,26.6,85.48,Asia/Kolkata,2023-08-29 10:45:00
1693000164,India,Lakhisarai,Bihar,25.18,86.08,Asia/Kolkata,2023-08-29 10:45:00
1693000165,India,Jamui,Bihar,24.92,86.22,Asia/Kolkata,2023-08-29 10:45:00
1693000166,India,Begusarai,Bihar,25.42,86.13,Asia/Kolkata,2023-08-29 10:45:00
1693000167,India,Katihar,Bihar,25.53,87.58,Asia/Kolkata,2023-08-29 10:45:00
1693000168,India,Gurgaon,Haryana,28.47,77.03,Asia/Kolkata,2023-08-29 10:45:00
1693000169,India,Yamunanagar,Haryana,30.1,77.28,Asia/Kolkata,2023-08-29 10:45:00
1693000170,India,Palwal,Haryana,28.15,77.33,Asia/Kolkata,2023-08-29 10:45:00
1693000171,India,Jhajjar,Haryana,28.62,76.65,Asia/Kolkata,2023-08-29 10:45:00
1693000172,India,Bhiwani,Haryana,28.78,76.13,Asia/Kolkata,2023-08-29 10:45:00
1693000173,India,Kaithal,Haryana,29.8,76.38,Asia/Kolkata,2023-08-29 10:45:00
1693000174,India,Sonipat,Haryana,28.98,77.02,Asia/Kolkata,2023-08-29 10:45:00
1693000175,India,Karnal,Haryana,29.68,76.98,Asia/Kolkata,2023-08-29 10:45:00
1693000176,India,Jind,Haryana,29.32,76.32,Asia/Kolkata,2023-08-29 10:45:00
1693000177,India,Panipat,Haryana,29.39,76.97,Asia/Kolkata,2023-08-29 10:45:00
1693000178,India,Mahendragarh,Haryana,28.28,76.15,Asia/Kolkata,2023-08-29 10:45:00
1693000179,India,Fatehabad,Haryana,29.52,75.45,Asia/Kolkata,2023-08-29 10:45:00
1693000180,India,Faridabad,Haryana,28.43,77.32,Asia/Kolkata,2023-08-29 10:45:00
1693000181,India,Sirsa,Haryana,29.53,75.02,Asia/Kolkata,2023-08-29 10:45:00
1693000182,India,Hisar,Haryana,29.17,75.72,Asia/Kolkata,2023-08-29 10:45:00
1693000183,India,Rewari,Haryana,28.18,76.62,Asia/Kolkata,2023-08-29 10:45:00
1693000184,India,Rohtak,Haryana,28.9,76.57,Asia/Kolkata,2023-08-29 10:45:00
1693000185,India,Ambala,Haryana,30.38,76.78,Asia/Kolkata,2023-08-29 10:45:00
1693000186,India,Chandigarh,Chandigarh,30.74,76.79,Asia/Kolkata,2023-08-29 10:45:00
1693000187,India,Goa,Goa,15.4,73.8,Asia/Kolkata,2023-08-29 10:45:00
1693000188,India,Arong,Andaman and Nicobar Islands,9.17,92.72,Asia/Kolkata,2023-08-29 10:45:00
1693000189,India,Siang,Chhattisgarh,22.6,83.05,Asia/Kolkata,2023-08-29 10:45:00
1693000190,India,Upper Tirupati,Andhra Pradesh,13.68,79.35,Asia/Kolkata,2023-08-29 10:45:00
1693000191,India,Tawang,Arunachal Pradesh,27.58,91.87,Asia/Kolkata,2023-08-29 10:45:00
1693000192,India,Goalpara,Assam,26.17,90.62,Asia/Kolkata,2023-08-29 10:45:00
1693000193,India,Nalbari,Assam,26.42,91.43,Asia/Kolkata,2023-08-29 10:45:00
1693000194,India,Dhubri,Assam,26.03,89.97,Asia/Kolkata,2023-08-29 10:45:00
1693000195,India,Karimganj,Assam,24.87,92.35,Asia/Dhaka,2023-08-29 11:15:00
1693000196,India,Tinsukia,Assam,27.5,95.37,Asia/Kolkata,2023-08-29 10:45:00
1693000197,India,Hailakandi,Assam,24.68,92.57,Asia/Kolkata,2023-08-29 10:45:00
1693000198,India,Dhemaji,Assam,27.48,94.58,Asia/Kolkata,2023-08-29 10:45:00
1693000199,India,Lakhimpur,Uttar Pradesh,27.95,80.77,Asia/Kolkata,2023-08-29 10:45:00
1693000200,India,Bongaigaon,Assam,26.47,90.57,Asia/Kolkata,2023-08-29 10:45:00
1693000201,India,Baksa Duar,West Bengal,26.75,89.58,Asia/Kolkata,2023-08-29 10:45:00
1693000202,India,Nagaon,Maharashtra,17.47,73.62,Asia/Kolkata,2023-08-29 10:45:00
1693000203,India,Darrang,Assam,26.63,92.8,Asia/Kolkata,2023-08-29 10:45:00
1693000204,India,Dibrugarh,Assam,27.48,94.9,Asia/Kolkata,2023-08-29 10:45:00
1693000205,India,Barpeta,Assam,26.32,91.0,Asia/Kolkata,2023-08-29 10:45:00
1693000206,India,Udalguri,Assam,26.77,92.13,Asia/Kolkata,2023-08-29 10:45:00
1693000207,India,Golaghat,Assam,26.52,93.97,Asia/Kolkata,2023-08-29 10:45:00
1693000208,India,Kokrajhar,Assam,26.4,90.27,Asia/Kolkata,2023-08-29 10:45:00
1693000209,India,Jorhat,Assam,26.75,94.22,Asia/Kolkata,2023-08-29 10:45:00
1693000210,India,Yanam,Andhra Pradesh,16.73,82.22,Asia/Kolkata,2023-08-29 10:45:00
1693000211,India,Karaikal,Puducherry,10.92,79.83,Asia/Kolkata,2023-08-29 10:45:00
1693000212,India,Puducherry,Puducherry,11.93,79.83,Asia/Kolkata,2023-08-29 10:45:00
1693000213,India,Mahe,Kerala,11.7,75.53,Asia/Kolkata,2023-08-29 10:45:00
1693000214,India,Lunglei,Mizoram,22.88,92.73,Asia/Kolkata,2023-08-29 10:45:00
1693000215,India,Lawngtlai,Mizoram,22.53,92.9,Asia/Kolkata,2023-08-29 10:45:00
1693000216,India,Saiha,Mizoram,22.48,92.97,Asia/Kolkata,2023-08-29 10:45:00
1693000217,India,Serchhip,Mizoram,23.3,92.83,Asia/Kolkata,2023-08-29 10:45:00
1693000218,India,Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-08-29 10:45:00
1693000219,India,Mamit,Mizoram,23.93,92.48,Asia/Kolkata,2023-08-29 10:45:00
1693000220,India,Chandel,Goa,15.73,73.88,Asia/Kolkata,2023-08-29 10:45:00
1693000221,India,Tamenglong,Manipur,24.97,93.55,Asia/Kolkata,2023-08-29 10:45:00
1693000222,India,Ukhrul,Manipur,25.12,94.37,Asia/Kolkata,2023-08-29 10:45:00
1693000223,India,Bishnupur,West Bengal,22.38,88.27,Asia/Kolkata,2023-08-29 10:45:00
1693000224,India,Churachandpur,Manipur,24.33,93.67,Asia/Kolkata,2023-08-29 10:45:00
1693000225,India,Thoubal,Manipur,24.63,94.02,Asia/Kolkata,2023-08-29 10:45:00
1693000226,India,Imphal,Manipur,24.82,93.95,Asia/Kolkata,2023-08-29 10:45:00
1693000227,India,Kangpokpi,Manipur,25.13,93.97,Asia/Kolkata,2023-08-29 10:45:00
1693000228,India,Mon,Nagaland,26.75,95.1,Asia/Kolkata,2023-08-29 10:45:00
1693000229,India,Tuensang,Nagaland,26.28,94.83,Asia/Kolkata,2023-08-29 10:45:00
1693000230,India,Mokokchung,Nagaland,26.33,94.53,Asia/Kolkata,2023-08-29 10:45:00
1693000231,India,Phek,Manipur,25.67,94.5,Asia/Kolkata,2023-08-29 10:45:00
1693000232,India,Kohima,Nagaland,25.67,94.12,Asia/Kolkata,2023-08-29 10:45:00
1693000233,India,Wokha,Nagaland,26.1,94.27,Asia/Kolkata,2023-08-29 10:45:00
1693000234,India,Zunheboto,Nagaland,25.97,94.52,Asia/Kolkata,2023-08-29 10:45:00
1693000235,India,Dimapur,Assam,25.9,93.73,Asia/Kolkata,2023-08-29 10:45:00
1693000236,India,Khowai,Tripura,24.1,91.63,Asia/Dhaka,2023-08-29 11:15:00
1693000237,India,Dharmanagar,Tripura,24.37,92.17,Asia/Kolkata,2023-08-29 10:45:00
1693000238,India,Dhalai,Assam,24.6,92.83,Asia/Kolkata,2023-08-29 10:45:00
1693000239,India,Nandi Hills,Karnataka,13.33,77.65,Asia/Kolkata,2023-08-29 10:45:00
1693000240,India,Bastar,Chhattisgarh,19.2,81.93,Asia/Kolkata,2023-08-29 10:45:00
1693000241,India,Mungeli,Chhattisgarh,22.07,81.68,Asia/Kolkata,2023-08-29 10:45:00
1693000242,India,Gariaband,Chhattisgarh,20.64,82.06,Asia/Kolkata,2023-08-29 10:45:00
1693000243,India,Sukma,Chhattisgarh,18.4,81.67,Asia/Kolkata,2023-08-29 10:45:00
1693000244,India,Kanker,Chhattisgarh,20.27,81.49,Asia/Kolkata,2023-08-29 10:45:00
1693000245,India,Surguja,Chhattisgarh,23.12,83.2,Asia/Kolkata,2023-08-29 10:45:00
1693000246,India,Balrampur,Uttar Pradesh,27.43,82.18,Asia/Kolkata,2023-08-29 10:45:00
1693000247,India,Kondagaon,Chhattisgarh,19.6,81.67,Asia/Kolkata,2023-08-29 10:45:00
1693000248,India,Narayanpur,Rajasthan,26.37,76.63,Asia/Kolkata,2023-08-29 10:45:00
1693000249,India,Durg,Chhattisgarh,21.18,81.28,Asia/Kolkata,2023-08-29 10:45:00
1693000250,India,Surajpur,Haryana,30.78,76.9,Asia/Kolkata,2023-08-29 10:45:00
1693000251,India,Bijapur,Karnataka,16.83,75.7,Asia/Kolkata,2023-08-29 10:45:00
1693000252,India,Raipur,Chhattisgarh,21.23,81.63,Asia/Kolkata,2023-08-29 10:45:00
1693000253,India,Baloda Bazar,Chhattisgarh,21.67,82.17,Asia/Kolkata,2023-08-29 10:45:00
1693000254,India,Balod,Chhattisgarh,20.73,81.2,Asia/Kolkata,2023-08-29 10:45:00
1693000255,India,Dhamtari,Chhattisgarh,20.71,81.55,Asia/Kolkata,2023-08-29 10:45:00
1693000256,India,Korba,Chhattisgarh,22.35,82.68,Asia/Kolkata,2023-08-29 10:45:00
1693000257,India,Raigarh,Chhattisgarh,21.9,83.4,Asia/Kolkata,2023-08-29 10:45:00
1693000258,India,Jashpur,Chhattisgarh,22.9,84.15,Asia/Kolkata,2023-08-29 10:45:00
1693000259,India,Mahasamund,Chhattisgarh,21.1,82.1,Asia/Kolkata,2023-08-29 10:45:00
1693000260,India,Janjgir,Chhattisgarh,22.02,82.57,Asia/Kolkata,2023-08-29 10:45:00
1693000261,India,Dehradun,Uttarakhand,30.32,78.03,Asia/Kolkata,2023-08-29 10:45:00
1693000262,India,Almora,Uttarakhand,29.62,79.67,Asia/Kolkata,2023-08-29 10:45:00
1693000263,India,Champawat,Uttarakhand,29.33,80.1,Asia/Kolkata,2023-08-29 10:45:00
1693000264,India,Uttarkashi,Uttarakhand,30.73,78.45,Asia/Kolkata,2023-08-29 10:45:00
1693000265,India,Garhwal,Uttarakhand,29.8,78.62,Asia/Kolkata,2023-08-29 10:45:00
1693000266,India,Hardwar,Uttarakhand,29.97,78.17,Asia/Kolkata,2023-08-29 10:45:00
1693000267,India,Rudraprayag,Uttarakhand,30.28,78.98,Asia/Kolkata,2023-08-29 10:45:00
1693000268,India,Tehri-Garhwal,Uttarakhand,30.38,78.48,Asia/Kolkata,2023-08-29 10:45:00
1693000269,India,Bageshwar,Uttarakhand,29.85,79.77,Asia/Kolkata,2023-08-29 10:45:00
1693000270,India,Pithoragarh,Uttarakhand,29.58,80.22,Asia/Kolkata,2023-08-29 10:45:00
1693000271,India,Chamoli,Uttarakhand,30.4,79.35,Asia/Kolkata,2023-08-29 10:45:00
