date,pm2_5,pm10,no2,so2,co,ozone,station
2026-05-02,15.41,85.49,20.03,8.63,0.19,20.88,BENGELURU
2026-06-01,19.97,110.8,20.06,8.15,0.72,20.93,BENGELURU
2026-06-02,16.29,84.23,20.3,7.52,0.19,20.94,BENGELURU
2026-07-01,24.76,104.13,20.21,8.06,0.68,20.91,BENGELURU
2026-07-02,17.11,92.42,20.53,8.5,0.2,20.87,BENGELURU
2026-08-01,18.15,102.24,20.23,8.22,0.72,20.86,BENGELURU
2026-08-02,19.24,98.09,20.13,8.05,0.17,20.86,BENGELURU
2026-09-01,18.39,96.3,20.87,8.4,0.74,20.86,BENGELURU
2026-09-02,22.09,108.59,20.35,9.86,0.23,20.88,BENGELURU
2026-10-01,17.52,99.07,20.4,7.94,0.75,20.83,BENGELURU
2026-10-02,18.9,100.14,20.42,8.21,0.17,20.89,BENGELURU
2026-11-01,16.1,77.55,20.53,7.97,0.69,20.94,BENGELURU
2026-11-02,18.3,97.82,20.41,8.34,0.17,20.93,BENGELURU
2026-12-01,17.21,80.51,20.45,8.46,0.76,20.81,BENGELURU
2026-12-02,15.62,82.75,19.63,6.59,0.15,20.99,BENGELURU
2025-01-01,79.8,133.04,37.28,18.91,1.43,25.56,BHOPAL
2025-01-02,34.75,115.04,51.49,20.02,0.96,72.0,BHOPAL
2025-01-03,31.31,116.85,37.8,22.96,1.51,97.55,BHOPAL
2025-01-04,30.25,132.45,41.32,20.17,1.06,112.16,BHOPAL
2025-01-05,23.77,135.41,40.96,14.33,0.75,107.28,BHOPAL
2025-01-06,17.33,92.58,19.01,11.23,0.59,76.44,BHOPAL
2025-01-07,11.0,43.92,29.63,14.05,0.74,38.85,BHOPAL
2025-01-08,19.15,85.21,25.48,15.27,0.79,25.8,BHOPAL
2025-01-09,17.05,32.81,13.96,14.61,0.67,20.73,BHOPAL
2025-01-10,21.62,56.38,20.12,7.7,0.76,40.84,BHOPAL
2025-01-11,37.01,78.51,23.36,6.63,1.14,32.54,BHOPAL
2025-01-12,99.48,209.13,53.06,7.55,1.33,77.14,BHOPAL
2025-02-01,70.73,139.88,48.82,17.78,2.16,24.87,BHOPAL
2025-02-02,34.51,113.79,50.92,22.05,0.93,73.92,BHOPAL
2025-02-03,27.34,138.07,41.08,15.73,1.26,70.78,BHOPAL
2025-02-04,52.39,154.94,38.61,23.26,1.22,113.44,BHOPAL
2025-02-05,25.29,147.12,43.59,12.99,0.68,95.49,BHOPAL
2025-02-06,16.44,85.97,21.2,11.63,0.61,75.85,BHOPAL
2025-02-07,12.04,36.73,30.61,18.34,0.95,43.59,BHOPAL
2025-02-08,23.3,84.93,26.6,16.5,0.85,29.03,BHOPAL
2025-02-09,19.79,42.44,13.01,16.4,0.61,24.5,BHOPAL
2025-02-10,30.17,75.82,25.72,7.72,1.14,32.74,BHOPAL
2025-02-11,51.04,100.19,28.36,5.64,1.14,40.55,BHOPAL
2025-02-12,94.01,183.15,48.66,6.88,1.08,101.04,BHOPAL
2025-03-01,66.01,135.86,56.04,22.07,2.0,36.07,BHOPAL
2025-03-02,36.06,116.59,43.88,21.53,0.9,79.85,BHOPAL
2025-03-03,34.26,133.53,31.0,17.06,0.66,88.97,BHOPAL
2025-03-04,38.99,144.05,32.4,17.4,0.91,121.63,BHOPAL
2025-03-05,33.97,139.06,55.63,17.08,0.96,87.25,BHOPAL
2025-03-06,15.12,77.91,21.15,13.48,0.71,62.51,BHOPAL
2025-03-07,13.57,43.7,29.89,16.63,0.87,45.98,BHOPAL
2025-03-08,20.9,85.62,28.32,21.74,1.14,29.67,BHOPAL
2025-03-09,16.78,30.21,17.41,13.17,0.74,28.26,BHOPAL
2025-03-10,28.48,67.01,24.87,7.63,1.05,34.96,BHOPAL
2025-03-11,61.59,139.38,33.29,6.48,1.47,78.0,BHOPAL
2025-03-12,88.92,180.5,48.41,7.42,1.38,88.64,BHOPAL
2025-04-01,38.4,94.24,43.48,17.53,1.45,46.58,BHOPAL
2025-04-02,48.25,128.98,38.02,21.34,0.98,68.98,BHOPAL
2025-04-03,21.69,149.3,25.78,19.19,0.65,91.01,BHOPAL
2025-04-04,45.46,120.89,42.66,19.15,1.01,106.59,BHOPAL
2025-04-05,16.77,77.68,33.89,11.48,0.6,100.92,BHOPAL
2025-04-06,17.73,82.97,29.5,11.79,0.62,60.48,BHOPAL
2025-04-07,11.78,41.89,28.24,13.84,0.73,31.5,BHOPAL
2025-04-08,19.9,79.17,27.16,19.83,1.03,28.18,BHOPAL
2025-04-09,12.86,24.22,12.72,13.44,0.46,29.94,BHOPAL
2025-04-10,26.13,52.99,20.21,9.63,0.78,44.01,BHOPAL
2025-04-11,36.35,85.57,24.47,6.6,0.93,61.13,BHOPAL
2025-04-12,79.58,160.75,38.29,8.72,1.1,110.47,BHOPAL
2025-05-01,58.68,139.14,41.94,25.36,1.63,47.09,BHOPAL
2025-05-02,57.77,136.62,34.67,16.39,0.65,84.53,BHOPAL
2025-05-03,12.79,114.16,26.69,19.1,0.46,92.04,BHOPAL
2025-05-04,24.73,113.18,46.28,14.41,0.76,100.71,BHOPAL
2025-05-05,14.03,72.99,33.48,12.48,0.66,88.45,BHOPAL
2025-05-06,24.17,101.04,30.68,12.65,0.66,90.7,BHOPAL
2025-05-07,9.11,30.01,31.93,13.93,0.73,28.53,BHOPAL
2025-05-08,22.61,87.12,29.31,23.12,1.06,31.57,BHOPAL
2025-05-09,11.77,19.28,10.73,11.15,0.54,25.71,BHOPAL
2025-05-10,20.44,42.16,17.11,13.24,0.76,48.25,BHOPAL
2025-05-11,32.8,103.61,23.68,5.2,1.02,71.05,BHOPAL
2025-05-12,86.08,174.24,44.98,9.04,1.05,111.44,BHOPAL
2025-06-01,58.55,113.74,34.39,23.29,1.47,54.08,BHOPAL
2025-06-02,34.15,108.21,36.41,19.41,0.54,87.51,BHOPAL
2025-06-03,15.23,88.82,32.62,17.66,1.09,79.68,BHOPAL
2025-06-04,26.26,127.93,43.41,16.71,0.88,87.79,BHOPAL
2025-06-05,10.68,57.95,28.14,16.2,0.85,73.97,BHOPAL
2025-06-06,24.1,97.56,23.79,13.3,0.7,115.64,BHOPAL
2025-06-07,9.76,25.05,26.98,13.89,0.73,40.91,BHOPAL
2025-06-08,22.38,80.17,29.99,21.39,0.65,33.66,BHOPAL
2025-06-09,14.45,23.97,10.81,14.23,0.66,26.05,BHOPAL
2025-06-10,18.65,45.14,17.89,11.2,0.62,38.22,BHOPAL
2025-06-11,38.74,134.18,28.91,4.39,0.91,99.78,BHOPAL
2025-06-12,75.9,168.73,46.63,10.06,1.2,118.13,BHOPAL
2025-07-01,62.97,110.48,27.65,12.21,1.52,53.6,BHOPAL
2025-07-02,32.95,115.69,41.92,16.57,0.99,72.26,BHOPAL
2025-07-03,24.57,108.86,51.94,24.61,1.42,68.54,BHOPAL
2025-07-04,29.61,132.6,47.9,17.81,0.93,82.89,BHOPAL
2025-07-05,12.59,56.54,28.14,9.69,0.51,95.59,BHOPAL
2025-07-06,57.67,146.81,23.71,11.78,0.62,91.04,BHOPAL
2025-07-07,11.48,35.07,27.56,13.45,0.71,62.17,BHOPAL
2025-07-08,23.78,78.91,30.04,20.72,0.63,46.19,BHOPAL
2025-07-09,11.8,25.91,10.27,12.99,0.39,29.6,BHOPAL
2025-07-10,22.27,54.89,17.71,8.7,0.65,45.6,BHOPAL
2025-07-11,59.31,144.08,34.49,6.12,1.13,112.55,BHOPAL
2025-07-12,103.22,227.77,63.29,14.17,1.75,82.89,BHOPAL
2025-08-01,57.32,112.19,32.22,20.63,1.48,60.7,BHOPAL
2025-08-02,26.41,106.81,46.23,14.86,1.05,62.33,BHOPAL
2025-08-03,12.81,87.16,37.47,15.98,1.09,84.86,BHOPAL
2025-08-04,42.48,160.28,59.07,20.35,1.07,103.4,BHOPAL
2025-08-05,12.62,53.76,18.8,11.68,0.61,83.53,BHOPAL
2025-08-06,23.78,104.45,28.04,12.21,0.61,78.8,BHOPAL
2025-08-07,20.05,63.83,26.95,11.49,0.6,49.73,BHOPAL
2025-08-08,29.32,92.66,31.08,16.17,0.49,48.56,BHOPAL
2025-08-09,17.82,49.38,12.15,12.81,0.61,30.39,BHOPAL
2025-08-10,45.7,206.05,22.28,9.17,0.91,57.68,BHOPAL
2025-08-11,52.75,136.49,36.17,7.83,1.21,102.34,BHOPAL
2025-08-12,74.71,194.58,67.67,11.27,1.53,70.1,BHOPAL
2025-09-01,47.32,97.58,33.35,22.72,1.38,67.92,BHOPAL
2025-09-02,29.99,97.22,39.32,24.34,0.24,86.2,BHOPAL
2025-09-03,16.59,113.74,31.99,19.36,1.23,91.07,BHOPAL
2025-09-04,40.18,149.66,40.56,21.5,1.13,101.09,BHOPAL
2025-09-05,14.37,68.69,19.34,13.27,0.7,84.61,BHOPAL
2025-09-06,17.5,127.83,33.52,18.57,0.79,105.52,BHOPAL
2025-09-07,17.32,74.4,28.56,13.34,0.69,54.64,BHOPAL
2025-09-08,25.87,73.52,25.87,13.62,0.42,49.23,BHOPAL
2025-09-09,21.16,57.6,18.73,11.74,0.93,29.36,BHOPAL
2025-09-10,45.68,208.73,32.73,8.41,0.72,54.2,BHOPAL
2025-09-11,67.9,172.35,48.68,10.03,1.59,85.81,BHOPAL
2025-09-12,52.62,154.58,62.15,12.54,1.59,57.92,BHOPAL
2025-10-01,41.1,102.42,29.73,23.48,1.32,75.1,BHOPAL
2025-10-02,46.8,151.32,49.44,22.17,1.72,71.74,BHOPAL
2025-10-03,18.0,84.35,33.3,17.88,1.59,93.93,BHOPAL
2025-10-04,34.8,153.31,39.57,16.5,0.87,89.23,BHOPAL
2025-10-05,22.12,83.89,19.84,10.72,0.56,89.87,BHOPAL
2025-10-06,26.86,162.91,60.24,15.9,0.75,69.05,BHOPAL
2025-10-07,21.57,84.85,26.68,14.0,0.73,52.3,BHOPAL
2025-10-08,23.81,57.74,25.82,14.51,0.44,36.77,BHOPAL
2025-10-09,24.5,71.03,17.67,9.79,0.67,31.15,BHOPAL
2025-10-10,45.86,190.62,30.8,8.28,0.83,58.41,BHOPAL
2025-10-11,70.95,196.45,53.6,8.15,1.56,71.07,BHOPAL
2025-10-12,48.25,140.51,62.15,10.34,1.21,71.4,BHOPAL
2025-11-01,67.51,154.03,33.61,26.6,1.69,71.28,BHOPAL
2025-11-02,28.28,126.22,47.83,24.42,1.39,69.18,BHOPAL
2025-11-03,26.64,114.31,50.57,23.95,1.55,93.41,BHOPAL
2025-11-04,34.02,136.43,25.05,17.75,0.93,115.29,BHOPAL
2025-11-05,20.09,65.13,19.4,10.77,0.56,97.23,BHOPAL
2025-11-06,29.25,135.31,45.63,14.39,0.74,117.17,BHOPAL
2025-11-07,19.55,69.46,27.15,16.39,0.86,36.82,BHOPAL
2025-11-08,28.44,70.06,27.27,16.03,0.49,36.14,BHOPAL
2025-11-09,29.7,84.1,18.2,11.13,0.9,40.64,BHOPAL
2025-11-10,41.31,145.2,34.76,8.39,0.95,64.46,BHOPAL
2025-11-11,101.9,236.48,62.61,7.62,1.8,62.99,BHOPAL
2025-11-12,43.47,123.85,49.22,17.68,0.96,113.9,BHOPAL
2025-12-01,98.05,169.39,30.11,16.84,1.66,59.96,BHOPAL
2025-12-02,26.03,102.96,31.86,27.78,1.46,99.69,BHOPAL
2025-12-03,23.21,102.24,33.76,20.79,0.86,126.05,BHOPAL
2025-12-04,32.53,130.92,22.24,15.42,0.81,96.57,BHOPAL
2025-12-05,27.28,64.86,23.76,12.47,0.65,91.41,BHOPAL
2025-12-06,37.67,102.44,52.42,13.28,0.66,146.47,BHOPAL
2025-12-07,18.65,47.14,30.74,17.29,0.91,19.77,BHOPAL
2025-12-08,25.53,67.9,28.49,15.0,0.46,37.82,BHOPAL
2025-12-09,32.73,88.05,19.88,12.64,0.91,41.18,BHOPAL
2025-12-10,39.28,138.89,38.17,7.77,0.88,63.05,BHOPAL
2025-12-11,91.18,224.78,60.77,7.76,1.67,77.53,BHOPAL
2025-12-12,52.2,155.44,53.21,11.68,1.42,116.88,BHOPAL
2026-01-01,81.46,170.88,88.54,19.16,1.56,120.49,BHOPAL
2026-01-02,40.09,102.46,29.15,14.67,1.17,57.38,BHOPAL
2026-02-01,92.35,172.39,70.0,13.56,0.96,102.44,BHOPAL
2026-02-02,49.01,120.8,30.53,12.95,1.18,56.8,BHOPAL
2026-03-01,99.32,184.62,67.89,11.07,1.6,72.4,BHOPAL
2026-03-02,48.57,110.86,22.47,10.7,1.1,51.05,BHOPAL
2026-04-01,87.03,164.3,69.12,10.85,1.56,65.33,BHOPAL
2026-04-02,42.31,93.01,18.94,10.5,0.95,53.53,BHOPAL
2026-05-01,70.47,142.99,69.45,11.31,1.2,60.38,BHOPAL
2026-05-02,43.71,102.18,23.52,11.64,1.19,63.89,BHOPAL
2026-06-01,64.54,139.32,70.09,10.46,1.05,85.45,BHOPAL
2026-06-02,43.85,111.6,31.75,12.93,1.07,71.97,BHOPAL
2026-07-01,60.42,140.66,74.33,11.6,1.18,82.01,BHOPAL
2026-07-02,57.89,145.09,35.13,18.55,1.28,73.03,BHOPAL
2026-08-01,66.22,142.83,65.39,12.06,1.25,94.44,BHOPAL
2026-08-02,44.94,114.77,37.14,15.18,1.04,80.17,BHOPAL
2026-09-01,61.66,153.1,71.87,16.7,1.15,97.72,BHOPAL
2026-09-02,38.23,107.62,31.74,16.2,0.99,87.34,BHOPAL
2026-10-01,69.04,168.22,83.46,24.15,1.16,109.13,BHOPAL
2026-10-02,50.9,134.89,36.33,18.76,1.28,90.35,BHOPAL
2026-11-01,54.78,133.93,80.53,17.82,1.17,120.97,BHOPAL
2026-11-02,58.81,154.88,36.34,20.56,1.22,88.32,BHOPAL
2026-12-01,65.51,147.16,71.02,13.16,1.16,104.78,BHOPAL
2026-12-02,41.56,113.03,25.62,16.95,1.0,93.92,BHOPAL
2025-01-01,75.2,135.67,16.36,9.95,1.13,14.16,CHENNAI
2025-01-02,12.04,84.39,49.76,49.52,2.01,14.28,CHENNAI
2025-01-03,19.79,46.35,24.58,12.27,1.57,42.62,CHENNAI
2025-01-04,32.74,92.11,5.91,13.26,1.39,22.64,CHENNAI
2025-01-05,29.05,51.66,12.91,10.77,0.63,22.38,CHENNAI
2025-01-06,36.61,52.41,12.28,13.58,0.52,55.64,CHENNAI
2025-01-07,14.74,20.83,9.64,10.58,0.45,28.38,CHENNAI
2025-01-08,18.87,28.08,5.1,10.68,1.46,28.72,CHENNAI
2025-01-09,39.11,65.87,3.96,14.8,0.96,28.05,CHENNAI
2025-01-10,20.77,84.25,2.24,14.97,0.7,28.07,CHENNAI
2025-01-11,52.85,142.18,6.97,22.05,0.31,10.04,CHENNAI
2025-01-12,5.24,27.58,14.1,9.77,0.64,11.09,CHENNAI
2025-02-01,73.44,132.79,16.74,6.2,0.79,14.38,CHENNAI
2025-02-02,14.97,105.25,45.05,14.41,2.02,16.39,CHENNAI
2025-02-03,22.99,44.26,23.56,14.16,1.3,22.81,CHENNAI
2025-02-04,25.99,77.16,7.53,12.87,1.53,21.93,CHENNAI
2025-02-05,28.57,50.3,13.5,11.26,0.61,22.16,CHENNAI
2025-02-06,36.57,52.38,12.27,13.56,0.52,55.58,CHENNAI
2025-02-07,17.35,25.53,9.67,12.92,0.46,28.5,CHENNAI
2025-02-08,18.17,21.84,5.93,14.46,1.83,28.58,CHENNAI
2025-02-09,18.72,65.76,3.98,11.82,0.58,28.09,CHENNAI
2025-02-10,15.32,50.74,3.21,14.78,0.39,27.9,CHENNAI
2025-02-11,16.66,67.52,7.81,7.24,0.42,9.86,CHENNAI
2025-02-12,14.36,44.68,10.9,12.13,0.63,11.1,CHENNAI
2025-03-01,79.0,141.53,21.07,5.79,1.03,13.87,CHENNAI
2025-03-02,14.69,111.03,27.55,15.27,2.02,15.01,CHENNAI
2025-03-03,20.34,52.83,24.68,13.65,1.05,23.18,CHENNAI
2025-03-04,15.55,44.83,13.62,15.19,1.21,21.34,CHENNAI
2025-03-05,34.46,58.17,14.6,11.83,0.6,23.57,CHENNAI
2025-03-06,31.64,64.67,13.86,11.44,0.61,43.87,CHENNAI
2025-03-07,12.83,21.6,6.48,12.93,0.75,28.16,CHENNAI
2025-03-08,16.72,20.9,4.47,11.43,1.9,28.16,CHENNAI
2025-03-09,13.48,65.88,3.69,12.71,0.75,27.98,CHENNAI
2025-03-10,17.63,46.46,3.79,13.12,0.79,28.22,CHENNAI
2025-03-11,32.799166666666665,72.15,13.127077922077923,13.082516129032259,0.39,9.98,CHENNAI
2025-03-12,18.47,43.07,9.82,21.84,1.49,12.39,CHENNAI
2025-04-01,107.46,188.41,18.58,5.89,1.21,14.26,CHENNAI
2025-04-02,17.47,128.98,24.27,16.39,2.03,16.09,CHENNAI
2025-04-03,13.59,66.16,21.92,9.51,1.94,22.54,CHENNAI
2025-04-04,16.63,50.62,12.6,24.85,0.22,21.94,CHENNAI
2025-04-05,31.63,55.87,14.25,12.28,0.54,23.17,CHENNAI
2025-04-06,12.03,54.09,16.46,11.01,0.41,23.59,CHENNAI
2025-04-07,13.82,22.97,8.54,10.63,0.47,28.53,CHENNAI
2025-04-08,15.25,21.51,3.08,10.56,1.44,28.47,CHENNAI
2025-04-09,13.23,65.88,4.74,12.45,1.12,28.42,CHENNAI
2025-04-10,11.8,35.65,3.83,11.48,0.66,28.15,CHENNAI
2025-04-11,20.99,79.79,10.26,8.83,0.46,10.14,CHENNAI
2025-04-12,1.16,47.53,10.25,12.18,0.98,10.84,CHENNAI
2025-05-01,93.33,165.33,29.95,5.8,1.1,14.15,CHENNAI
2025-05-02,31.47,178.95,27.05,27.3,2.02,18.51,CHENNAI
2025-05-03,15.57,61.53,24.71,11.42,1.61,23.11,CHENNAI
2025-05-04,14.45,49.53,12.56,9.0,0.22,22.07,CHENNAI
2025-05-05,31.73,50.81,14.41,11.34,0.74,23.57,CHENNAI
2025-05-06,17.73,72.43,16.7,12.97,0.56,22.61,CHENNAI
2025-05-07,13.6,21.21,7.62,44.02,0.52,28.56,CHENNAI
2025-05-08,14.23,22.92,5.52,22.35,1.67,28.2,CHENNAI
2025-05-09,32.799166666666665,65.84,13.127077922077923,13.082516129032259,0.69,28.38,CHENNAI
2025-05-10,13.56,46.69,3.43,12.47,0.68,28.4,CHENNAI
2025-05-11,28.45,97.89,13.27,12.62,0.47,10.24,CHENNAI
2025-05-12,32.799166666666665,107.41,13.127077922077923,13.082516129032259,0.55,11.21,CHENNAI
2025-06-01,89.57,159.19,24.77,6.12,0.9,14.36,CHENNAI
2025-06-02,33.94,252.21,13.127077922077923,21.21,2.02,17.45,CHENNAI
2025-06-03,30.52,87.3,25.78,11.29,1.74,24.87,CHENNAI
2025-06-04,12.69,51.26,11.78,11.05,2.18,22.36,CHENNAI
2025-06-05,32.94,54.88,14.55,20.81,0.76,22.94,CHENNAI
2025-06-06,20.81,127.86,17.53,10.54,0.56,25.06,CHENNAI
2025-06-07,14.02,22.87,10.27,41.07,0.57,40.82,CHENNAI
2025-06-08,32.799166666666665,20.41,13.127077922077923,13.082516129032259,1.32,28.57,CHENNAI
2025-06-09,32.799166666666665,65.76,13.127077922077923,13.082516129032259,0.67,29.2,CHENNAI
2025-06-10,13.4,46.22,2.99,12.82,0.66,28.01,CHENNAI
2025-06-11,23.67,126.5,11.3,10.81,0.58,9.88,CHENNAI
2025-06-12,18.79,121.0,10.56,10.37,0.57,11.3,CHENNAI
2025-07-01,84.19,150.41,13.127077922077923,5.48,1.22,14.18,CHENNAI
2025-07-02,31.02,207.79,8.6,20.92,2.02,15.52,CHENNAI
2025-07-03,41.23,149.32,26.69,16.54,1.26,25.31,CHENNAI
2025-07-04,14.75,46.88,12.89,12.64,1.79,22.51,CHENNAI
2025-07-05,33.02,49.07,14.41,9.76,0.73,24.49,CHENNAI
2025-07-06,18.82,90.86,17.33,13.13,0.5,24.03,CHENNAI
2025-07-07,17.8,29.7,12.19,24.84,0.6,28.17,CHENNAI
2025-07-08,32.799166666666665,23.7,13.127077922077923,13.082516129032259,1.95,29.07,CHENNAI
2025-07-09,32.799166666666665,65.81,13.127077922077923,13.082516129032259,0.94,28.29,CHENNAI
2025-07-10,21.77,63.58,6.26,3.49,0.52,28.61,CHENNAI
2025-07-11,31.45,77.82,11.98,11.35,0.55,9.98,CHENNAI
2025-07-12,15.99,98.36,9.14,11.01,0.65,10.88,CHENNAI
2025-08-01,64.73,152.39,18.83,4.88,0.43,13.68,CHENNAI
2025-08-02,27.39,212.88,8.6,16.82,2.02,14.94,CHENNAI
2025-08-03,30.56,95.47,23.59,12.65,1.54,25.28,CHENNAI
2025-08-04,18.32,49.98,11.98,13.11,1.5,21.74,CHENNAI
2025-08-05,44.78,65.85,14.58,12.87,0.69,24.25,CHENNAI
2025-08-06,16.99,78.70624242424242,17.32,11.6,0.74,85.22,CHENNAI
2025-08-07,16.73,24.81,4.32,9.31,2.14,28.09,CHENNAI
2025-08-08,32.799166666666665,20.37,13.127077922077923,13.082516129032259,1.2,28.14,CHENNAI
2025-08-09,32.799166666666665,65.84,13.127077922077923,13.082516129032259,0.75,28.96,CHENNAI
2025-08-10,14.34,55.86,3.99,10.68,0.53,28.03,CHENNAI
2025-08-11,37.51,91.53,10.97,13.6,0.47,10.02,CHENNAI
2025-08-12,17.98,107.06,10.53,12.54,0.69,11.04,CHENNAI
2025-09-01,42.6,147.25,24.01,5.62,0.67,14.8,CHENNAI
2025-09-02,26.31,170.66,8.58,14.83,2.01,16.61,CHENNAI
2025-09-03,22.41,82.8,27.16,12.43,1.68,23.18,CHENNAI
2025-09-04,11.39,49.29,11.5,17.67,0.22,21.54,CHENNAI
2025-09-05,49.11,71.76,14.99,11.98,0.59,25.17,CHENNAI
2025-09-06,14.25,89.09,16.69,12.75,0.63,27.44,CHENNAI
2025-09-07,15.32,28.73,6.71,28.18,1.78,28.61,CHENNAI
2025-09-08,17.75,25.14,4.39,12.47,2.27,28.36,CHENNAI
2025-09-09,32.799166666666665,65.74,13.127077922077923,13.082516129032259,0.88,29.1,CHENNAI
2025-09-10,70.97,62.54,4.38,11.5,0.45,28.54,CHENNAI
2025-09-11,35.2,111.29,12.27,11.7,0.59,10.05,CHENNAI
2025-09-12,17.14,136.28,13.19,11.43,0.54,11.28,CHENNAI
2025-10-01,43.38,143.76,26.08,5.66,1.53,15.76,CHENNAI
2025-10-02,27.32,181.24,8.59,11.01,2.02,23.2,CHENNAI
2025-10-03,23.95,63.42,26.32,15.64,1.34,22.98,CHENNAI
2025-10-04,21.71,61.47,13.75,9.92,1.71,24.27,CHENNAI
2025-10-05,45.76,67.46,14.4,11.81,0.52,22.85,CHENNAI
2025-10-06,13.33,31.73,17.24,14.01,0.66,27.59,CHENNAI
2025-10-07,15.28,22.15,6.91,10.12,0.63,28.1,CHENNAI
2025-10-08,11.42,16.45,2.74,10.32,2.04,28.05,CHENNAI
2025-10-09,21.8,65.78,7.2,11.4,0.78,29.22,CHENNAI
2025-10-10,27.07,46.03,5.26,11.68,0.69,28.11,CHENNAI
2025-10-11,33.19,125.3,12.14,10.36,0.48,10.1,CHENNAI
2025-10-12,27.23,120.28,11.6,11.74,0.51,11.42,CHENNAI
2025-11-01,32.799166666666665,78.70624242424242,13.127077922077923,13.082516129032259,0.9625301204819278,21.62644578313253,CHENNAI
2025-11-02,21.94,163.73,8.57,11.17,2.01,21.24,CHENNAI
2025-11-03,18.25,51.64,88.39,13.85,1.39,22.95,CHENNAI
2025-11-04,23.1,51.47,13.68,11.33,1.84,23.24,CHENNAI
2025-11-05,45.79,67.09,14.43,10.03,0.64,22.16,CHENNAI
2025-11-06,15.22,36.99,17.15,10.91,0.5,59.38,CHENNAI
2025-11-07,16.42,24.8,6.59,9.87,1.79,29.02,CHENNAI
2025-11-08,9.77,32.76,3.0,11.48,1.46,27.87,CHENNAI
2025-11-09,20.22,65.68,3.59,14.87,0.59,27.98,CHENNAI
2025-11-10,23.22,53.27,4.21,15.61,0.53,28.33,CHENNAI
2025-11-11,33.47,103.04,9.73,10.91,0.64,10.27,CHENNAI
2025-11-12,21.76,169.28,8.75,11.97,0.66,11.22,CHENNAI
2025-12-01,32.799166666666665,78.70624242424242,13.127077922077923,13.082516129032259,0.9625301204819278,21.62644578313253,CHENNAI
2025-12-02,18.08,167.66,10.06,19.44,2.01,16.12,CHENNAI
2025-12-03,14.1,46.77,108.3,13.05,1.8,22.17,CHENNAI
2025-12-04,31.62,64.71,14.5,12.2,1.77,23.62,CHENNAI
2025-12-05,51.65,67.64,15.52,9.63,0.84,24.79,CHENNAI
2025-12-06,16.88,40.19,18.03,17.85,0.64,55.65,CHENNAI
2025-12-07,12.14,21.45,4.95,11.25,1.95,28.34,CHENNAI
2025-12-08,12.34,65.76,3.12,10.97,1.97,27.83,CHENNAI
2025-12-09,28.31,65.73,4.67,12.9,0.26,28.63,CHENNAI
2025-12-10,30.46,66.24,3.38,10.8,0.36,28.19,CHENNAI
2025-12-11,45.62,103.07,9.43,11.09,0.54,10.2,CHENNAI
2025-12-12,16.65,118.41,12.56,12.45,0.53,11.16,CHENNAI
2026-01-01,214.78,81.96,8.5,13.082516129032259,0.39,10.79,CHENNAI
2026-01-02,81.83,100.27,8.25,10.17,0.61,10.5,CHENNAI
2026-02-01,17.97,103.87,8.23,14.54,0.58,11.23,CHENNAI
2026-02-02,104.13,116.43,8.46,11.61,0.65,10.98,CHENNAI
2026-03-01,39.04,101.43,8.22,11.3,0.61,11.76,CHENNAI
2026-03-02,58.55,87.31,8.34,10.52,0.72,10.41,CHENNAI
2026-04-01,41.97,94.86,8.05,8.68,0.66,10.7,CHENNAI
2026-04-02,52.6,69.38,8.15,11.76,0.47,10.1,CHENNAI
2026-05-01,40.02,98.97,8.3,7.28,0.62,11.49,CHENNAI
2026-05-02,60.44,79.08,8.35,11.31,0.46,10.08,CHENNAI
2026-06-01,48.16,105.87,8.18,14.22,0.69,10.78,CHENNAI
2026-06-02,65.77,81.95,7.98,8.96,0.38,10.31,CHENNAI
2026-07-01,50.47,102.04,8.04,8.74,0.65,12.35,CHENNAI
2026-07-02,79.31,104.64,8.08,12.24,0.51,9.54,CHENNAI
2026-08-01,52.63,72.08,8.32,9.42,0.45,11.57,CHENNAI
2026-08-02,93.82,109.31,7.99,14.85,0.95,9.54,CHENNAI
2026-09-01,50.53,69.01,8.16,8.04,0.51,11.2,CHENNAI
2026-09-02,83.0,103.23,8.21,10.86,0.78,9.54,CHENNAI
2026-10-01,51.51,65.95,8.23,13.73,0.45,10.94,CHENNAI
2026-10-02,94.5,113.42,8.12,10.55,0.63,9.54,CHENNAI
2026-11-01,44.48,53.37,8.41,24.54,0.63,10.6,CHENNAI
2026-11-02,63.37,91.15,8.36,10.66,0.67,9.54,CHENNAI
2026-12-01,43.34,60.02,8.23,11.68,0.47,10.79,CHENNAI
2026-12-02,49.72,86.4,8.38,12.4,0.59,9.54,CHENNAI
2025-01-01,207.96,327.35,70.21,12.16,2.13,4.17,DELHI_ANANT_VIHAR
2025-01-02,357.27,537.13,106.93,12.91,3.15,7.14,DELHI_ANANT_VIHAR
2025-01-03,70.44,128.52,84.89,18.04,1.46,7.34,DELHI_ANANT_VIHAR
2025-01-04,60.25,197.67,55.08,9.72,2.23,22.91,DELHI_ANANT_VIHAR
2025-01-05,85.39,204.17,44.75,26.23,1.83,26.71,DELHI_ANANT_VIHAR
2025-01-06,49.08,246.63,62.44,26.79,0.99,8.73,DELHI_ANANT_VIHAR
2025-01-07,30.2,75.64,43.18,18.02,1.0,4.93,DELHI_ANANT_VIHAR
2025-01-08,32.39,78.16,38.67,24.94,0.72,9.18,DELHI_ANANT_VIHAR
2025-01-09,26.94,54.38,19.54,26.19,1.51,10.53,DELHI_ANANT_VIHAR
