station,date,to_date,pm25,pm10,no2,so2,co,ozone
BENGELURU_RAILWAY_STATION,2025-12-03,13-03-2025 00:00,,88.46,27.56,9.04,1.45,
BENGELURU_RAILWAY_STATION,2025-12-04,13-04-2025 00:00,,92.84,26.66,9.58,1.42,
BENGELURU_RAILWAY_STATION,2025-12-05,13-05-2025 00:00,,92.83,41.08,6.77,1.21,
BENGELURU_RAILWAY_STATION,2025-12-06,13-06-2025 00:00,,90.46,30.44,7.64,1.1,
BENGELURU_RAILWAY_STATION,2025-12-07,13-07-2025 00:00,,89.65,41.01,7.17,1.21,
BENGELURU_RAILWAY_STATION,2025-12-08,13-08-2025 00:00,,90.69,39.129999999999995,7.215,1.21,
BENGELURU_RAILWAY_STATION,2025-12-09,13-09-2025 00:00,,91.73,37.25,7.26,1.21,
BENGELURU_RAILWAY_STATION,2025-12-10,13-10-2025 00:00,,98.28,36.9,7.24,1.21,
BENGELURU_RAILWAY_STATION,2025-12-11,13-11-2025 00:00,,108.33,38.16,10.39,1.73,
BENGELURU_RAILWAY_STATION,2025-12-12,13-12-2025 00:00,,101.345,32.519999999999996,14.07,1.62,
BENGELURU_RAILWAY_STATION,2026-01-01,02-01-2026 00:00,,94.36,26.88,17.75,1.51,
BENGELURU_RAILWAY_STATION,2026-01-02,02-02-2026 00:00,,88.06,27.86,17.75,1.51,
BENGELURU_RAILWAY_STATION,2026-02-01,03-01-2026 00:00,,91.31,26.35,17.76,1.5,
BENGELURU_RAILWAY_STATION,2026-02-02,03-02-2026 00:00,,90.12,28.19,17.74,1.5,
BENGELURU_RAILWAY_STATION,2026-03-01,04-01-2026 00:00,,91.39,26.0,17.73,1.5,
BENGELURU_RAILWAY_STATION,2026-03-02,04-02-2026 00:00,,92.9,27.81,17.77,1.53,
BENGELURU_RAILWAY_STATION,2026-04-01,05-01-2026 00:00,,91.75,27.689999999999998,16.6,1.52,
BENGELURU_RAILWAY_STATION,2026-04-02,05-02-2026 00:00,,90.6,27.57,15.43,1.51,
BENGELURU_RAILWAY_STATION,2026-05-01,06-01-2026 00:00,,91.29,25.5,17.79,1.51,
BENGELURU_RAILWAY_STATION,2026-05-02,06-02-2026 00:00,,90.62,27.73,12.67,1.52,
BENGELURU_RAILWAY_STATION,2026-06-01,07-01-2026 00:00,,91.35,25.76,17.77,1.52,
BENGELURU_RAILWAY_STATION,2026-06-02,07-02-2026 00:00,,94.59,28.03,12.65,1.5,
BENGELURU_RAILWAY_STATION,2026-07-01,08-01-2026 00:00,,91.27,25.56,17.78,1.53,
BENGELURU_RAILWAY_STATION,2026-07-02,08-02-2026 00:00,,94.61,28.27,12.7,1.51,
BENGELURU_RAILWAY_STATION,2026-08-01,09-01-2026 00:00,,91.22,25.14,17.71,1.49,
BENGELURU_RAILWAY_STATION,2026-08-02,09-02-2026 00:00,,94.69,27.86,12.65,1.5,
BENGELURU_RAILWAY_STATION,2026-09-01,10-01-2026 00:00,,91.15,25.29,17.76,1.51,
BENGELURU_RAILWAY_STATION,2026-09-02,10-02-2026 00:00,,99.88,27.53,14.65,1.5,
BENGELURU_RAILWAY_STATION,2026-10-01,11-01-2026 00:00,,91.06,25.74,17.77,1.52,
BENGELURU_RAILWAY_STATION,2026-10-02,11-02-2026 00:00,,101.57,28.01,15.29,1.52,
BENGELURU_RAILWAY_STATION,2026-11-01,12-01-2026 00:00,,91.2,25.73,17.75,1.51,
BENGELURU_RAILWAY_STATION,2026-11-02,12-02-2026 00:00,,101.68,27.03,15.3,1.52,
BENGELURU_RAILWAY_STATION,2026-12-01,13-01-2026 00:00,,91.29,26.04,17.74,1.5,
BENGELURU_RAILWAY_STATION,2026-12-02,13-02-2026 00:00,,101.67,27.2,15.3,1.5,
BENGELURU_RAILWAY_STATION,,14-01-2025 00:00,,96.74666666666667,27.536666666666665,13.84,1.2066666666666666,
BENGELURU_RAILWAY_STATION,,15-01-2025 00:00,,91.82333333333334,27.873333333333335,12.38,0.9133333333333333,
BENGELURU_RAILWAY_STATION,,16-01-2025 00:00,,86.9,28.21,10.92,0.62,
BENGELURU_RAILWAY_STATION,,17-01-2025 00:00,,92.88,27.95,11.34,0.66,
BENGELURU_RAILWAY_STATION,,18-01-2025 00:00,,103.95,24.9,10.69,0.58,
BENGELURU_RAILWAY_STATION,,19-01-2025 00:00,,101.42,21.0,11.97,0.51,
BENGELURU_RAILWAY_STATION,,20-01-2025 00:00,,96.31,19.85,13.31,0.58,
BENGELURU_RAILWAY_STATION,,21-01-2025 00:00,,99.98,17.96,12.12,0.94,
BENGELURU_RAILWAY_STATION,,22-01-2025 00:00,,101.35,16.4,11.67,1.31,
BENGELURU_RAILWAY_STATION,,23-01-2025 00:00,,98.49,17.97,10.76,0.82,
BENGELURU_RAILWAY_STATION,,24-01-2025 00:00,,83.94,18.66,6.94,0.69,
BENGELURU_RAILWAY_STATION,,25-01-2025 00:00,,127.97,18.39,5.35,0.34,
BENGELURU_RAILWAY_STATION,,26-01-2025 00:00,,122.83,18.46,5.38,0.32,
BENGELURU_RAILWAY_STATION,,27-01-2025 00:00,,140.61,18.96,4.97,0.22,
BENGELURU_RAILWAY_STATION,,28-01-2025 00:00,,115.96,19.66,4.71,0.4,
BENGELURU_RAILWAY_STATION,,29-01-2025 00:00,,76.82,19.29,6.97,0.86,
BENGELURU_RAILWAY_STATION,,30-01-2025 00:00,,54.46,21.92,8.96,1.47,
BENGELURU_RAILWAY_STATION,,31-01-2025 00:00,,164.33,25.09,9.99,1.54,
BENGELURU_RAILWAY_STATION,,01-02-2025 00:00,,94.88,24.61,8.8,1.6,
BENGELURU_RAILWAY_STATION,,14-02-2025 00:00,,98.98,34.35,8.73,1.25,
BENGELURU_RAILWAY_STATION,,15-02-2025 00:00,,100.68,34.61,9.54,1.42,
BENGELURU_RAILWAY_STATION,,16-02-2025 00:00,,101.48,36.65,8.13,1.3,
BENGELURU_RAILWAY_STATION,,17-02-2025 00:00,,100.14,33.86,8.78,1.26,
BENGELURU_RAILWAY_STATION,,18-02-2025 00:00,,96.91,26.47,9.23,1.35,
BENGELURU_RAILWAY_STATION,,19-02-2025 00:00,,118.49,26.35,9.66,1.35,
BENGELURU_RAILWAY_STATION,,20-02-2025 00:00,,98.31,30.97,9.05,1.6,
BENGELURU_RAILWAY_STATION,,21-02-2025 00:00,,103.72,36.29,8.15,1.39,
BENGELURU_RAILWAY_STATION,,22-02-2025 00:00,,99.0,36.95,8.57,1.46,
BENGELURU_RAILWAY_STATION,,23-02-2025 00:00,,96.37,37.97,5.92,1.06,
BENGELURU_RAILWAY_STATION,,24-02-2025 00:00,,96.4975,38.36,6.0775,1.0425,
BENGELURU_RAILWAY_STATION,,25-02-2025 00:00,,96.625,38.75,6.234999999999999,1.025,
BENGELURU_RAILWAY_STATION,,26-02-2025 00:00,,96.7525,39.14,6.3925,1.0075,
BENGELURU_RAILWAY_STATION,,27-02-2025 00:00,,96.88,39.53,6.55,0.99,
BENGELURU_RAILWAY_STATION,,28-02-2025 00:00,,95.69,38.06,7.64,1.25,
BENGELURU_RAILWAY_STATION,,01-03-2025 00:00,,92.7,37.88,6.94,1.27,
BENGELURU_RAILWAY_STATION,,14-03-2025 00:00,,91.09,27.78,9.56,1.29,
BENGELURU_RAILWAY_STATION,,15-03-2025 00:00,,93.95,28.09,9.34,1.35,
BENGELURU_RAILWAY_STATION,,16-03-2025 00:00,,95.66,27.71,10.16,1.18,
BENGELURU_RAILWAY_STATION,,17-03-2025 00:00,,93.43,27.41,9.96,1.41,
BENGELURU_RAILWAY_STATION,,18-03-2025 00:00,,94.77,27.32,9.21,1.38,
BENGELURU_RAILWAY_STATION,,19-03-2025 00:00,,93.95,28.69,9.11,1.39,
BENGELURU_RAILWAY_STATION,,20-03-2025 00:00,,95.18,27.62,9.29,1.41,
BENGELURU_RAILWAY_STATION,,21-03-2025 00:00,,94.56,26.72,9.75,1.66,
BENGELURU_RAILWAY_STATION,,22-03-2025 00:00,,95.63,27.2,9.65,1.42,
BENGELURU_RAILWAY_STATION,,23-03-2025 00:00,,93.51,26.53,9.15,1.43,
BENGELURU_RAILWAY_STATION,,24-03-2025 00:00,,94.22,25.29,9.45,1.68,
BENGELURU_RAILWAY_STATION,,25-03-2025 00:00,,93.75,26.24,9.47,1.36,
BENGELURU_RAILWAY_STATION,,26-03-2025 00:00,,94.94,26.38,9.46,1.42,
BENGELURU_RAILWAY_STATION,,27-03-2025 00:00,,97.91,26.55,9.65,1.36,
BENGELURU_RAILWAY_STATION,,28-03-2025 00:00,,97.32,26.07,7.66,1.31,
BENGELURU_RAILWAY_STATION,,29-03-2025 00:00,,100.56,28.16,9.97,1.14,
BENGELURU_RAILWAY_STATION,,30-03-2025 00:00,,100.77,27.74,9.04,1.15,
BENGELURU_RAILWAY_STATION,,31-03-2025 00:00,,99.08,27.78,8.61,1.15,
BENGELURU_RAILWAY_STATION,,01-04-2025 00:00,,98.41,27.8,8.62,1.24,
BENGELURU_RAILWAY_STATION,,14-04-2025 00:00,,92.19,26.52,9.62,1.29,
BENGELURU_RAILWAY_STATION,,15-04-2025 00:00,,97.31,26.5,10.15,1.31,
BENGELURU_RAILWAY_STATION,,16-04-2025 00:00,,94.35,26.05,9.81,1.37,
BENGELURU_RAILWAY_STATION,,17-04-2025 00:00,,93.61,26.62,10.63,1.25,
BENGELURU_RAILWAY_STATION,,18-04-2025 00:00,,90.02,25.16,8.93,1.61,
BENGELURU_RAILWAY_STATION,,19-04-2025 00:00,,96.65,26.77,9.98,1.29,
BENGELURU_RAILWAY_STATION,,20-04-2025 00:00,,94.88,26.26,10.11,1.46,
BENGELURU_RAILWAY_STATION,,21-04-2025 00:00,,96.06,26.43,10.11,1.24,
BENGELURU_RAILWAY_STATION,,22-04-2025 00:00,,96.85,26.34,9.48,1.43,
BENGELURU_RAILWAY_STATION,,23-04-2025 00:00,,101.25,27.36,9.67,1.17,
BENGELURU_RAILWAY_STATION,,24-04-2025 00:00,,99.86,28.67,8.89,1.12,
BENGELURU_RAILWAY_STATION,,25-04-2025 00:00,,97.25,28.58,8.52,1.14,
BENGELURU_RAILWAY_STATION,,26-04-2025 00:00,,97.83,30.18,9.32,1.31,
BENGELURU_RAILWAY_STATION,,27-04-2025 00:00,,98.23,37.01,7.76,1.01,
BENGELURU_RAILWAY_STATION,,28-04-2025 00:00,,97.27,39.13,7.44,1.03,
BENGELURU_RAILWAY_STATION,,29-04-2025 00:00,,97.3,35.63,7.17,1.31,
BENGELURU_RAILWAY_STATION,,30-04-2025 00:00,,96.92,32.8,8.23,1.36,
BENGELURU_RAILWAY_STATION,,01-05-2025 00:00,,96.99,38.84,7.32,1.1,
BENGELURU_RAILWAY_STATION,,14-05-2025 00:00,,91.42,36.33,7.13,1.12,
BENGELURU_RAILWAY_STATION,,15-05-2025 00:00,,90.1,34.72,6.99,1.13,
BENGELURU_RAILWAY_STATION,,16-05-2025 00:00,,89.0,35.6,6.85,1.16,
BENGELURU_RAILWAY_STATION,,17-05-2025 00:00,,91.72,32.68,7.9,1.09,
BENGELURU_RAILWAY_STATION,,18-05-2025 00:00,,88.77,33.58,6.82,1.01,
BENGELURU_RAILWAY_STATION,,19-05-2025 00:00,,86.21,32.85,7.84,1.01,
BENGELURU_RAILWAY_STATION,,20-05-2025 00:00,,85.51,31.41,7.83,1.0,
BENGELURU_RAILWAY_STATION,,21-05-2025 00:00,,86.66,30.76,8.29,1.03,
BENGELURU_RAILWAY_STATION,,22-05-2025 00:00,,89.94,31.58,6.7,0.97,
BENGELURU_RAILWAY_STATION,,23-05-2025 00:00,,99.22,31.55,7.5,0.97,
BENGELURU_RAILWAY_STATION,,24-05-2025 00:00,,92.46,31.8,7.95,1.06,
BENGELURU_RAILWAY_STATION,,25-05-2025 00:00,,90.51,32.2,7.57,1.04,
BENGELURU_RAILWAY_STATION,,26-05-2025 00:00,,87.19,32.18,7.25,1.07,
BENGELURU_RAILWAY_STATION,,27-05-2025 00:00,,88.44,30.86,7.48,1.09,
BENGELURU_RAILWAY_STATION,,28-05-2025 00:00,,89.93,30.94,7.82,1.12,
BENGELURU_RAILWAY_STATION,,29-05-2025 00:00,,88.52,32.13,7.05,1.05,
BENGELURU_RAILWAY_STATION,,30-05-2025 00:00,,92.46,31.81,7.53,1.11,
BENGELURU_RAILWAY_STATION,,31-05-2025 00:00,,93.48,31.9,8.04,1.09,
BENGELURU_RAILWAY_STATION,,01-06-2025 00:00,,94.32,32.25,7.79,1.1,
BENGELURU_RAILWAY_STATION,,14-06-2025 00:00,,89.87,33.36,7.95,1.24,
BENGELURU_RAILWAY_STATION,,15-06-2025 00:00,,90.59,32.2,7.0,1.19,
BENGELURU_RAILWAY_STATION,,16-06-2025 00:00,,88.97,32.16,7.23,1.12,
BENGELURU_RAILWAY_STATION,,17-06-2025 00:00,,89.26,32.04,7.62,1.1,
BENGELURU_RAILWAY_STATION,,18-06-2025 00:00,,88.72,32.6,7.31,1.19,
BENGELURU_RAILWAY_STATION,,19-06-2025 00:00,,92.48,33.0,8.13,1.21,
BENGELURU_RAILWAY_STATION,,20-06-2025 00:00,,94.62,32.55,7.89,1.27,
BENGELURU_RAILWAY_STATION,,21-06-2025 00:00,,93.26,33.28,7.83,1.22,
BENGELURU_RAILWAY_STATION,,22-06-2025 00:00,,91.4,34.12,7.12,1.17,
BENGELURU_RAILWAY_STATION,,23-06-2025 00:00,,91.33,35.23,6.3,1.32,
BENGELURU_RAILWAY_STATION,,24-06-2025 00:00,,93.27,34.58,7.57,1.25,
BENGELURU_RAILWAY_STATION,,25-06-2025 00:00,,91.63,36.88,7.45,1.1,
BENGELURU_RAILWAY_STATION,,26-06-2025 00:00,,91.76,38.72,7.49,1.54,
BENGELURU_RAILWAY_STATION,,27-06-2025 00:00,,92.07,39.58,7.99,1.54,
BENGELURU_RAILWAY_STATION,,28-06-2025 00:00,,92.56,38.96,7.87,1.54,
BENGELURU_RAILWAY_STATION,,29-06-2025 00:00,,93.28,41.18,7.91,1.54,
BENGELURU_RAILWAY_STATION,,30-06-2025 00:00,,90.94,41.07,6.31,1.54,
BENGELURU_RAILWAY_STATION,,01-07-2025 00:00,,92.45,42.09,7.68,1.54,
BENGELURU_RAILWAY_STATION,,14-07-2025 00:00,,89.4,42.16,7.09,1.21,
BENGELURU_RAILWAY_STATION,,15-07-2025 00:00,,89.82,38.46,7.11,1.21,
BENGELURU_RAILWAY_STATION,,16-07-2025 00:00,,89.62,39.14,7.58,1.21,
BENGELURU_RAILWAY_STATION,,17-07-2025 00:00,,89.33,41.74,6.88,1.21,
BENGELURU_RAILWAY_STATION,,18-07-2025 00:00,,87.74,40.54,7.69,1.21,
BENGELURU_RAILWAY_STATION,,19-07-2025 00:00,,89.34,40.64,7.14,1.21,
BENGELURU_RAILWAY_STATION,,20-07-2025 00:00,,87.07,39.84,6.84,1.21,
BENGELURU_RAILWAY_STATION,,21-07-2025 00:00,,85.98,39.33,8.44,1.2,
BENGELURU_RAILWAY_STATION,,22-07-2025 00:00,,86.55,38.21,6.99,1.2,
BENGELURU_RAILWAY_STATION,,23-07-2025 00:00,,89.42,36.81,7.215,1.205,
BENGELURU_RAILWAY_STATION,,24-07-2025 00:00,,92.29,35.41,7.44,1.21,
BENGELURU_RAILWAY_STATION,,25-07-2025 00:00,,86.79,37.85,7.76,1.21,
BENGELURU_RAILWAY_STATION,,26-07-2025 00:00,,88.89,35.54,7.86,1.21,
BENGELURU_RAILWAY_STATION,,27-07-2025 00:00,,89.14,36.89,7.96,1.21,
BENGELURU_RAILWAY_STATION,,28-07-2025 00:00,,85.27,37.72,6.18,1.21,
BENGELURU_RAILWAY_STATION,,29-07-2025 00:00,,87.0,38.91,8.01,1.21,
BENGELURU_RAILWAY_STATION,,30-07-2025 00:00,,89.53666666666666,37.82,8.216666666666667,1.21,
BENGELURU_RAILWAY_STATION,,31-07-2025 00:00,,92.07333333333334,36.73,8.423333333333334,1.21,
BENGELURU_RAILWAY_STATION,,01-08-2025 00:00,,94.61,35.64,8.63,1.21,
BENGELURU_RAILWAY_STATION,,14-08-2025 00:00,,92.68,35.685,8.350000000000001,1.205,
BENGELURU_RAILWAY_STATION,,15-08-2025 00:00,,90.75,35.73,8.07,1.2,
BENGELURU_RAILWAY_STATION,,16-08-2025 00:00,,88.5,37.52,7.38,1.21,
BENGELURU_RAILWAY_STATION,,17-08-2025 00:00,,86.16,38.24,7.65,1.21,
BENGELURU_RAILWAY_STATION,,18-08-2025 00:00,,87.6725,38.0925,7.585,1.2075,
BENGELURU_RAILWAY_STATION,,19-08-2025 00:00,,89.185,37.945,7.52,1.205,
BENGELURU_RAILWAY_STATION,,20-08-2025 00:00,,90.69749999999999,37.7975,7.455,1.2025,
BENGELURU_RAILWAY_STATION,,21-08-2025 00:00,,92.21,37.65,7.39,1.2,
BENGELURU_RAILWAY_STATION,,22-08-2025 00:00,,92.12,36.82,8.23,1.21,
BENGELURU_RAILWAY_STATION,,23-08-2025 00:00,,90.02,39.21,7.74,1.2,
BENGELURU_RAILWAY_STATION,,24-08-2025 00:00,,90.73,41.11,7.46,1.2,
BENGELURU_RAILWAY_STATION,,25-08-2025 00:00,,88.9,39.86,6.96,1.2,
BENGELURU_RAILWAY_STATION,,26-08-2025 00:00,,90.88,41.43,9.11,1.21,
BENGELURU_RAILWAY_STATION,,27-08-2025 00:00,,91.25,40.78,7.58,1.21,
BENGELURU_RAILWAY_STATION,,28-08-2025 00:00,,86.77,40.73,7.45,1.21,
BENGELURU_RAILWAY_STATION,,29-08-2025 00:00,,89.88,40.2,6.99,1.21,
BENGELURU_RAILWAY_STATION,,30-08-2025 00:00,,90.3,38.34,7.59,1.21,
BENGELURU_RAILWAY_STATION,,31-08-2025 00:00,,92.19,39.62,7.58,1.21,
BENGELURU_RAILWAY_STATION,,01-09-2025 00:00,,88.05,39.91,7.22,1.21,
BENGELURU_RAILWAY_STATION,,14-09-2025 00:00,,94.1,39.27,7.15,1.21,
BENGELURU_RAILWAY_STATION,,15-09-2025 00:00,,90.53,39.44,6.95,1.21,
BENGELURU_RAILWAY_STATION,,16-09-2025 00:00,,91.37,38.59,8.14,1.21,
BENGELURU_RAILWAY_STATION,,17-09-2025 00:00,,89.31,39.4,7.09,1.21,
BENGELURU_RAILWAY_STATION,,18-09-2025 00:00,,86.22,39.92,7.58,1.21,
BENGELURU_RAILWAY_STATION,,19-09-2025 00:00,,84.95,40.22,6.74,1.2,
BENGELURU_RAILWAY_STATION,,20-09-2025 00:00,,83.38,38.26,6.99,1.2,
BENGELURU_RAILWAY_STATION,,21-09-2025 00:00,,84.26285714285714,38.3,7.017142857142857,1.2014285714285713,
BENGELURU_RAILWAY_STATION,,22-09-2025 00:00,,85.14571428571428,38.339999999999996,7.0442857142857145,1.2028571428571428,
BENGELURU_RAILWAY_STATION,,23-09-2025 00:00,,86.02857142857142,38.379999999999995,7.071428571428571,1.2042857142857142,
BENGELURU_RAILWAY_STATION,,24-09-2025 00:00,,86.91142857142857,38.42,7.098571428571429,1.2057142857142857,
BENGELURU_RAILWAY_STATION,,25-09-2025 00:00,,87.79428571428572,38.46,7.1257142857142854,1.207142857142857,
BENGELURU_RAILWAY_STATION,,26-09-2025 00:00,,88.67714285714285,38.5,7.152857142857143,1.2085714285714286,
BENGELURU_RAILWAY_STATION,,27-09-2025 00:00,,89.56,38.54,7.18,1.21,
BENGELURU_RAILWAY_STATION,,28-09-2025 00:00,,88.52,38.43,7.24,1.21,
BENGELURU_RAILWAY_STATION,,29-09-2025 00:00,,90.99,38.89,7.08,1.21,
BENGELURU_RAILWAY_STATION,,30-09-2025 00:00,,86.77,39.2,6.58,1.2,
BENGELURU_RAILWAY_STATION,,01-10-2025 00:00,,93.33,37.63,7.63,1.2,
BENGELURU_RAILWAY_STATION,,14-10-2025 00:00,,97.76,38.29,7.65,1.21,
BENGELURU_RAILWAY_STATION,,15-10-2025 00:00,,90.81,37.98,8.02,1.21,
BENGELURU_RAILWAY_STATION,,16-10-2025 00:00,,92.905,38.519999999999996,7.029999999999999,1.2149999999999999,
BENGELURU_RAILWAY_STATION,,17-10-2025 00:00,,95.0,39.06,6.04,1.22,
BENGELURU_RAILWAY_STATION,,18-10-2025 00:00,,88.84,38.05,6.93,1.21,
BENGELURU_RAILWAY_STATION,,19-10-2025 00:00,,89.81,38.62,7.12,1.21,
BENGELURU_RAILWAY_STATION,,20-10-2025 00:00,,89.61,37.61,7.01,1.21,
BENGELURU_RAILWAY_STATION,,21-10-2025 00:00,,110.44,40.34,9.46,1.38,
BENGELURU_RAILWAY_STATION,,22-10-2025 00:00,,118.58,35.54,11.53,1.73,
BENGELURU_RAILWAY_STATION,,23-10-2025 00:00,,107.88,34.5,11.13,1.73,
BENGELURU_RAILWAY_STATION,,24-10-2025 00:00,,96.83,34.89,11.27,1.73,
BENGELURU_RAILWAY_STATION,,25-10-2025 00:00,,94.44,34.75,11.46,1.74,
BENGELURU_RAILWAY_STATION,,26-10-2025 00:00,,97.22,35.65,10.97,1.73,
BENGELURU_RAILWAY_STATION,,27-10-2025 00:00,,94.55,36.38,9.72,1.74,
BENGELURU_RAILWAY_STATION,,28-10-2025 00:00,,93.69,36.34,10.82,1.74,
BENGELURU_RAILWAY_STATION,,29-10-2025 00:00,,93.42,35.26,10.55,1.73,
BENGELURU_RAILWAY_STATION,,30-10-2025 00:00,,98.14,35.26,10.95,1.73,
BENGELURU_RAILWAY_STATION,,31-10-2025 00:00,,93.67,35.46,11.01,1.74,
BENGELURU_RAILWAY_STATION,,01-11-2025 00:00,,90.38,35.19,10.3,1.74,
BENGELURU_RAILWAY_STATION,,14-11-2025 00:00,,107.68,38.25,11.01,1.73,
BENGELURU_RAILWAY_STATION,,15-11-2025 00:00,,107.52,35.66,11.68,1.74,
BENGELURU_RAILWAY_STATION,,16-11-2025 00:00,,106.69,35.97,10.21,1.73,
BENGELURU_RAILWAY_STATION,,17-11-2025 00:00,,109.79,36.31,11.18,1.73,
BENGELURU_RAILWAY_STATION,,18-11-2025 00:00,,108.24,34.13,11.31,1.73,
BENGELURU_RAILWAY_STATION,,19-11-2025 00:00,,104.29,34.97,11.01,1.73,
BENGELURU_RAILWAY_STATION,,20-11-2025 00:00,,102.73,35.76,11.71,1.74,
BENGELURU_RAILWAY_STATION,,21-11-2025 00:00,,106.25,36.91,11.53,1.73,
BENGELURU_RAILWAY_STATION,,22-11-2025 00:00,,103.91,38.31,9.19,1.75,
BENGELURU_RAILWAY_STATION,,23-11-2025 00:00,,100.64333333333333,36.95666666666667,9.863333333333333,1.74,
BENGELURU_RAILWAY_STATION,,24-11-2025 00:00,,97.37666666666667,35.60333333333333,10.536666666666667,1.73,
BENGELURU_RAILWAY_STATION,,25-11-2025 00:00,,94.11,34.25,11.21,1.72,
BENGELURU_RAILWAY_STATION,,26-11-2025 00:00,,87.62,31.76,11.12,1.74,
BENGELURU_RAILWAY_STATION,,27-11-2025 00:00,,87.46,31.76,10.83,1.74,
BENGELURU_RAILWAY_STATION,,28-11-2025 00:00,,87.48,30.86,11.76,1.74,
BENGELURU_RAILWAY_STATION,,29-11-2025 00:00,,87.49,30.21,12.36,1.74,
BENGELURU_RAILWAY_STATION,,30-11-2025 00:00,,87.67,29.94,13.32,1.73,
BENGELURU_RAILWAY_STATION,,01-12-2025 00:00,,87.49,29.59,13.5,1.73,
BENGELURU_RAILWAY_STATION,,14-12-2025 00:00,,86.43333333333332,28.169999999999998,13.713333333333333,1.73,
BENGELURU_RAILWAY_STATION,,15-12-2025 00:00,,85.37666666666667,26.75,13.926666666666668,1.73,
BENGELURU_RAILWAY_STATION,,16-12-2025 00:00,,84.32,25.33,14.14,1.73,
BENGELURU_RAILWAY_STATION,,17-12-2025 00:00,,85.88,25.46,16.34,1.73,
BENGELURU_RAILWAY_STATION,,18-12-2025 00:00,,87.28,26.03,16.68,1.73,
BENGELURU_RAILWAY_STATION,,19-12-2025 00:00,,89.67,25.77,18.34,1.73,
BENGELURU_RAILWAY_STATION,,20-12-2025 00:00,,95.03,25.58,18.98,1.59,
BENGELURU_RAILWAY_STATION,,21-12-2025 00:00,,91.45,25.44,17.75,1.42,
BENGELURU_RAILWAY_STATION,,22-12-2025 00:00,,91.65,25.38,17.73,1.42,
BENGELURU_RAILWAY_STATION,,23-12-2025 00:00,,91.61,25.48,17.75,1.41,
BENGELURU_RAILWAY_STATION,,24-12-2025 00:00,,91.75,25.66,17.72,1.42,
BENGELURU_RAILWAY_STATION,,25-12-2025 00:00,,91.66,25.77,17.8,1.43,
BENGELURU_RAILWAY_STATION,,26-12-2025 00:00,,87.2,25.02,17.76,1.42,
BENGELURU_RAILWAY_STATION,,27-12-2025 00:00,,76.77,25.53,17.73,1.42,
BENGELURU_RAILWAY_STATION,,28-12-2025 00:00,,77.35,25.41,17.76,1.41,
BENGELURU_RAILWAY_STATION,,29-12-2025 00:00,,79.56,25.31,17.7,1.4,
BENGELURU_RAILWAY_STATION,,30-12-2025 00:00,,79.61,25.24,17.74,1.43,
BENGELURU_RAILWAY_STATION,,31-12-2025 00:00,,90.66,25.85,17.77,1.41,
BENGELURU_RAILWAY_STATION,,01-01-2026 00:00,,95.49,26.29,17.74,1.46,
BENGELURU_RAILWAY_STATION,,14-01-2026 00:00,,91.1,26.67,17.75,1.5,
BENGELURU_RAILWAY_STATION,,15-01-2026 00:00,,91.16,27.05,17.74,1.5,
BENGELURU_RAILWAY_STATION,,16-01-2026 00:00,,91.43,26.64,17.7,1.51,
BENGELURU_RAILWAY_STATION,,17-01-2026 00:00,,91.30000000000001,26.575000000000003,17.740000000000002,1.52,
BENGELURU_RAILWAY_STATION,,18-01-2026 00:00,,91.17,26.51,17.78,1.53,
BENGELURU_RAILWAY_STATION,,19-01-2026 00:00,,91.23,26.87,17.74,1.5,
BENGELURU_RAILWAY_STATION,,20-01-2026 00:00,,91.11,26.69,17.71,1.52,
BENGELURU_RAILWAY_STATION,,21-01-2026 00:00,,91.37,27.36,17.73,1.48,
BENGELURU_RAILWAY_STATION,,22-01-2026 00:00,,95.37,26.13,17.77,1.49,
BENGELURU_RAILWAY_STATION,,23-01-2026 00:00,,98.47,26.32,17.74,1.51,
BENGELURU_RAILWAY_STATION,,24-01-2026 00:00,,98.55,26.63,17.74,1.52,
BENGELURU_RAILWAY_STATION,,25-01-2026 00:00,,98.44,26.96,17.74,1.49,
BENGELURU_RAILWAY_STATION,,26-01-2026 00:00,,98.62,27.65,17.76,1.51,
BENGELURU_RAILWAY_STATION,,27-01-2026 00:00,,98.6,27.48,17.74,1.5,
BENGELURU_RAILWAY_STATION,,28-01-2026 00:00,,98.58,28.07,17.8,1.51,
BENGELURU_RAILWAY_STATION,,29-01-2026 00:00,,93.77,28.08,17.77,1.52,
BENGELURU_RAILWAY_STATION,,30-01-2026 00:00,,87.85,27.93,17.73,1.5,
BENGELURU_RAILWAY_STATION,,31-01-2026 00:00,,88.01,27.88,17.76,1.52,
BENGELURU_RAILWAY_STATION,,01-02-2026 00:00,,88.1,27.69,17.77,1.52,
BENGELURU_RAILWAY_STATION,,14-02-2026 00:00,,101.78,28.2,15.28,1.49,
BENGELURU_RAILWAY_STATION,,15-02-2026 00:00,,101.75,28.31,15.28,1.49,
BENGELURU_RAILWAY_STATION,,16-02-2026 00:00,,101.65,28.26,15.34,1.53,
BENGELURU_RAILWAY_STATION,,17-02-2026 00:00,,101.62,28.17,15.26,1.48,
BENGELURU_RAILWAY_STATION,,17-02-2026 00:00,,101.79,29.59,12.78,1.32,
BHOPAL,2025-01-01,02-01-2025 00:00,79.8,133.04,37.28,18.91,1.43,25.56
BHOPAL,2025-01-02,02-02-2025 00:00,34.75,115.04,51.49,20.02,0.96,72.0
