station,date,to_date,pm25,pm10,no2,so2,co,ozone
HYDERABAD,,23-12-2025 00:00,62.14,133.37,29.22,5.82,0.62,51.06
HYDERABAD,,24-12-2025 00:00,61.13,133.52,26.54,5.32,0.58,59.77
HYDERABAD,,25-12-2025 00:00,71.91,136.92,31.68,6.26,0.66,53.14
HYDERABAD,,26-12-2025 00:00,69.45,122.36999999999999,33.82,6.71,0.73,53.91
HYDERABAD,,27-12-2025 00:00,64.12,107.82,25.55,5.03,0.54,66.02
HYDERABAD,,28-12-2025 00:00,79.44,143.19,25.72,5.07,0.53,57.25
HYDERABAD,,29-12-2025 00:00,73.72,148.29,31.6,6.31,0.69,57.5
HYDERABAD,,30-12-2025 00:00,68.0,142.33,23.02,4.58,0.49,58.08
HYDERABAD,,31-12-2025 00:00,57.8,140.8,36.4,7.66,0.85,55.74
HYDERABAD,,01-01-2026 00:00,59.04,144.6,24.45,4.87,0.53,53.81
HYDERABAD,,14-01-2026 00:00,57.79,118.57,28.37,5.61,0.59,46.68
HYDERABAD,,15-01-2026 00:00,65.24,116.34,29.5,5.91,0.65,46.77
HYDERABAD,,16-01-2026 00:00,65.14,108.52,20.63,4.1,0.44,44.97
HYDERABAD,,17-01-2026 00:00,59.71,94.14,29.17,5.8,0.63,43.12
HYDERABAD,,18-01-2026 00:00,51.23,93.29,34.55,7.35,0.78,40.25
HYDERABAD,,19-01-2026 00:00,50.45,100.13,29.55,6.83,0.72,41.41
HYDERABAD,,20-01-2026 00:00,51.89,107.99,22.04,5.05,0.53,45.88
HYDERABAD,,21-01-2026 00:00,51.19,103.03,21.04,4.86,0.53,42.25
HYDERABAD,,22-01-2026 00:00,65.17,119.26,26.65,6.16,0.66,47.03
HYDERABAD,,23-01-2026 00:00,54.53,106.31,27.96,6.51,0.68,48.72
HYDERABAD,,24-01-2026 00:00,61.76,122.33,22.28,5.14,0.55,43.69
HYDERABAD,,25-01-2026 00:00,64.47,128.96,25.77,5.98,0.65,39.13
HYDERABAD,,26-01-2026 00:00,66.97,123.32,21.05,4.92,0.55,39.92
HYDERABAD,,27-01-2026 00:00,55.56,107.21,25.57,5.91,0.64,39.72
HYDERABAD,,28-01-2026 00:00,59.6,121.37,28.93,6.7,0.72,40.03
HYDERABAD,,29-01-2026 00:00,64.92,129.37,20.46,4.72,0.51,40.48
HYDERABAD,,30-01-2026 00:00,66.24,134.55,21.15,4.9,0.53,40.73
HYDERABAD,,31-01-2026 00:00,69.11,140.68,32.0,7.65,0.85,39.83
HYDERABAD,,01-02-2026 00:00,75.71,155.68,23.43,5.46,0.58,39.22
HYDERABAD,,14-02-2026 00:00,59.8,118.14,27.2,6.35,0.61,40.88
HYDERABAD,,15-02-2026 00:00,64.81,124.4,22.29,5.18,0.56,41.27
HYDERABAD,,16-02-2026 00:00,67.38,117.63,32.78,7.76,0.71,42.12
HYDERABAD,,17-02-2026 00:00,70.61,124.43,28.58,6.66,0.71,43.11
HYDERABAD,,17-02-2026 00:00,78.0,132.0,31.5,7.3,0.8,40.7
HYDERABAD_PATENCHERU,2025-01-01,02-01-2025 00:00,75.62,145.38,16.29,23.09,0.95,27.41
HYDERABAD_PATENCHERU,2025-01-02,02-02-2025 00:00,45.86,106.05,11.54,9.26,0.64,28.09
HYDERABAD_PATENCHERU,2025-01-03,02-03-2025 00:00,50.54,102.76,10.66,12.77,0.58,50.28
HYDERABAD_PATENCHERU,2025-01-04,02-04-2025 00:00,45.27,97.73,11.37,8.77,0.63,53.99
HYDERABAD_PATENCHERU,2025-01-05,02-05-2025 00:00,29.55,69.76,9.26,11.26,0.41,54.15
HYDERABAD_PATENCHERU,2025-01-06,02-06-2025 00:00,18.34,56.46,5.53,9.02,0.23,27.66
HYDERABAD_PATENCHERU,2025-01-07,02-07-2025 00:00,6.77,22.0,6.44,7.46,0.31,15.31
HYDERABAD_PATENCHERU,2025-01-08,02-08-2025 00:00,13.8,49.32,7.24,9.38,0.3,16.9
HYDERABAD_PATENCHERU,2025-01-09,02-09-2025 00:00,41.54,49.54,4.49,9.18,0.22,14.27
HYDERABAD_PATENCHERU,2025-01-10,02-10-2025 00:00,48.17,57.46,4.86,10.66,0.29,15.17
HYDERABAD_PATENCHERU,2025-01-11,02-11-2025 00:00,10.22,40.46,5.93,5.38,0.31,18.59
HYDERABAD_PATENCHERU,2025-01-12,02-12-2025 00:00,68.01,113.25,11.78,11.84,0.72,33.84
HYDERABAD_PATENCHERU,2025-02-01,03-01-2025 00:00,62.54,146.77,16.47,21.68,0.96,21.58
HYDERABAD_PATENCHERU,2025-02-02,03-02-2025 00:00,43.25,94.87,10.93,10.94,0.61,34.16
HYDERABAD_PATENCHERU,2025-02-03,03-03-2025 00:00,38.48,93.54,11.62,13.09,0.65,36.49
HYDERABAD_PATENCHERU,2025-02-04,03-04-2025 00:00,26.12,63.21,9.28,11.21,0.49,38.65
HYDERABAD_PATENCHERU,2025-02-05,03-05-2025 00:00,31.61,74.0,7.54,11.85,0.36,51.76
HYDERABAD_PATENCHERU,2025-02-06,03-06-2025 00:00,12.0,28.47,5.63,8.43,0.24,26.84
HYDERABAD_PATENCHERU,2025-02-07,03-07-2025 00:00,7.05,22.33,7.87,9.28,0.18,11.33
HYDERABAD_PATENCHERU,2025-02-08,03-08-2025 00:00,18.76,61.63,5.97,9.61,0.29,16.97
HYDERABAD_PATENCHERU,2025-02-09,03-09-2025 00:00,33.47,41.47,4.29,9.23,0.26,13.78
HYDERABAD_PATENCHERU,2025-02-10,03-10-2025 00:00,35.56,43.56,4.98,9.18,0.33,14.78
HYDERABAD_PATENCHERU,2025-02-11,03-11-2025 00:00,8.62,37.06,4.18,6.35,0.26,16.05
HYDERABAD_PATENCHERU,2025-02-12,03-12-2025 00:00,75.98,143.38,13.05,13.09,0.8,40.65
HYDERABAD_PATENCHERU,2025-03-01,04-01-2025 00:00,60.7,144.88,17.95,20.76,1.05,17.53
HYDERABAD_PATENCHERU,2025-03-02,04-02-2025 00:00,35.32,90.75,9.02,8.66,0.62,30.83
HYDERABAD_PATENCHERU,2025-03-03,04-03-2025 00:00,45.07,119.87,12.16,8.96,0.69,32.19
HYDERABAD_PATENCHERU,2025-03-04,04-04-2025 00:00,31.82,59.76,8.12,9.73,0.56,21.46
HYDERABAD_PATENCHERU,2025-03-05,04-05-2025 00:00,28.91,72.99,7.2,9.24,0.35,63.23
HYDERABAD_PATENCHERU,2025-03-06,04-06-2025 00:00,17.05,50.62,5.51,10.12,0.24,27.69
HYDERABAD_PATENCHERU,2025-03-07,04-07-2025 00:00,7.58,21.3,9.03,9.33,0.33,17.54
HYDERABAD_PATENCHERU,2025-03-08,04-08-2025 00:00,18.82,57.8,7.77,9.19,0.38,18.77
HYDERABAD_PATENCHERU,2025-03-09,04-09-2025 00:00,63.03,88.82,4.58,10.43,0.28,18.34
HYDERABAD_PATENCHERU,2025-03-10,04-10-2025 00:00,39.55,47.55,5.31,8.38,0.27,15.36
HYDERABAD_PATENCHERU,2025-03-11,04-11-2025 00:00,17.0,62.29,9.09,5.51,0.54,14.25
HYDERABAD_PATENCHERU,2025-03-12,04-12-2025 00:00,59.4,117.24,10.77,12.53,0.66,43.79
HYDERABAD_PATENCHERU,2025-04-01,05-01-2025 00:00,71.64,165.74,18.88,13.06,1.09,20.04
HYDERABAD_PATENCHERU,2025-04-02,05-02-2025 00:00,46.61,109.08,12.14,9.06,0.69,33.24
HYDERABAD_PATENCHERU,2025-04-03,05-03-2025 00:00,66.12,158.71,18.1,20.8,1.09,34.24
HYDERABAD_PATENCHERU,2025-04-04,05-04-2025 00:00,24.31,49.21,9.4,12.59,0.49,30.05
HYDERABAD_PATENCHERU,2025-04-05,05-05-2025 00:00,41.97,91.97,9.82,12.57,0.53,64.41
HYDERABAD_PATENCHERU,2025-04-06,05-06-2025 00:00,19.23,57.04,5.41,9.46,0.23,32.09
HYDERABAD_PATENCHERU,2025-04-07,05-07-2025 00:00,7.01,23.93,8.86,11.02,0.4,16.98
HYDERABAD_PATENCHERU,2025-04-08,05-08-2025 00:00,17.2,43.31,5.32,10.6,0.3,18.28
HYDERABAD_PATENCHERU,2025-04-09,05-09-2025 00:00,63.2,73.6,4.73,9.16,0.29,19.2
HYDERABAD_PATENCHERU,2025-04-10,05-10-2025 00:00,41.88,50.14,4.14,11.22,0.25,19.27
HYDERABAD_PATENCHERU,2025-04-11,05-11-2025 00:00,16.29,47.34,6.61,5.64,0.4,17.95
HYDERABAD_PATENCHERU,2025-04-12,05-12-2025 00:00,74.47,123.68,13.16,13.59,0.8,49.02
HYDERABAD_PATENCHERU,2025-05-01,06-01-2025 00:00,67.12,127.62,12.89,10.43,0.74,35.7
HYDERABAD_PATENCHERU,2025-05-02,06-02-2025 00:00,47.8,105.1,11.59,10.2,0.63,40.58
HYDERABAD_PATENCHERU,2025-05-03,06-03-2025 00:00,65.33,171.61,16.34,19.54,0.97,35.3
HYDERABAD_PATENCHERU,2025-05-04,06-04-2025 00:00,40.77,80.0,11.81,10.43,0.65,41.94
HYDERABAD_PATENCHERU,2025-05-05,06-05-2025 00:00,35.05,79.83,7.71,11.24,0.35,56.75
HYDERABAD_PATENCHERU,2025-05-06,06-06-2025 00:00,18.21,51.29,7.63,10.23,0.35,39.92
HYDERABAD_PATENCHERU,2025-05-07,06-07-2025 00:00,8.03,25.41,9.71,9.19,0.35,18.05
HYDERABAD_PATENCHERU,2025-05-08,06-08-2025 00:00,38.29,75.27,8.86,9.61,0.53,30.6
HYDERABAD_PATENCHERU,2025-05-09,06-09-2025 00:00,46.96,54.96,3.59,8.02,0.21,18.62
HYDERABAD_PATENCHERU,2025-05-10,06-10-2025 00:00,41.06,49.06,4.54,10.35,0.28,19.42
HYDERABAD_PATENCHERU,2025-05-11,06-11-2025 00:00,29.95,83.69,7.51,7.23,0.45,18.0
HYDERABAD_PATENCHERU,2025-05-12,06-12-2025 00:00,69.07,131.37,9.9,33.91,0.6,46.04
HYDERABAD_PATENCHERU,2025-06-01,07-01-2025 00:00,73.03,131.09,12.57,9.61,0.72,37.42
HYDERABAD_PATENCHERU,2025-06-02,07-02-2025 00:00,44.96,92.53,9.08,10.32,0.49,35.11
HYDERABAD_PATENCHERU,2025-06-03,07-03-2025 00:00,55.11,137.13,15.53,15.32,0.79,30.81
HYDERABAD_PATENCHERU,2025-06-04,07-04-2025 00:00,45.01,85.75,9.84,10.93,0.52,46.92
HYDERABAD_PATENCHERU,2025-06-05,07-05-2025 00:00,27.61,58.02,6.39,10.7,0.44,67.34
HYDERABAD_PATENCHERU,2025-06-06,07-06-2025 00:00,26.97,70.96,8.18,8.4,0.42,41.8
HYDERABAD_PATENCHERU,2025-06-07,07-07-2025 00:00,11.22,47.38,15.16,9.31,0.77,21.68
HYDERABAD_PATENCHERU,2025-06-08,07-08-2025 00:00,30.51,59.54,9.68,9.11,0.44,36.41
HYDERABAD_PATENCHERU,2025-06-09,07-09-2025 00:00,48.51,56.51,4.4,8.62,0.27,16.92
HYDERABAD_PATENCHERU,2025-06-10,07-10-2025 00:00,43.41,57.66,5.23,9.88,0.32,19.0
HYDERABAD_PATENCHERU,2025-06-11,07-11-2025 00:00,47.38,115.22,8.48,11.08,0.49,24.94
HYDERABAD_PATENCHERU,2025-06-12,07-12-2025 00:00,74.66,153.06,11.46,27.64,0.7,50.22
HYDERABAD_PATENCHERU,2025-07-01,08-01-2025 00:00,75.41,142.78,11.25,12.21,0.64,35.11
HYDERABAD_PATENCHERU,2025-07-02,08-02-2025 00:00,66.3,132.07,12.84,11.31,0.74,36.83
HYDERABAD_PATENCHERU,2025-07-03,08-03-2025 00:00,65.13,145.33,17.21,20.57,1.03,31.69
HYDERABAD_PATENCHERU,2025-07-04,08-04-2025 00:00,47.12,94.41,10.5,10.59,0.53,52.96
HYDERABAD_PATENCHERU,2025-07-05,08-05-2025 00:00,23.7,68.85,8.42,10.25,0.43,57.09
HYDERABAD_PATENCHERU,2025-07-06,08-06-2025 00:00,32.45,76.77,8.19,9.44,0.43,49.03
HYDERABAD_PATENCHERU,2025-07-07,08-07-2025 00:00,12.61,50.59,13.28,8.99,0.6,21.54
HYDERABAD_PATENCHERU,2025-07-08,08-08-2025 00:00,32.54,74.04,9.17,10.29,0.4,27.2
HYDERABAD_PATENCHERU,2025-07-09,08-09-2025 00:00,65.59,73.59,4.72,9.1,0.29,19.04
HYDERABAD_PATENCHERU,2025-07-10,08-10-2025 00:00,43.47,51.94,7.47,8.45,0.47,21.28
HYDERABAD_PATENCHERU,2025-07-11,08-11-2025 00:00,56.61,138.9,8.15,18.38,0.49,30.2
HYDERABAD_PATENCHERU,2025-07-12,08-12-2025 00:00,63.17,124.35,11.43,23.3,0.7,44.54
HYDERABAD_PATENCHERU,2025-08-01,09-01-2025 00:00,78.99,158.3,13.46,18.12,0.78,37.6
HYDERABAD_PATENCHERU,2025-08-02,09-02-2025 00:00,66.02,140.29,12.2,13.52,0.76,18.48
HYDERABAD_PATENCHERU,2025-08-03,09-03-2025 00:00,64.0,140.91,18.87,14.18,1.14,38.92
HYDERABAD_PATENCHERU,2025-08-04,09-04-2025 00:00,29.94,81.4,9.63,11.79,0.42,65.09
HYDERABAD_PATENCHERU,2025-08-05,09-05-2025 00:00,28.0,66.05,9.28,10.99,0.42,45.93
HYDERABAD_PATENCHERU,2025-08-06,09-06-2025 00:00,29.68,72.24,7.85,10.88,0.3,50.09
HYDERABAD_PATENCHERU,2025-08-07,09-07-2025 00:00,15.7,47.33,10.53,8.94,0.47,18.93
HYDERABAD_PATENCHERU,2025-08-08,09-08-2025 00:00,14.8,29.55,9.61,10.5,0.36,17.57
HYDERABAD_PATENCHERU,2025-08-09,09-09-2025 00:00,61.67,70.9,4.16,9.24,0.25,23.51
HYDERABAD_PATENCHERU,2025-08-10,09-10-2025 00:00,65.61,80.85,6.38,8.83,0.39,22.31
HYDERABAD_PATENCHERU,2025-08-11,09-11-2025 00:00,46.01,124.84,8.05,7.66,0.48,34.41
HYDERABAD_PATENCHERU,2025-08-12,09-12-2025 00:00,67.7,127.71,14.96,15.83,0.91,37.78
HYDERABAD_PATENCHERU,2025-09-01,10-01-2025 00:00,80.29,165.16,13.7,16.32,0.75,25.09
HYDERABAD_PATENCHERU,2025-09-02,10-02-2025 00:00,72.17,143.34,13.51,11.33,0.78,37.09
HYDERABAD_PATENCHERU,2025-09-03,10-03-2025 00:00,64.05,133.8,13.36,10.77,0.75,49.18
HYDERABAD_PATENCHERU,2025-09-04,10-04-2025 00:00,31.08,74.11,9.42,9.86,0.48,53.98
HYDERABAD_PATENCHERU,2025-09-05,10-05-2025 00:00,29.28,64.64,7.84,10.47,0.37,51.87
HYDERABAD_PATENCHERU,2025-09-06,10-06-2025 00:00,19.75,48.5,7.95,8.42,0.4,42.15
HYDERABAD_PATENCHERU,2025-09-07,10-07-2025 00:00,14.0,50.58,9.44,10.29,0.44,14.3
HYDERABAD_PATENCHERU,2025-09-08,10-08-2025 00:00,17.84,35.68,9.84,8.0,0.4,18.7
HYDERABAD_PATENCHERU,2025-09-09,10-09-2025 00:00,67.83,78.5,5.38,10.16,0.33,22.45
HYDERABAD_PATENCHERU,2025-09-10,10-10-2025 00:00,75.19,113.19,6.43,10.72,0.4,24.82
HYDERABAD_PATENCHERU,2025-09-11,10-11-2025 00:00,72.2,148.11,9.34,13.01,0.56,40.45
HYDERABAD_PATENCHERU,2025-09-12,10-12-2025 00:00,64.62,138.22,11.55,16.42,0.65,23.36
HYDERABAD_PATENCHERU,2025-10-01,11-01-2025 00:00,80.08,156.02,12.73,9.18,0.72,44.3
HYDERABAD_PATENCHERU,2025-10-02,11-02-2025 00:00,67.74,122.46,10.33,9.72,0.7,38.14
HYDERABAD_PATENCHERU,2025-10-03,11-03-2025 00:00,45.18,91.77,8.1,11.16,0.53,49.99
HYDERABAD_PATENCHERU,2025-10-04,11-04-2025 00:00,32.1,82.5,9.52,11.75,0.49,53.08
HYDERABAD_PATENCHERU,2025-10-05,11-05-2025 00:00,32.04,72.04,8.68,11.54,0.45,56.02
HYDERABAD_PATENCHERU,2025-10-06,11-06-2025 00:00,22.35,62.98,7.29,8.42,0.35,36.78
HYDERABAD_PATENCHERU,2025-10-07,11-07-2025 00:00,19.26,56.83,8.63,9.63,0.37,22.65
HYDERABAD_PATENCHERU,2025-10-08,11-08-2025 00:00,12.41,20.25,7.65,8.93,0.27,22.38
HYDERABAD_PATENCHERU,2025-10-09,11-09-2025 00:00,50.97,63.14,6.04,9.62,0.38,22.62
HYDERABAD_PATENCHERU,2025-10-10,11-10-2025 00:00,79.54,168.67,7.08,14.12,0.43,30.21
HYDERABAD_PATENCHERU,2025-10-11,11-11-2025 00:00,73.17,140.46,9.86,12.9,0.59,44.27
HYDERABAD_PATENCHERU,2025-10-12,11-12-2025 00:00,58.03,127.11,13.14,19.26,0.79,23.29
HYDERABAD_PATENCHERU,2025-11-01,12-01-2025 00:00,69.77,114.72,11.11,9.21,0.62,47.55
HYDERABAD_PATENCHERU,2025-11-02,12-02-2025 00:00,73.86,136.87,11.37,11.66,0.63,38.94
HYDERABAD_PATENCHERU,2025-11-03,12-03-2025 00:00,59.76,118.04,11.78,12.85,0.67,62.53
HYDERABAD_PATENCHERU,2025-11-04,12-04-2025 00:00,38.38,88.59,9.65,9.32,0.52,57.26
HYDERABAD_PATENCHERU,2025-11-05,12-05-2025 00:00,41.54,83.56,8.72,10.79,0.38,62.44
HYDERABAD_PATENCHERU,2025-11-06,12-06-2025 00:00,27.38,62.52,7.31,10.89,0.35,37.35
HYDERABAD_PATENCHERU,2025-11-07,12-07-2025 00:00,18.19,55.85,7.19,9.35,0.27,21.66
HYDERABAD_PATENCHERU,2025-11-08,12-08-2025 00:00,12.26,25.02,7.82,8.17,0.29,18.57
HYDERABAD_PATENCHERU,2025-11-09,12-09-2025 00:00,41.2,49.2,4.86,9.5,0.3,23.48
HYDERABAD_PATENCHERU,2025-11-10,12-10-2025 00:00,78.3,157.23,7.86,11.52,0.48,27.72
HYDERABAD_PATENCHERU,2025-11-11,12-11-2025 00:00,72.45,151.11,12.15,16.27,0.73,51.28
HYDERABAD_PATENCHERU,2025-11-12,12-12-2025 00:00,57.01,124.76,12.35,18.24,0.74,21.33
HYDERABAD_PATENCHERU,2025-12-01,13-01-2025 00:00,73.1,117.76,11.75,9.54,0.67,49.09
HYDERABAD_PATENCHERU,2025-12-02,13-02-2025 00:00,63.83,138.6,13.81,9.16,0.8,29.96
HYDERABAD_PATENCHERU,2025-12-03,13-03-2025 00:00,65.79,140.93,14.02,14.65,0.82,53.54
HYDERABAD_PATENCHERU,2025-12-04,13-04-2025 00:00,55.06,127.78,9.35,12.47,0.5,17.87
HYDERABAD_PATENCHERU,2025-12-05,13-05-2025 00:00,38.52,72.04,9.63,13.26,0.51,64.62
HYDERABAD_PATENCHERU,2025-12-06,13-06-2025 00:00,30.48,55.52,10.11,9.79,0.37,26.61
HYDERABAD_PATENCHERU,2025-12-07,13-07-2025 00:00,16.45,50.69,7.75,10.61,0.25,23.01
HYDERABAD_PATENCHERU,2025-12-08,13-08-2025 00:00,10.7,28.77,3.79,8.49,0.21,16.68
HYDERABAD_PATENCHERU,2025-12-09,13-09-2025 00:00,46.02,54.02,5.7,9.39,0.35,24.41
HYDERABAD_PATENCHERU,2025-12-10,13-10-2025 00:00,78.17,155.12,8.19,14.19,0.5,30.94
HYDERABAD_PATENCHERU,2025-12-11,13-11-2025 00:00,73.15,158.43,11.99,18.91,0.73,42.92
HYDERABAD_PATENCHERU,2025-12-12,13-12-2025 00:00,54.89,112.24,13.59,10.05,0.75,15.09
HYDERABAD_PATENCHERU,2026-01-01,02-01-2026 00:00,77.25,111.98,14.39,3.61,0.88,44.03
HYDERABAD_PATENCHERU,2026-01-02,02-02-2026 00:00,63.82,94.35,6.51,6.74,0.47,33.32
HYDERABAD_PATENCHERU,2026-02-01,03-01-2026 00:00,70.13,100.12,11.56,3.49,0.71,37.73
HYDERABAD_PATENCHERU,2026-02-02,03-02-2026 00:00,68.3,101.48,5.66,5.2,0.42,29.26
HYDERABAD_PATENCHERU,2026-03-01,04-01-2026 00:00,73.06,102.02,10.11,2.48,0.6,25.27
HYDERABAD_PATENCHERU,2026-03-02,04-02-2026 00:00,70.12,118.95,6.5,8.56,0.75,34.04
HYDERABAD_PATENCHERU,2026-04-01,05-01-2026 00:00,64.175,128.355,6.984999999999999,8.31,0.72,36.06
HYDERABAD_PATENCHERU,2026-04-02,05-02-2026 00:00,58.23,137.76,7.47,8.06,0.69,38.08
HYDERABAD_PATENCHERU,2026-05-01,06-01-2026 00:00,55.0,108.965,8.74,13.56,0.5,18.68
HYDERABAD_PATENCHERU,2026-05-02,06-02-2026 00:00,51.77,80.17,7.0,5.63,0.47,36.13
HYDERABAD_PATENCHERU,2026-06-01,07-01-2026 00:00,61.57,95.14,13.47,5.76,0.83,17.28
HYDERABAD_PATENCHERU,2026-06-02,07-02-2026 00:00,61.85,101.01,4.88,6.29,0.41,19.61
HYDERABAD_PATENCHERU,2026-07-01,08-01-2026 00:00,65.68,145.77,36.42,11.86,1.94,11.76
HYDERABAD_PATENCHERU,2026-07-02,08-02-2026 00:00,57.72,115.98,4.18,8.0,0.56,20.66
HYDERABAD_PATENCHERU,2026-08-01,09-01-2026 00:00,50.78,100.26,26.74,9.86,1.3,28.88
HYDERABAD_PATENCHERU,2026-08-02,09-02-2026 00:00,49.77,98.57,3.97,7.44,0.61,20.01
HYDERABAD_PATENCHERU,2026-09-01,10-01-2026 00:00,45.38,88.95,14.84,13.07,0.63,30.18
HYDERABAD_PATENCHERU,2026-09-02,10-02-2026 00:00,37.21,75.49,4.37,6.28,0.53,22.12
HYDERABAD_PATENCHERU,2026-10-01,11-01-2026 00:00,45.96,95.6,20.1,9.66,1.05,33.88
HYDERABAD_PATENCHERU,2026-10-02,11-02-2026 00:00,37.89,72.11,5.23,6.6,0.57,26.73
HYDERABAD_PATENCHERU,2026-11-01,12-01-2026 00:00,40.27,78.29,33.89,9.4,1.53,30.03
HYDERABAD_PATENCHERU,2026-11-02,12-02-2026 00:00,41.0,73.12,6.55,5.7,0.49,33.91
HYDERABAD_PATENCHERU,2026-12-01,13-01-2026 00:00,41.14,76.82,32.68,9.15,1.57,41.65
HYDERABAD_PATENCHERU,2026-12-02,13-02-2026 00:00,44.98,85.1,6.9,6.15,0.53,35.75
HYDERABAD_PATENCHERU,,14-01-2025 00:00,73.07,125.16,13.4,8.78,0.78,35.45
HYDERABAD_PATENCHERU,,15-01-2025 00:00,72.7,122.08,14.09,8.49,0.79,28.45
HYDERABAD_PATENCHERU,,16-01-2025 00:00,53.11,82.74,10.57,9.42,0.59,35.84
HYDERABAD_PATENCHERU,,17-01-2025 00:00,67.06,109.93,12.14,8.17,0.7,35.95
HYDERABAD_PATENCHERU,,18-01-2025 00:00,79.0,159.4,12.15,11.75,0.69,34.05
HYDERABAD_PATENCHERU,,19-01-2025 00:00,79.62,167.47,14.85,10.4,0.88,31.04
HYDERABAD_PATENCHERU,,20-01-2025 00:00,79.71,162.65,16.98,13.11,1.02,33.68
HYDERABAD_PATENCHERU,,21-01-2025 00:00,64.54,144.98,15.28,18.46,0.9,20.55
HYDERABAD_PATENCHERU,,22-01-2025 00:00,63.93,150.21,17.17,12.51,1.04,21.69
HYDERABAD_PATENCHERU,,23-01-2025 00:00,67.74,141.42,13.57,11.94,0.75,30.78
HYDERABAD_PATENCHERU,,24-01-2025 00:00,66.13,114.74,13.42,9.81,0.76,36.12
HYDERABAD_PATENCHERU,,25-01-2025 00:00,52.34,105.88,12.49,9.91,0.73,34.58
HYDERABAD_PATENCHERU,,26-01-2025 00:00,42.01,100.85,9.76,8.37,0.52,27.72
HYDERABAD_PATENCHERU,,27-01-2025 00:00,51.68,111.5,12.45,11.07,0.72,27.88
HYDERABAD_PATENCHERU,,28-01-2025 00:00,60.51,128.73,11.27,12.45,0.76,26.41
HYDERABAD_PATENCHERU,,29-01-2025 00:00,67.24,131.1,11.09,10.32,0.61,50.38
HYDERABAD_PATENCHERU,,30-01-2025 00:00,65.58,122.39,10.57,11.93,0.57,46.54
HYDERABAD_PATENCHERU,,31-01-2025 00:00,74.44,131.97,11.64,9.93,0.66,45.11
HYDERABAD_PATENCHERU,,01-02-2025 00:00,63.87,133.07,12.11,9.71,0.68,36.06
HYDERABAD_PATENCHERU,,14-02-2025 00:00,65.62,147.61,15.98,11.31,0.95,27.9
HYDERABAD_PATENCHERU,,15-02-2025 00:00,64.85,148.66,16.46,15.77,0.98,25.02
HYDERABAD_PATENCHERU,,16-02-2025 00:00,62.02,148.29,15.07,15.28,0.89,24.1
HYDERABAD_PATENCHERU,,17-02-2025 00:00,59.65,139.68,14.81,12.12,0.85,21.91
HYDERABAD_PATENCHERU,,18-02-2025 00:00,49.02,115.62,12.81,10.45,0.74,28.95
HYDERABAD_PATENCHERU,,19-02-2025 00:00,54.02,112.47,10.54,12.65,0.57,34.8
HYDERABAD_PATENCHERU,,20-02-2025 00:00,57.92,113.62,10.92,10.86,0.61,41.66
HYDERABAD_PATENCHERU,,21-02-2025 00:00,65.88,140.0,12.11,12.28,0.7,34.34
HYDERABAD_PATENCHERU,,22-02-2025 00:00,56.45,126.45,11.56,11.83,0.67,32.91
HYDERABAD_PATENCHERU,,23-02-2025 00:00,56.6,140.13,16.59,15.81,1.01,27.82
HYDERABAD_PATENCHERU,,24-02-2025 00:00,57.49,142.08,15.14,14.38,0.91,29.11
HYDERABAD_PATENCHERU,,25-02-2025 00:00,42.73,116.51,11.8,11.69,0.61,34.83
HYDERABAD_PATENCHERU,,26-02-2025 00:00,40.09,103.17,10.37,11.17,0.57,45.05
HYDERABAD_PATENCHERU,,27-02-2025 00:00,56.07,125.99,15.03,12.94,0.71,41.77
HYDERABAD_PATENCHERU,,28-02-2025 00:00,57.3,118.56,10.52,14.35,0.58,55.0
HYDERABAD_PATENCHERU,,01-03-2025 00:00,62.92,127.39,10.44,15.25,0.58,58.47
HYDERABAD_PATENCHERU,,14-03-2025 00:00,58.47,119.31,12.67,13.97,0.7,46.19
HYDERABAD_PATENCHERU,,15-03-2025 00:00,50.97,105.09,12.1,11.79,0.7,52.93
HYDERABAD_PATENCHERU,,16-03-2025 00:00,47.59,101.89,10.06,13.49,0.52,59.99
HYDERABAD_PATENCHERU,,17-03-2025 00:00,41.76,93.3,9.88,12.59,0.54,53.46
HYDERABAD_PATENCHERU,,18-03-2025 00:00,38.34,90.61,9.77,13.3,0.53,51.93
HYDERABAD_PATENCHERU,,19-03-2025 00:00,52.09,120.31,13.19,19.86,0.76,59.95
HYDERABAD_PATENCHERU,,20-03-2025 00:00,30.21,74.99,10.77,13.26,0.56,42.05
HYDERABAD_PATENCHERU,,21-03-2025 00:00,18.4,51.63,9.92,10.47,0.52,28.86
HYDERABAD_PATENCHERU,,22-03-2025 00:00,26.33,69.02,8.44,13.12,0.41,38.67
HYDERABAD_PATENCHERU,,23-03-2025 00:00,23.35,49.93,12.97,11.77,0.56,32.22
HYDERABAD_PATENCHERU,,24-03-2025 00:00,29.27,62.16,10.54,11.28,0.55,30.85
HYDERABAD_PATENCHERU,,25-03-2025 00:00,32.71,70.71,11.75,8.89,0.66,37.59
HYDERABAD_PATENCHERU,,26-03-2025 00:00,46.66,99.58,11.69,10.33,0.82,46.15
HYDERABAD_PATENCHERU,,27-03-2025 00:00,48.36,97.78,11.44,12.76,0.6,48.92
HYDERABAD_PATENCHERU,,28-03-2025 00:00,58.07,115.41,12.43,17.08,0.69,56.37
HYDERABAD_PATENCHERU,,29-03-2025 00:00,67.9,131.99,14.4,17.69,0.82,55.9
HYDERABAD_PATENCHERU,,30-03-2025 00:00,74.4,143.88,14.34,17.71,0.83,64.14
