latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.265377,81.65988,294.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,14.3,0.00,95,981.3,7.1,12.2,49,56
2024-01-01T01:00,14.2,0.00,98,982.6,5.5,7.8,32,56
2024-01-01T02:00,15.5,0.00,95,983.2,6.1,9.7,28,42
2024-01-01T03:00,18.1,0.00,81,984.3,3.7,8.5,29,36
2024-01-01T04:00,20.8,0.00,70,985.0,2.3,3.3,39,41
2024-01-01T05:00,23.2,0.00,62,984.7,1.9,2.7,68,67
2024-01-01T06:00,24.8,0.00,56,983.9,1.8,2.2,90,81
2024-01-01T07:00,25.9,0.00,53,982.4,0.8,1.3,63,56
2024-01-01T08:00,26.5,0.00,50,981.3,1.1,1.4,360,360
2024-01-01T09:00,26.8,0.00,48,980.4,2.2,2.5,351,352
2024-01-01T10:00,26.7,0.00,48,979.9,2.2,2.5,351,360
2024-01-01T11:00,26.4,0.00,49,980.0,2.5,2.9,360,360
2024-01-01T12:00,25.3,0.00,50,980.3,3.3,4.3,103,95
2024-01-01T13:00,21.0,0.00,70,980.8,7.8,17.0,112,122
2024-01-01T14:00,20.2,0.00,69,981.2,7.9,19.2,120,124
2024-01-01T15:00,19.9,0.00,68,981.6,8.2,20.3,119,120
2024-01-01T16:00,18.8,0.00,73,981.8,6.7,18.4,106,107
2024-01-01T17:00,17.8,0.00,80,981.7,6.1,15.6,93,109
2024-01-01T18:00,17.4,0.00,83,981.5,6.1,15.4,93,106
2024-01-01T19:00,17.0,0.00,86,981.0,7.0,17.6,111,121
2024-01-01T20:00,16.0,0.00,90,980.6,6.0,16.7,123,123
2024-01-01T21:00,17.2,0.00,82,980.2,4.7,10.1,180,125
2024-01-01T22:00,14.9,0.00,93,980.1,4.0,3.3,280,221
2024-01-01T23:00,14.7,0.00,95,980.4,3.8,4.4,343,351
2024-01-02T00:00,14.1,0.00,97,980.7,3.9,6.1,22,28
2024-01-02T01:00,14.4,0.00,97,981.9,4.1,4.6,75,45
2024-01-02T02:00,15.2,0.00,96,982.6,2.9,4.6,120,72
2024-01-02T03:00,18.4,0.00,84,983.7,1.5,5.4,76,86
2024-01-02T04:00,21.2,0.00,72,984.2,2.5,4.0,82,85
2024-01-02T05:00,23.3,0.00,64,983.9,3.6,5.1,96,98
2024-01-02T06:00,24.9,0.00,57,982.9,4.6,6.0,108,107
2024-01-02T07:00,25.9,0.00,52,981.5,4.7,6.2,113,111
2024-01-02T08:00,26.6,0.00,49,980.5,4.0,5.1,95,94
2024-01-02T09:00,26.8,0.00,45,979.8,4.3,5.4,85,86
2024-01-02T10:00,26.5,0.00,46,979.3,5.4,7.2,90,90
2024-01-02T11:00,25.0,0.00,60,979.3,3.8,8.8,107,102
2024-01-02T12:00,21.9,0.00,65,979.3,8.0,9.5,126,115
2024-01-02T13:00,20.5,0.00,72,980.2,8.4,12.1,115,117
2024-01-02T14:00,20.1,0.00,72,980.7,7.4,16.5,104,113
2024-01-02T15:00,19.1,0.00,73,981.1,7.9,19.2,93,96
2024-01-02T16:00,18.5,0.00,76,981.3,8.0,20.1,108,105
2024-01-02T17:00,17.8,0.00,79,981.4,8.2,20.7,131,125
2024-01-02T18:00,17.1,0.00,80,980.9,6.9,19.4,129,125
2024-01-02T19:00,16.1,0.00,83,980.5,8.6,17.6,112,121
2024-01-02T20:00,15.8,0.00,85,980.1,8.7,16.0,128,126
2024-01-02T21:00,15.6,0.00,86,979.7,8.7,15.5,142,136
2024-01-02T22:00,17.3,0.00,76,979.9,4.1,9.0,75,127
2024-01-02T23:00,15.6,0.00,85,980.2,2.6,3.6,286,186
2024-01-03T00:00,14.8,0.00,90,980.5,3.2,4.4,27,99
2024-01-03T01:00,14.5,0.00,93,981.6,3.3,3.0,347,76
2024-01-03T02:00,15.2,0.00,92,982.4,3.5,3.9,24,68
2024-01-03T03:00,18.4,0.00,80,983.4,3.3,6.6,49,61
2024-01-03T04:00,21.3,0.00,69,983.9,4.5,6.3,76,77
2024-01-03T05:00,23.5,0.00,61,983.4,4.7,6.2,99,100
2024-01-03T06:00,25.1,0.00,53,982.5,4.7,6.0,113,115
2024-01-03T07:00,26.1,0.00,47,980.9,4.7,5.9,122,128
2024-01-03T08:00,26.6,0.00,44,979.7,4.6,5.6,135,140
2024-01-03T09:00,26.7,0.00,43,979.1,4.1,5.1,142,141
2024-01-03T10:00,26.5,0.00,44,979.0,3.3,4.6,131,135
2024-01-03T11:00,26.1,0.00,45,979.1,2.9,3.7,90,101
2024-01-03T12:00,22.0,0.00,63,979.0,6.9,7.1,51,60
2024-01-03T13:00,21.4,0.00,62,979.4,8.6,16.9,92,90
2024-01-03T14:00,19.8,0.00,67,979.5,8.1,14.8,103,96
2024-01-03T15:00,18.8,0.00,71,979.7,8.4,15.3,115,105
2024-01-03T16:00,18.9,0.00,70,980.2,8.6,20.8,105,108
2024-01-03T17:00,17.7,0.00,77,980.5,6.3,17.9,103,115
2024-01-03T18:00,17.1,0.00,79,980.1,6.5,18.4,109,118
2024-01-03T19:00,17.1,0.00,78,979.8,6.9,17.2,96,110
2024-01-03T20:00,18.8,0.00,67,979.8,6.8,17.9,122,120
2024-01-03T21:00,18.9,0.00,65,979.5,6.2,17.4,111,117
2024-01-03T22:00,17.1,0.00,77,979.1,8.2,14.5,105,117
2024-01-03T23:00,16.3,0.00,80,979.7,7.1,13.5,139,136
2024-01-04T00:00,15.4,0.00,83,979.9,6.9,14.3,129,135
2024-01-04T01:00,15.0,0.00,88,981.0,8.2,15.8,113,137
2024-01-04T02:00,16.4,0.00,83,982.6,7.4,8.9,23,63
2024-01-04T03:00,18.7,0.00,75,983.3,6.0,11.8,33,52
2024-01-04T04:00,21.5,0.00,67,984.0,3.5,5.4,66,70
2024-01-04T05:00,23.4,0.00,61,983.9,3.4,4.2,122,121
2024-01-04T06:00,24.9,0.00,55,982.8,3.1,4.1,144,142
2024-01-04T07:00,26.2,0.00,49,981.4,1.8,2.2,90,90
2024-01-04T08:00,26.8,0.00,46,980.1,2.4,2.7,27,23
2024-01-04T09:00,27.1,0.00,45,979.2,3.1,3.9,36,34
2024-01-04T10:00,26.9,0.00,46,978.7,5.1,6.6,51,49
2024-01-04T11:00,25.5,0.00,61,978.8,3.5,8.2,66,61
2024-01-04T12:00,22.2,0.00,68,978.8,8.7,10.7,73,70
2024-01-04T13:00,21.6,0.00,66,979.5,7.3,18.2,70,65
2024-01-04T14:00,20.8,0.00,68,980.0,8.0,18.4,80,73
2024-01-04T15:00,19.9,0.00,70,980.4,8.7,21.1,85,82
2024-01-04T16:00,19.5,0.00,70,980.8,7.7,20.2,79,86
2024-01-04T17:00,18.4,0.00,76,980.6,6.5,18.1,93,95
2024-01-04T18:00,17.7,0.00,81,980.2,6.6,17.5,112,109
2024-01-04T19:00,17.1,0.00,86,979.9,5.9,17.1,104,108
2024-01-04T20:00,16.9,0.00,85,979.6,7.0,18.0,111,110
2024-01-04T21:00,16.8,0.00,84,979.4,6.8,19.2,115,116
2024-01-04T22:00,15.8,0.00,85,979.2,6.0,16.9,123,117
2024-01-04T23:00,15.5,0.00,85,979.4,6.0,16.7,107,115
