StationId,StationName,City,State,Status,Latitude,Longitude,Distance_to_Nearest_Road
KL007,"Kariavattom, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,Active,8.4882267,76.947551,5.454200219880639
KL008,"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,Active,8.4882267,76.947551,5.454200219880639
MP001,"T T Nagar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,Active,23.2584857,77.401989,10.435542014590887
MP002,"Shrivastav Colony, Damoh - MPPCB",Damoh,Madhya Pradesh,,23.7981005,79.5419356,10.595449429914245
MP003,"Bhopal Chauraha, Dewas - MPPCB",Dewas,Madhya Pradesh,,22.8057498,76.2940408,10.373631818255044
MP004,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,,26.2037247,78.1573628,13.149300775265703
MP005,"Phool Bagh, Gwalior - Mondelez Ind. Food",Gwalior,Madhya Pradesh,,26.2037247,78.1573628,13.149300775265703
MP006,"Chhoti Gwaltoli, Indore - MPPCB",Indore,Madhya Pradesh,,22.7203616,75.8681996,10.466817428937897
MP007,"Marhatal, Jabalpur - MPPCB",Jabalpur,Madhya Pradesh,,23.1701522,79.9324505,9.946071579114674
MP008,"Gole Bazar, Katni - MPPCB",Katni,Madhya Pradesh,,23.7176393,80.2610181,10.485808253431179
MP009,"Sahilara, Maihar - KJS Cements",Maihar,Madhya Pradesh,,24.2437541,81.0446912,11.034802601553507
MP010,"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,Madhya Pradesh,,23.093838,77.5114296,10.247309719417402
MP011,"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,Madhya Pradesh,,22.6105576,75.6790283,10.449106842605346
MP012,"Shasthri Nagar, Ratlam - IPCA Lab",Ratlam,Madhya Pradesh,,23.5022201,74.9551534,11.57112036442672
MP013,"Deen Dayal Nagar, Sagar - MPPCB",Sagar,Madhya Pradesh,,23.8083076,78.758254,10.690415140187307
MP014,"Bandhavgar Colony, Satna - Birla Cement",Satna,Madhya Pradesh,,24.6954445,80.7770348,11.472060138540838
MP015,"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,Madhya Pradesh,,24.2431343,82.3827672,11.200623395312684
MP016,"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,Madhya Pradesh,,23.1885131,75.7716562,10.93266379602509
MH001,"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,Maharashtra,,19.877263,75.3390241,8.275784398945921
MH002,"Chandrapur, Chandrapur - MPCB",Chandrapur,Maharashtra,,20.0967555,79.5045475,6.913661478256337
MH003,"MIDC Khutala, Chandrapur - MPCB",Chandrapur,Maharashtra,,20.0967555,79.5045475,6.913661478256337
MH004,"Khadakpada, Kalyan - MPCB",Kalyan,Maharashtra,,19.2396742,73.1366482,9.29459318461533
MH005,"Bandra, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH006,"Borivali East, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH007,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH008,"Colaba, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH009,"Kurla, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH010,"Powai, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH011,"Sion, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH012,"Vasai West, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH013,"Vile Parle West, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH014,"Worli, Mumbai - MPCB",Mumbai,Maharashtra,Active,19.054999,72.8692035,9.380312378052501
MH015,"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,Maharashtra,,21.1498134,79.0820556,8.013064762345614
MH016,"Gangapur Road, Nashik - MPCB",Nashik,Maharashtra,,20.0112475,73.7902364,9.363056117172428
MH017,"Airoli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,,19.0308262,73.0198537,9.248500055792023
MH018,"Mahape, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,,19.0308262,73.0198537,9.248500055792023
MH019,"Nerul, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,,19.0308262,73.0198537,9.248500055792023
MH020,"Karve Road, Pune - MPCB",Pune,Maharashtra,,18.5213738,73.8545071,8.281812523356127
MH021,"Solapur, Solapur - MPCB",Solapur,Maharashtra,,,,
MH022,"Pimpleshwar Mandir, Thane - MPCB",Thane,Maharashtra,,,,
ML001,"Lumpyngngad, Shillong - Meghalaya PCB",Shillong,Meghalaya,Active,,,
MZ001,"Sikulpuikawn, Aizawl - Mizoram PCB",Aizawl,Mizoram,Active,,,
OD001,"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,Odisha,Active,21.8498594,83.9254698,9.33742801588427
OD002,"Talcher Coalfields,Talcher - OSPCB",Talcher,Odisha,Active,20.9322302,85.2005822,9.110799998992004
PB001,"Golden Temple, Amritsar - PPCB",Amritsar,Punjab,Active,31.6356659,74.8787496,19.18402662133406
PB002,"Hardev Nagar, Bathinda - PPCB",Bathinda,Punjab,,30.1794814,75.0471098,17.74099578391406
PB003,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,,31.2922312,75.5678878,18.669195091240486
PB004,"Kalal Majra, Khanna - PPCB",Khanna,Punjab,,30.700625,76.2220763,17.938323405132916
PB005,"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,Punjab,,30.9090157,75.851601,18.227708288487545
PB006,"RIMT University, Mandi Gobindgarh - PPCB",Gobindgarh,Punjab,,30.8613538,75.9461613,18.158706550896877
PB007,"Model Town, Patiala - PPCB",Patiala,Punjab,,30.2092778,76.3397231,17.433101381947523
PB008,"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,Punjab,,31.0917102,76.5289701,18.254094941945322
RJ001,"Moti Doongri, Alwar - RSPCB",Alwar,Rajasthan,,27.4140049,76.6170387,14.65178989922313
RJ002,"Civil Lines, Ajmer - RSPCB",Ajmer,Rajasthan,,26.4691,74.639,14.392137257156485
RJ003,"RIICO Ind. Area III, Bhiwadi - RSPCB",Bhiwandi,Rajasthan,,19.3025562,73.0588072,9.394592626168464
RJ004,"Adarsh Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,Active,26.9154576,75.8189817,14.396177750714038
RJ005,"Police Commissionerate, Jaipur - RSPCB",Jaipur,Rajasthan,Active,26.9154576,75.8189817,14.396177750714038
RJ006,"Shastri Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,Active,26.9154576,75.8189817,14.396177750714038
RJ007,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,,26.2967719,73.0351433,14.94141397603163
RJ008,"Shrinath Puram, Kota - RSPCB",Kota,Rajasthan,,25.1737019,75.8574194,12.737926429450354
RJ009,"Indira Colony Vistar, Pali - RSPCB",Pali,Rajasthan,,25.4552211,73.419389,14.019245301479971
RJ010,"Ashok Nagar, Udaipur - RSPCB",Udaipur,Rajasthan,,24.578721,73.6862571,13.125632270180011
TN001,"Alandur Bus Depot, Chennai - CPCB",Chennai,Tamil Nadu,Active,13.0836939,80.270186,0.0002478001521509153
TN002,"Manali Village, Chennai - TNPCB",Chennai,Tamil Nadu,Active,13.0836939,80.270186,0.0002478001521509153
TN003,"Manali, Chennai - CPCB",Chennai,Tamil Nadu,Active,13.0836939,80.270186,0.0002478001521509153
TN004,"Velachery Res. Area, Chennai - CPCB",Chennai,Tamil Nadu,Active,13.0836939,80.270186,0.0002478001521509153
TN005,"SIDCO Kurichi, Coimbatore - TNPCB",Coimbatore,Tamil Nadu,Active,11.0018115,76.9628425,3.744604630700736
TG001,"Bollaram Industrial Area, Hyderabad - TSPCB",Hyderabad,Telangana,Active,17.360589,78.4740613,4.509412216399011
TG002,"Central University, Hyderabad - TSPCB",Hyderabad,Telangana,Active,17.360589,78.4740613,4.509412216399011
TG003,"ICRISAT Patancheru, Hyderabad - TSPCB",Hyderabad,Telangana,Active,17.360589,78.4740613,4.509412216399011
TG004,"IDA Pashamylaram, Hyderabad - TSPCB",Hyderabad,Telangana,Active,17.360589,78.4740613,4.509412216399011
TG005,"Sanathnagar, Hyderabad - TSPCB",Hyderabad,Telangana,Active,17.360589,78.4740613,4.509412216399011
TG006,"Zoo Park, Hyderabad - TSPCB",Hyderabad,Telangana,Active,17.360589,78.4740613,4.509412216399011
UP001,"Sanjay Palace, Agra - UPPCB",Agra,Uttar Pradesh,,27.1752554,78.0098161,14.131916950862296
UP002,"New Collectorate, Baghpat - UPPCB",Baghpat,Uttar Pradesh,,29.0374779,77.3062737,16.087672376591517
UP003,"Yamunapuram, Bulandshahr - UPPCB",Bulandshahr,Uttar Pradesh,,28.3874073,77.9743805,15.334917021750798
UP004,"Indirapuram, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,,28.7749966,77.4586967,15.80190517507528
UP005,"Loni, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,,28.7749966,77.4586967,15.80190517507528
UP006,"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,,28.7749966,77.4586967,15.80190517507528
UP007,"Vasundhara, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,,28.7749966,77.4586967,15.80190517507528
UP008,"Knowledge Park - III, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,,28.4670734,77.5137649,15.489097327760668
UP009,"Knowledge Park - V, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,,28.4670734,77.5137649,15.489097327760668
UP010,"Anand Vihar, Hapur - UPPCB",Hapur,Uttar Pradesh,,28.7166767,77.890433,15.673087264118221
UP011,"Nehru Nagar, Kanpur - UPPCB",Kanpur,Uttar Pradesh,,26.4609135,80.3217588,13.2288529365086
UP012,"Central School, Lucknow - CPCB",Lucknow,Uttar Pradesh,Active,26.8381,80.9346001,13.619424208185256
UP013,"Gomti Nagar, Lucknow - UPPCB",Lucknow,Uttar Pradesh,Active,26.8381,80.9346001,13.619424208185256
UP014,"Lalbagh, Lucknow - CPCB",Lucknow,Uttar Pradesh,Active,26.8381,80.9346001,13.619424208185256
UP015,"Nishant Ganj, Lucknow - UPPCB",Lucknow,Uttar Pradesh,Inactive,26.8381,80.9346001,13.619424208185256
UP016,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,Uttar Pradesh,Active,26.8381,80.9346001,13.619424208185256
UP017,"Ganga Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,,29.0018557,77.7679671,15.973761183564877
UP018,"Jai Bhim Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,,29.0018557,77.7679671,15.973761183564877
UP019,"Pallavpuram Phase 2, Meerut - UPPCB",Meerut,Uttar Pradesh,,29.0018557,77.7679671,15.973761183564877
UP020,"Lajpat Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,,28.8796553,78.8095335,15.72137343740516
UP021,"New Mandi, Muzaffarnagar - UPPCB",Muzzaffarnagar,Uttar Pradesh,,,,
UP022,"Sector - 125, Noida - UPPCB",Noida,Uttar Pradesh,,28.5706333,77.3272147,15.625113079558579
UP023,"Sector - 62, Noida - IMD",Noida,Uttar Pradesh,,28.5706333,77.3272147,15.625113079558579
UP024,"Sector-1, Noida - UPPCB",Noida,Uttar Pradesh,,28.5706333,77.3272147,15.625113079558579
UP025,"Sector-116, Noida - UPPCB",Noida,Uttar Pradesh,,28.5706333,77.3272147,15.625113079558579
UP026,"Ardhali Bazar, Varanasi - UPPCB",Varanasi,Uttar Pradesh,,25.3356491,83.0076292,12.396040816144074
WB001,"Asansol Court Area, Asansol - WBPCB",Asansol,West Bengal,,23.6871297,86.9746587,12.38742727989675
WB002,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",Durgapur,West Bengal,,23.5350475,87.3380425,12.46001460877046
WB003,"Haldia, Haldia - WBPCB",Haldia,West Bengal,,22.028124,88.0632655,11.711560174175109
WB004,"Belur Math, Howrah - WBPCB",Howrah,West Bengal,,22.5736296,88.3251045,12.29522933037794
WB005,"Ghusuri, Howrah - WBPCB",Howrah,West Bengal,,22.5736296,88.3251045,12.29522933037794
WB006,"Padmapukur, Howrah - WBPCB",Howrah,West Bengal,,22.5736296,88.3251045,12.29522933037794
WB007,"Ballygunge, Kolkata - WBPCB",Kolkata,West Bengal,Active,22.5726459,88.3638953,12.31974013569606
WB008,"Bidhannagar, Kolkata - WBPCB",Kolkata,West Bengal,Active,22.5726459,88.3638953,12.31974013569606
WB009,"Fort William, Kolkata - WBPCB",Kolkata,West Bengal,Active,22.5726459,88.3638953,12.31974013569606
WB010,"Jadavpur, Kolkata - WBPCB",Kolkata,West Bengal,Active,22.5726459,88.3638953,12.31974013569606
WB011,"Rabindra Bharati University, Kolkata - WBPCB",Kolkata,West Bengal,Active,22.5726459,88.3638953,12.31974013569606
WB012,"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,West Bengal,Active,22.5726459,88.3638953,12.31974013569606
WB013,"Victoria, Kolkata - WBPCB",Kolkata,West Bengal,Active,22.5726459,88.3638953,12.31974013569606
WB014,"Ward-32 Bapupara, Siliguri - WBPCB",Siliguri,West Bengal,,26.7164127,88.4309916,15.73021499563751
