latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.905096,86.561134,47.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,10.8,0.00,96,1011.4,6.3,17.1,283,288
2024-01-01T01:00,10.8,0.00,97,1012.8,6.8,17.0,295,302
2024-01-01T02:00,11.4,0.00,95,1013.3,9.1,16.4,288,299
2024-01-01T03:00,13.0,0.00,89,1014.1,6.9,15.3,276,289
2024-01-01T04:00,15.2,0.00,81,1014.1,7.6,10.5,270,276
2024-01-01T05:00,17.5,0.00,72,1013.6,9.0,11.5,270,274
2024-01-01T06:00,19.1,0.00,65,1012.3,9.4,11.9,272,273
2024-01-01T07:00,20.2,0.00,61,1010.7,9.7,12.2,268,270
2024-01-01T08:00,20.7,0.00,60,1009.7,10.5,13.0,264,265
2024-01-01T09:00,20.8,0.00,59,1008.9,10.9,13.8,264,264
2024-01-01T10:00,20.3,0.00,61,1008.5,10.5,14.1,266,267
2024-01-01T11:00,18.6,0.00,70,1008.7,7.2,16.2,267,270
2024-01-01T12:00,16.2,0.00,79,1009.2,7.6,18.4,267,271
2024-01-01T13:00,14.2,0.00,88,1010.6,7.1,17.4,255,264
2024-01-01T14:00,13.4,0.00,91,1011.0,7.0,17.7,249,258
2024-01-01T15:00,13.0,0.00,92,1011.7,8.5,20.7,258,263
2024-01-01T16:00,12.6,0.00,92,1011.9,8.6,21.3,268,272
2024-01-01T17:00,12.2,0.00,93,1011.8,8.6,21.4,272,278
2024-01-01T18:00,11.9,0.00,93,1011.5,8.6,21.2,272,280
2024-01-01T19:00,11.6,0.00,94,1011.1,7.9,20.1,270,279
2024-01-01T20:00,11.1,0.00,94,1010.8,6.8,18.4,270,281
2024-01-01T21:00,10.6,0.00,95,1010.3,6.5,17.5,273,284
2024-01-01T22:00,10.5,0.00,94,1010.2,6.8,17.9,267,280
2024-01-01T23:00,10.4,0.00,94,1010.2,7.3,18.8,261,273
2024-01-02T00:00,10.0,0.00,95,1010.9,7.0,18.4,258,268
2024-01-02T01:00,9.8,0.00,96,1012.3,6.7,17.4,254,263
2024-01-02T02:00,10.7,0.00,94,1013.1,9.0,17.3,268,270
2024-01-02T03:00,12.4,0.00,88,1013.8,7.6,17.5,289,284
2024-01-02T04:00,14.7,0.00,79,1014.1,8.4,12.1,301,300
2024-01-02T05:00,17.1,0.00,71,1013.3,9.1,12.2,304,304
2024-01-02T06:00,19.0,0.00,65,1012.0,9.1,11.7,304,304
2024-01-02T07:00,20.3,0.00,61,1010.6,8.5,10.6,298,298
2024-01-02T08:00,21.1,0.00,59,1009.4,7.6,9.7,295,297
2024-01-02T09:00,21.4,0.00,58,1008.7,6.6,8.6,292,292
2024-01-02T10:00,21.1,0.00,60,1008.4,6.6,8.5,279,282
2024-01-02T11:00,18.4,0.00,77,1008.2,7.3,10.4,261,272
2024-01-02T12:00,15.7,0.00,85,1009.0,9.4,13.0,263,272
2024-01-02T13:00,14.6,0.00,90,1010.4,8.8,14.2,282,279
2024-01-02T14:00,13.6,0.00,91,1010.8,10.7,14.4,284,283
2024-01-02T15:00,13.2,0.00,91,1011.2,9.3,12.0,298,291
2024-01-02T16:00,13.0,0.00,92,1011.6,7.9,9.7,330,309
2024-01-02T17:00,12.6,0.00,94,1011.4,7.3,8.9,349,328
2024-01-02T18:00,12.8,0.00,94,1011.2,6.6,8.2,338,331
2024-01-02T19:00,12.9,0.00,95,1011.1,6.1,7.5,315,325
2024-01-02T20:00,11.7,0.00,98,1010.9,6.6,7.7,338,332
