latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.18629,85.85526,51.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,10.0,0.00,96,1010.9,6.2,15.5,291,292
2024-01-01T01:00,10.4,0.00,96,1012.5,6.1,16.3,315,313
2024-01-01T02:00,11.1,0.00,94,1012.9,7.6,14.3,289,304
2024-01-01T03:00,12.9,0.00,89,1013.5,6.1,13.8,270,290
2024-01-01T04:00,15.1,0.00,83,1013.7,6.9,10.1,261,270
2024-01-01T05:00,17.2,0.00,76,1013.2,8.3,10.4,265,268
2024-01-01T06:00,18.7,0.00,69,1012.0,9.4,11.9,270,272
2024-01-01T07:00,19.6,0.00,66,1010.4,9.7,12.3,274,275
2024-01-01T08:00,20.1,0.00,64,1009.3,9.7,12.2,270,272
2024-01-01T09:00,20.3,0.00,63,1008.6,9.7,12.6,268,268
2024-01-01T10:00,19.9,0.00,65,1008.1,9.7,13.0,266,267
2024-01-01T11:00,18.1,0.00,75,1008.4,5.9,14.5,256,263
2024-01-01T12:00,15.4,0.00,86,1008.7,7.4,14.9,256,263
2024-01-01T13:00,13.7,0.00,91,1010.0,6.6,16.3,257,262
2024-01-01T14:00,13.3,0.00,90,1010.5,7.9,19.7,254,262
2024-01-01T15:00,12.8,0.00,91,1011.3,8.7,21.3,253,259
2024-01-01T16:00,12.5,0.00,91,1011.5,9.0,22.0,268,274
2024-01-01T17:00,12.2,0.00,90,1011.3,9.5,23.1,279,285
2024-01-01T18:00,11.9,0.00,90,1011.0,9.4,23.2,288,294
2024-01-01T19:00,11.5,0.00,90,1010.4,8.2,21.7,293,302
2024-01-01T20:00,10.5,0.00,93,1010.1,7.8,17.3,292,306
2024-01-01T21:00,9.6,0.00,94,1009.7,8.7,12.2,265,298
2024-01-01T22:00,9.8,0.00,95,1009.8,6.1,12.2,242,272
2024-01-01T23:00,9.7,0.00,95,1009.8,7.7,15.8,242,258
2024-01-02T00:00,9.7,0.00,94,1010.4,9.5,21.1,245,253
2024-01-02T01:00,9.8,0.00,94,1011.9,9.1,21.7,261,263
2024-01-02T02:00,10.7,0.00,91,1012.5,9.8,19.7,278,278
2024-01-02T03:00,12.6,0.00,86,1013.3,6.6,17.4,283,288
2024-01-02T04:00,14.8,0.00,80,1013.7,6.1,9.5,298,299
2024-01-02T05:00,16.9,0.00,74,1012.9,7.9,9.9,313,314
2024-01-02T06:00,18.4,0.00,70,1011.6,7.9,10.0,321,322
2024-01-02T07:00,19.6,0.00,67,1010.2,6.4,7.9,317,317
2024-01-02T08:00,20.4,0.00,64,1009.0,5.5,6.8,302,302
2024-01-02T09:00,20.7,0.00,63,1008.3,5.8,6.9,274,276
2024-01-02T10:00,20.4,0.00,65,1008.0,6.6,8.7,261,263
2024-01-02T11:00,18.0,0.00,80,1008.0,5.7,11.3,252,261
2024-01-02T12:00,14.9,0.00,88,1008.6,10.5,13.0,264,265
2024-01-02T13:00,14.1,0.00,90,1010.1,10.4,13.4,290,278
2024-01-02T14:00,13.7,0.00,88,1010.1,9.9,13.6,289,287
2024-01-02T15:00,13.6,0.00,88,1010.5,7.5,10.5,305,308
2024-01-02T16:00,14.3,0.00,87,1011.1,4.2,6.8,340,328
2024-01-02T17:00,13.6,0.00,91,1010.8,3.9,6.0,22,343
2024-01-02T18:00,13.3,0.00,92,1010.7,3.3,6.3,354,336
2024-01-02T19:00,12.9,0.00,95,1010.7,3.5,6.4,336,333
2024-01-02T20:00,11.6,0.00,99,1010.4,4.7,6.3,351,336
2024-01-02T21:00,11.9,0.00,98,1010.1,3.9,5.6,326,315
2024-01-02T22:00,10.4,0.00,100,1010.1,4.8,6.8,297,295
2024-01-02T23:00,8.9,0.00,100,1010.0,4.4,7.4,305,293
2024-01-03T00:00,8.3,0.00,99,1010.4,4.6,8.7,342,300
2024-01-03T01:00,8.9,0.00,100,1011.3,4.0,8.2,350,322
2024-01-03T02:00,8.9,0.00,99,1012.0,3.0,7.1,14,336
2024-01-03T03:00,10.4,0.00,97,1013.1,3.3,6.8,13,357
2024-01-03T04:00,12.4,0.00,91,1013.5,3.6,7.0,323,348
2024-01-03T05:00,14.3,0.00,92,1012.8,1.8,5.9,323,346
2024-01-03T06:00,16.7,0.00,88,1011.9,3.1,4.4,291,305
