latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.06151,85.44181,82.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,9.7,0.00,100,1007.6,5.9,10.7,227,250
2024-01-01T01:00,9.8,0.00,100,1008.9,5.0,11.5,249,268
2024-01-01T02:00,10.3,0.00,99,1009.7,6.3,12.2,239,272
2024-01-01T03:00,11.7,0.00,97,1010.5,6.4,8.4,254,263
2024-01-01T04:00,13.8,0.00,88,1010.8,6.9,8.3,261,265
2024-01-01T05:00,16.4,0.00,76,1010.2,7.6,9.4,270,270
2024-01-01T06:00,17.9,0.00,70,1009.0,9.1,11.3,279,279
2024-01-01T07:00,18.7,0.00,66,1007.5,8.4,10.5,277,276
2024-01-01T08:00,19.4,0.00,63,1006.3,7.6,9.7,273,272
2024-01-01T09:00,19.7,0.00,61,1005.5,7.6,9.7,273,274
2024-01-01T10:00,19.5,0.00,61,1005.0,8.3,10.9,275,276
2024-01-01T11:00,17.7,0.00,74,1005.2,5.1,12.0,278,277
2024-01-01T12:00,14.4,0.00,85,1005.4,10.5,13.6,274,281
2024-01-01T13:00,12.6,0.00,86,1006.9,8.7,11.3,277,287
2024-01-01T14:00,11.5,0.00,90,1007.3,9.4,13.4,270,284
2024-01-01T15:00,10.8,0.00,92,1007.9,10.1,13.4,276,294
2024-01-01T16:00,10.4,0.00,92,1008.0,9.1,12.1,279,300
2024-01-01T17:00,10.0,0.00,93,1007.9,8.6,11.4,272,298
2024-01-01T18:00,9.7,0.00,94,1007.8,8.6,10.8,270,300
2024-01-01T19:00,9.7,0.00,94,1007.3,6.8,8.6,252,303
2024-01-01T20:00,9.3,0.00,95,1007.2,5.9,6.3,227,283
2024-01-01T21:00,9.2,0.00,97,1006.7,5.6,8.1,225,257
2024-01-01T22:00,9.3,0.00,96,1006.7,5.7,10.6,235,260
2024-01-01T23:00,9.3,0.00,96,1006.7,6.3,12.3,239,263
2024-01-02T00:00,9.2,0.00,96,1007.1,6.4,14.1,254,273
2024-01-02T01:00,9.3,0.00,96,1008.3,6.6,17.3,257,272
2024-01-02T02:00,10.6,0.00,94,1008.6,7.6,15.7,265,281
2024-01-02T03:00,13.3,0.00,86,1009.4,6.5,14.1,270,283
2024-01-02T04:00,15.9,0.00,78,1009.8,3.5,8.6,294,292
2024-01-02T05:00,18.2,0.00,69,1009.2,3.9,5.2,338,326
2024-01-02T06:00,19.8,0.00,62,1008.0,5.5,6.7,349,344
2024-01-02T07:00,21.0,0.00,58,1006.8,7.0,8.6,348,345
2024-01-02T08:00,21.6,0.00,58,1005.7,8.0,10.2,352,350
2024-01-02T09:00,21.9,0.00,58,1005.0,8.0,10.2,352,350
2024-01-02T10:00,21.6,0.00,59,1004.8,5.9,7.9,346,344
2024-01-02T11:00,20.5,0.00,68,1004.8,4.3,6.0,355,343
2024-01-02T12:00,19.9,0.00,67,1005.3,3.4,4.3,58,5
2024-01-02T13:00,18.0,0.00,76,1006.6,4.7,4.6,99,51
2024-01-02T14:00,16.7,0.00,80,1006.7,4.7,4.5,122,61
2024-01-02T15:00,16.6,0.00,79,1007.0,4.1,3.8,142,73
2024-01-02T16:00,17.1,0.00,77,1007.4,4.1,4.2,135,59
2024-01-02T17:00,16.2,0.00,80,1007.3,3.2,3.2,153,63
2024-01-02T18:00,14.0,0.00,87,1007.0,3.8,2.9,163,90
2024-01-02T19:00,13.2,0.00,90,1006.9,3.7,2.9,169,97
2024-01-02T20:00,12.9,0.00,90,1006.7,2.9,1.1,187,108
2024-01-02T21:00,14.8,0.00,84,1006.5,1.1,1.3,198,34
2024-01-02T22:00,14.5,0.00,86,1006.5,2.2,3.7,261,29
2024-01-02T23:00,12.9,0.00,92,1006.4,5.8,7.2,7,27
2024-01-03T00:00,12.1,0.00,95,1006.9,6.1,8.7,28,42
2024-01-03T01:00,11.1,0.00,99,1007.9,4.2,9.1,110,81
2024-01-03T02:00,12.2,0.00,99,1008.7,5.4,9.4,132,108
2024-01-03T03:00,13.8,0.00,98,1009.5,4.3,9.3,138,126
2024-01-03T04:00,17.3,0.00,86,1009.6,3.6,8.7,127,135
2024-01-03T05:00,19.9,0.00,73,1009.0,2.6,3.8,124,131
2024-01-03T06:00,21.4,0.00,65,1008.0,1.8,1.8,37,37
2024-01-03T07:00,22.3,0.00,62,1006.5,6.1,7.6,3,360
2024-01-03T08:00,22.6,0.00,61,1005.3,7.2,9.0,3,2
2024-01-03T09:00,22.6,0.00,61,1004.7,5.8,7.2,360,357
2024-01-03T10:00,22.2,0.00,62,1004.6,5.1,6.2,356,353
2024-01-03T11:00,20.4,0.00,80,1004.5,5.2,6.1,16,3
2024-01-03T12:00,17.9,0.00,83,1004.5,7.7,7.9,41,24
2024-01-03T13:00,16.5,0.00,88,1005.1,6.8,6.2,32,36
2024-01-03T14:00,15.8,0.00,90,1005.1,6.4,5.8,63,68
2024-01-03T15:00,16.9,0.00,86,1005.7,4.0,3.9,63,68
2024-01-03T16:00,16.7,0.00,86,1006.3,3.4,3.7,342,11
2024-01-03T17:00,16.4,0.00,87,1006.4,3.6,5.4,354,360
2024-01-03T18:00,16.3,0.00,87,1006.2,4.3,6.1,5,3
2024-01-03T19:00,16.2,0.00,87,1005.9,4.1,5.8,52,30
2024-01-03T20:00,15.2,0.00,92,1005.7,4.0,5.1,95,51
2024-01-03T21:00,14.0,0.00,95,1005.5,4.9,6.1,107,62
2024-01-03T22:00,14.3,0.00,95,1005.3,3.4,3.3,162,84
2024-01-03T23:00,15.2,0.00,92,1005.5,1.8,3.9,143,34
2024-01-04T00:00,14.3,0.00,96,1006.3,3.0,0.8,194,117
2024-01-04T01:00,12.4,0.00,99,1007.4,2.5,0.7,188,360
2024-01-04T02:00,13.5,0.00,99,1008.4,3.1,1.8,201,191
2024-01-04T03:00,16.2,0.00,93,1009.4,0.8,1.1,27,108
2024-01-04T04:00,18.5,0.00,81,1009.9,3.3,3.6,41,53
2024-01-04T05:00,20.1,0.00,73,1009.2,4.3,5.1,42,45
2024-01-04T06:00,21.2,0.00,67,1008.0,6.6,7.7,9,11
2024-01-04T07:00,21.7,0.00,64,1006.6,6.5,8.0,354,352
2024-01-04T08:00,22.5,0.00,60,1005.4,6.6,8.4,338,335
2024-01-04T09:00,22.8,0.00,59,1004.6,6.0,7.6,343,341
2024-01-04T10:00,22.6,0.00,60,1004.4,5.7,7.6,342,341
2024-01-04T11:00,21.1,0.00,77,1004.4,5.0,6.6,360,347
2024-01-04T12:00,21.0,0.00,68,1004.6,0.8,2.4,207,333
2024-01-04T13:00,17.5,0.00,85,1005.2,5.8,5.9,210,232
2024-01-04T14:00,18.2,0.00,80,1005.8,5.1,6.3,231,257
2024-01-04T15:00,18.5,0.00,78,1006.1,4.4,5.9,261,284
2024-01-04T16:00,16.8,0.00,85,1006.5,5.1,6.1,274,310
2024-01-04T17:00,16.4,0.00,87,1006.3,4.5,6.8,284,335
2024-01-04T18:00,16.6,0.00,87,1006.4,2.9,5.9,277,349
2024-01-04T19:00,16.5,0.00,87,1006.4,2.1,4.3,239,336
2024-01-04T20:00,16.5,0.00,87,1006.3,3.5,5.8,294,338
2024-01-04T21:00,15.8,0.00,89,1006.3,3.3,5.2,276,344
2024-01-04T22:00,13.0,0.00,97,1006.1,3.8,1.9,221,292
2024-01-04T23:00,12.6,0.00,98,1006.3,5.1,2.6,231,236
2024-01-05T00:00,15.0,0.00,92,1006.7,3.5,4.0,336,10
2024-01-05T01:00,14.1,0.00,96,1008.0,3.8,4.0,311,27
2024-01-05T02:00,14.3,0.00,97,1008.6,3.5,5.9,24,52
2024-01-05T03:00,16.5,0.00,91,1009.5,4.2,6.4,160,133
2024-01-05T04:00,18.8,0.00,82,1010.1,2.4,3.5,153,156
2024-01-05T05:00,20.7,0.00,76,1009.4,1.9,2.3,68,72
2024-01-05T06:00,22.1,0.00,70,1008.2,4.9,5.8,54,60
2024-01-05T07:00,23.1,0.00,65,1006.6,5.7,7.1,55,60
