latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.115992,85.36692,58.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,9.2,0.00,97,1010.1,6.2,15.5,291,288
2024-01-01T01:00,9.8,0.00,97,1011.7,5.9,16.4,322,320
2024-01-01T02:00,10.6,0.00,95,1012.2,6.9,13.2,309,317
2024-01-01T03:00,12.3,0.00,90,1012.8,4.7,11.9,274,299
2024-01-01T04:00,14.6,0.00,83,1013.1,5.9,8.3,259,270
2024-01-01T05:00,16.7,0.00,75,1012.6,8.0,10.1,265,268
2024-01-01T06:00,18.2,0.00,68,1011.4,8.6,10.8,268,270
2024-01-01T07:00,19.3,0.00,64,1009.7,8.6,10.5,272,274
2024-01-01T08:00,20.0,0.00,62,1008.7,7.9,9.7,270,272
2024-01-01T09:00,20.3,0.00,60,1008.0,8.3,10.4,268,268
2024-01-01T10:00,20.0,0.00,60,1007.5,8.7,11.5,265,266
2024-01-01T11:00,18.0,0.00,74,1007.6,5.4,12.5,250,258
2024-01-01T12:00,15.0,0.00,83,1007.9,9.4,14.3,247,252
2024-01-01T13:00,13.5,0.00,87,1009.4,7.3,17.0,250,257
2024-01-01T14:00,13.0,0.00,88,1009.9,8.8,20.3,251,258
2024-01-01T15:00,12.4,0.00,90,1010.7,9.0,21.5,254,261
2024-01-01T16:00,11.8,0.00,91,1010.9,8.3,21.0,272,276
2024-01-01T17:00,11.5,0.00,91,1010.6,8.1,21.6,291,294
2024-01-01T18:00,11.3,0.00,90,1010.2,8.2,21.7,308,310
2024-01-01T19:00,10.9,0.00,90,1009.5,7.5,20.9,325,324
2024-01-01T20:00,9.8,0.00,93,1009.3,8.7,16.4,312,322
2024-01-01T21:00,9.1,0.00,94,1008.9,7.6,11.0,265,302
