latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.365553,77.33257,206.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_speed_100m (km/h),wind_direction_100m (°)
2024-01-01T00:00,6.6,99,0.00,993.4,5.7,325,9.4,342
2024-01-01T01:00,9.7,93,0.00,994.7,5.8,356,13.0,355
2024-01-01T02:00,10.4,90,0.00,995.1,4.6,18,11.2,4
2024-01-01T03:00,11.1,88,0.00,995.8,3.7,11,8.0,355
2024-01-01T04:00,12.0,81,0.00,996.5,5.4,4,7.2,360
2024-01-01T05:00,12.9,75,0.00,996.5,4.3,360,5.0,360
2024-01-01T06:00,14.0,71,0.00,995.8,2.9,353,3.7,349
2024-01-01T07:00,15.2,67,0.00,994.6,2.7,337,3.2,333
2024-01-01T08:00,16.1,63,0.00,993.4,3.7,331,4.4,325
2024-01-01T09:00,16.8,61,0.00,992.6,4.8,333,6.1,332
2024-01-01T10:00,17.0,61,0.00,992.0,6.6,338,8.6,338
2024-01-01T11:00,16.3,63,0.00,991.8,7.4,337,10.0,339
2024-01-01T12:00,13.3,77,0.00,991.8,6.3,329,12.7,331
2024-01-01T13:00,11.3,86,0.00,993.4,7.7,319,16.6,330
2024-01-01T14:00,10.2,91,0.00,993.9,7.4,313,16.2,328
2024-01-01T15:00,9.6,92,0.00,994.1,7.1,315,15.5,329
2024-01-01T16:00,8.9,93,0.00,994.2,7.4,321,15.8,333
2024-01-01T17:00,8.3,94,0.00,994.3,7.0,325,15.2,338
2024-01-01T18:00,7.7,95,0.00,993.9,6.5,326,13.9,339
2024-01-01T19:00,7.0,96,0.00,993.6,6.0,327,12.4,343
2024-01-01T20:00,6.3,97,0.00,993.0,7.3,327,10.6,342
2024-01-01T21:00,5.7,98,0.00,992.9,7.7,323,9.3,332
2024-01-01T22:00,5.5,98,0.00,992.6,7.5,325,10.0,330
2024-01-01T23:00,5.6,99,0.00,992.4,6.1,332,11.8,333
2024-01-02T00:00,5.5,100,0.00,992.5,7.0,339,14.3,342
2024-01-02T01:00,6.8,99,0.00,993.9,6.1,332,11.6,338
2024-01-02T02:00,6.7,100,0.00,994.7,4.7,328,10.7,340
2024-01-02T03:00,7.4,98,0.00,995.5,5.4,323,6.4,333
2024-01-02T04:00,9.4,89,0.00,996.3,3.6,323,4.2,329
2024-01-02T05:00,11.2,80,0.00,996.3,1.3,326,1.6,333
2024-01-02T06:00,12.5,74,0.00,995.3,1.5,346,1.9,338
2024-01-02T07:00,14.0,69,0.00,994.0,1.1,18,1.5,14
2024-01-02T08:00,15.1,66,0.00,992.9,1.3,34,1.6,27
2024-01-02T09:00,15.8,63,0.00,992.1,0.8,27,1.1,360
2024-01-02T10:00,16.0,62,0.00,991.6,2.2,360,2.9,353
2024-01-02T11:00,15.7,64,0.00,991.4,3.2,360,4.3,360
2024-01-02T12:00,14.7,68,0.00,991.5,4.7,9,6.2,350
2024-01-02T13:00,11.1,84,0.00,992.6,5.5,349,6.6,13
2024-01-02T14:00,9.3,91,0.00,992.9,6.3,336,11.6,355
2024-01-02T15:00,8.5,93,0.00,993.0,6.5,341,13.0,360
2024-01-02T16:00,7.5,95,0.00,993.1,5.7,325,9.8,354
2024-01-02T17:00,7.2,95,0.00,993.3,6.0,327,10.1,343
2024-01-02T18:00,6.7,95,0.00,992.9,6.0,327,10.7,348
2024-01-02T19:00,6.4,95,0.00,992.7,6.2,324,11.2,345
2024-01-02T20:00,6.1,96,0.00,992.6,6.0,335,12.6,347
2024-01-02T21:00,5.8,97,0.00,992.6,5.9,346,13.0,354
2024-01-02T22:00,5.3,98,0.00,992.3,6.2,353,11.9,5
2024-01-02T23:00,4.6,100,0.00,992.1,7.2,354,11.2,21
2024-01-03T00:00,4.7,100,0.00,992.2,5.8,353,10.5,31
2024-01-03T01:00,6.6,100,0.00,993.4,6.1,357,11.8,20
2024-01-03T02:00,6.8,99,0.00,994.0,6.0,17,9.2,21
2024-01-03T03:00,7.5,98,0.00,994.8,4.3,24,5.0,30
2024-01-03T04:00,8.6,99,0.00,995.6,3.4,58,3.2,63
2024-01-03T05:00,10.4,91,0.00,995.8,2.8,130,3.1,135
2024-01-03T06:00,12.9,80,0.00,995.1,4.6,162,5.2,164
2024-01-03T07:00,14.5,72,0.00,993.9,2.4,207,2.6,214
2024-01-03T08:00,15.5,68,0.00,992.8,2.3,288,2.7,293
2024-01-03T09:00,16.2,65,0.00,992.0,2.0,315,2.8,320
2024-01-03T10:00,16.5,64,0.00,991.8,2.5,360,2.9,353
2024-01-03T11:00,16.2,66,0.00,991.6,2.6,34,3.1,21
2024-01-03T12:00,13.8,78,0.00,991.5,6.0,33,6.8,18
2024-01-03T13:00,12.3,79,0.00,992.3,9.5,331,21.1,343
2024-01-03T14:00,11.4,82,0.00,992.6,8.4,340,18.4,348
2024-01-03T15:00,11.0,83,0.00,992.9,8.0,333,17.2,344
2024-01-03T16:00,9.8,89,0.00,993.0,5.6,333,13.5,351
2024-01-03T17:00,9.4,91,0.00,993.1,6.3,329,11.7,349
2024-01-03T18:00,9.5,89,0.00,992.8,7.9,330,12.5,348
2024-01-03T19:00,8.6,94,0.00,992.5,8.1,328,15.3,341
2024-01-03T20:00,7.7,95,0.00,992.3,7.2,323,15.8,333
2024-01-03T21:00,7.1,96,0.00,992.4,5.9,317,14.9,328
2024-01-03T22:00,6.6,97,0.00,992.3,6.6,319,15.7,328
2024-01-03T23:00,6.3,97,0.00,992.2,5.8,330,14.3,335
2024-01-04T00:00,6.0,98,0.00,992.5,5.3,332,13.0,341
2024-01-04T01:00,9.2,90,0.00,994.0,6.9,317,14.7,338
2024-01-04T02:00,9.8,87,0.00,994.6,7.2,323,14.7,338
2024-01-04T03:00,10.8,84,0.00,995.5,5.1,315,13.4,336
2024-01-04T04:00,12.5,79,0.00,996.3,4.6,309,6.9,313
2024-01-04T05:00,14.3,73,0.00,996.3,3.3,311,4.1,308
2024-01-04T06:00,16.0,68,0.00,995.0,2.7,293,3.1,291
2024-01-04T07:00,17.3,63,0.00,993.8,1.1,108,1.1,108
2024-01-04T08:00,18.0,59,0.00,992.8,2.2,99,2.5,90
2024-01-04T09:00,18.3,57,0.00,991.9,3.3,96,3.6,90
2024-01-04T10:00,18.4,56,0.00,991.6,4.3,95,4.7,94
2024-01-04T11:00,17.9,58,0.00,991.3,4.8,103,5.9,101
2024-01-04T12:00,14.9,75,0.00,991.1,7.8,124,9.5,119
2024-01-04T13:00,14.4,77,0.00,992.5,8.1,347,15.9,354
2024-01-04T14:00,13.8,79,0.00,992.7,10.0,339,18.3,344
2024-01-04T15:00,12.7,84,0.00,992.8,10.3,335,20.2,338
2024-01-04T16:00,11.2,92,0.00,993.1,9.6,340,20.3,343
2024-01-04T17:00,10.1,94,0.00,993.2,8.0,350,18.6,350
2024-01-04T18:00,9.4,96,0.00,992.8,6.5,357,16.2,356
2024-01-04T19:00,9.5,97,0.00,992.5,5.6,345,14.1,354
2024-01-04T20:00,10.4,93,0.00,992.4,5.8,330,12.0,344
2024-01-04T21:00,10.7,91,0.00,992.4,6.3,329,11.8,340
2024-01-04T22:00,10.7,92,0.00,992.2,6.6,338,13.1,339
2024-01-04T23:00,10.6,92,0.00,992.1,6.4,344,13.0,341
2024-01-05T00:00,9.9,95,0.00,992.4,5.6,345,12.2,346
2024-01-05T01:00,11.0,91,0.00,993.5,6.8,342,15.6,345
2024-01-05T02:00,10.9,93,0.00,994.2,6.2,350,13.8,354
