latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
29.420034,77.00924,238.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_speed_100m (km/h),wind_direction_100m (°)
2024-01-01T00:00,4.9,99,0.00,989.5,5.8,338,10.6,332
2024-01-01T01:00,5.5,97,0.00,990.9,6.5,341,10.8,339
2024-01-01T02:00,6.2,93,0.00,991.5,6.1,332,12.1,348
2024-01-01T03:00,6.5,94,0.00,992.0,4.7,360,10.8,360
2024-01-01T04:00,8.3,95,0.00,992.8,5.2,25,5.8,22
2024-01-01T05:00,9.9,91,0.00,992.8,4.2,31,5.2,34
2024-01-01T06:00,12.0,82,0.00,992.3,1.4,360,1.8,11
2024-01-01T07:00,13.6,75,0.00,991.2,1.8,281,1.8,281
2024-01-01T08:00,14.5,74,0.00,990.1,3.5,294,4.3,294
2024-01-01T09:00,15.0,72,0.00,989.4,5.2,304,6.3,301
2024-01-01T10:00,15.1,71,0.00,988.9,6.7,306,8.0,306
2024-01-01T11:00,14.5,74,0.00,988.6,7.7,311,10.5,311
2024-01-01T12:00,11.2,90,0.00,988.3,8.8,305,13.0,314
2024-01-01T13:00,9.2,92,0.00,989.6,6.4,308,14.1,322
2024-01-01T14:00,8.4,93,0.00,990.1,6.4,297,13.2,317
2024-01-01T15:00,7.9,94,0.00,990.3,7.2,307,15.3,319
2024-01-01T16:00,7.2,95,0.00,990.3,6.9,313,15.3,321
2024-01-01T17:00,6.3,97,0.00,990.3,5.6,315,13.6,328
2024-01-01T18:00,5.5,99,0.00,990.1,6.4,308,11.8,329
2024-01-01T19:00,5.1,100,0.00,989.8,6.2,306,11.4,325
2024-01-01T20:00,5.0,100,0.00,989.3,5.9,308,11.6,324
2024-01-01T21:00,5.0,100,0.00,989.0,5.9,317,12.6,323
2024-01-01T22:00,5.3,100,0.00,988.9,6.1,320,13.9,323
2024-01-01T23:00,4.9,100,0.00,988.7,6.6,319,15.3,326
2024-01-02T00:00,5.3,99,0.00,989.0,7.4,321,15.7,328
2024-01-02T01:00,8.3,92,0.00,990.4,7.6,329,12.9,333
2024-01-02T02:00,8.8,90,0.00,991.1,5.4,323,8.2,331
2024-01-02T03:00,9.4,88,0.00,991.6,2.4,333,2.9,353
2024-01-02T04:00,10.1,85,0.00,992.3,3.0,76,4.1,75
2024-01-02T05:00,11.1,81,0.00,992.5,4.0,90,5.1,86
2024-01-02T06:00,12.2,77,0.00,991.7,3.5,114,4.2,110
2024-01-02T07:00,13.7,71,0.00,990.5,1.9,112,2.6,106
2024-01-02T08:00,14.4,71,0.00,989.4,1.1,342,1.1,360
2024-01-02T09:00,14.9,70,0.00,988.6,3.3,319,3.6,323
2024-01-02T10:00,14.9,71,0.00,988.3,4.8,318,5.6,320
2024-01-02T11:00,14.2,73,0.00,988.0,6.5,326,8.3,326
2024-01-02T12:00,11.5,85,0.00,988.0,6.8,342,14.5,333
2024-01-02T13:00,9.1,91,0.00,989.0,7.3,327,14.7,335
2024-01-02T14:00,8.0,93,0.00,989.4,6.6,338,13.7,342
2024-01-02T15:00,7.5,94,0.00,989.4,6.3,336,13.3,341
2024-01-02T16:00,6.5,96,0.00,989.5,6.6,331,11.7,342
2024-01-02T17:00,5.9,97,0.00,989.4,6.9,332,11.1,347
2024-01-02T18:00,5.0,98,0.00,989.2,7.7,332,9.2,349
2024-01-02T19:00,4.4,100,0.00,989.0,7.5,325,7.8,347
2024-01-02T20:00,4.3,100,0.00,989.0,5.6,333,7.4,346
2024-01-02T21:00,4.8,100,0.00,988.8,5.2,348,8.3,355
2024-01-02T22:00,4.5,100,0.00,988.5,5.8,353,9.0,360
2024-01-02T23:00,4.2,99,0.00,988.5,5.8,4,9.9,10
2024-01-03T00:00,4.4,97,0.00,988.7,4.7,360,9.0,16
2024-01-03T01:00,6.2,95,0.00,989.7,3.2,27,4.4,35
2024-01-03T02:00,6.5,93,0.00,990.2,2.5,45,3.1,69
2024-01-03T03:00,7.0,94,0.00,991.0,3.1,69,3.3,84
2024-01-03T04:00,7.9,98,0.00,991.9,2.9,60,2.6,74
2024-01-03T05:00,9.3,98,0.00,992.1,2.9,60,3.0,76
2024-01-03T06:00,11.7,87,0.00,991.7,2.9,83,3.3,96
2024-01-03T07:00,13.0,82,0.00,990.9,2.2,99,3.0,104
2024-01-03T08:00,14.0,76,0.00,989.8,1.1,342,1.1,360
2024-01-03T09:00,14.7,71,0.00,988.9,5.2,326,5.7,325
2024-01-03T10:00,14.7,71,0.00,988.6,7.9,336,9.5,335
2024-01-03T11:00,14.1,73,0.00,988.3,7.6,335,10.5,338
2024-01-03T12:00,10.8,89,0.00,988.1,8.4,313,12.4,324
2024-01-03T13:00,8.7,90,0.00,988.9,6.6,299,7.2,323
2024-01-03T14:00,7.4,94,0.00,988.8,6.8,288,7.6,315
2024-01-03T15:00,7.0,96,0.00,989.0,6.0,295,9.9,314
2024-01-03T16:00,6.7,96,0.00,989.2,6.4,308,12.5,319
2024-01-03T17:00,6.5,96,0.00,989.2,6.6,311,13.3,322
2024-01-03T18:00,6.2,96,0.00,989.0,6.6,311,13.6,320
2024-01-03T19:00,5.9,97,0.00,988.7,6.5,304,14.3,313
2024-01-03T20:00,5.6,98,0.00,988.6,6.5,304,14.8,309
2024-01-03T21:00,5.3,98,0.00,988.6,6.1,315,14.8,315
2024-01-03T22:00,4.7,98,0.00,988.4,6.3,329,13.2,325
2024-01-03T23:00,4.2,99,0.00,988.3,7.1,330,11.3,329
2024-01-04T00:00,3.8,99,0.00,988.5,8.1,339,10.0,339
2024-01-04T01:00,5.0,99,0.00,989.9,4.7,337,7.3,351
2024-01-04T02:00,5.6,99,0.00,990.8,3.8,311,7.6,315
2024-01-04T03:00,6.3,98,0.00,991.4,6.4,313,11.0,311
2024-01-04T04:00,7.6,98,0.00,992.4,7.7,319,7.7,319
2024-01-04T05:00,10.3,89,0.00,993.0,7.8,326,9.1,326
2024-01-04T06:00,12.4,83,0.00,992.0,6.8,335,8.4,335
2024-01-04T07:00,14.1,77,0.00,990.7,6.3,336,7.8,338
2024-01-04T08:00,15.2,73,0.00,989.6,5.5,328,6.6,331
2024-01-04T09:00,16.1,69,0.00,988.6,5.1,321,6.2,324
2024-01-04T10:00,16.3,69,0.00,988.1,4.8,312,5.9,313
2024-01-04T11:00,15.8,74,0.00,987.9,4.3,294,7.2,297
2024-01-04T12:00,13.6,82,0.00,987.9,6.2,277,7.6,289
2024-01-04T13:00,9.4,95,0.00,988.9,6.9,313,14.8,315
2024-01-04T14:00,8.8,96,0.00,989.3,6.9,313,16.1,321
2024-01-04T15:00,8.3,96,0.00,989.5,6.6,315,16.0,329
2024-01-04T16:00,7.5,97,0.00,989.4,7.7,319,14.5,337
2024-01-04T17:00,7.1,98,0.00,989.2,7.1,315,13.7,337
2024-01-04T18:00,6.7,98,0.00,988.5,6.8,302,12.3,328
2024-01-04T19:00,6.6,98,0.00,988.2,6.3,294,12.7,313
2024-01-04T20:00,6.1,99,0.00,988.3,6.6,283,13.0,298
2024-01-04T21:00,5.9,99,0.00,988.5,6.4,286,15.0,294
2024-01-04T22:00,6.1,99,0.00,988.4,6.8,302,17.6,298
2024-01-04T23:00,6.8,99,0.00,988.4,7.4,313,17.8,306
2024-01-05T00:00,6.9,99,0.00,988.7,6.9,321,17.8,315
2024-01-05T01:00,8.1,97,0.00,989.8,7.2,323,13.4,329
2024-01-05T02:00,8.2,96,0.00,990.4,6.5,326,11.0,328
2024-01-05T03:00,8.7,95,0.00,991.0,7.2,342,10.9,343
2024-01-05T04:00,10.0,91,0.00,991.9,5.0,360,7.6,3
2024-01-05T05:00,11.8,87,0.00,992.2,2.7,23,3.5,24
2024-01-05T06:00,13.6,80,0.00,991.3,3.5,336,4.2,340
2024-01-05T07:00,15.0,77,0.00,990.2,5.2,335,6.1,332
2024-01-05T08:00,15.8,75,0.00,989.2,6.8,328,8.3,326
2024-01-05T09:00,16.5,72,0.00,988.6,4.9,306,5.9,308
2024-01-05T10:00,16.4,72,0.00,988.6,2.7,293,3.1,291
2024-01-05T11:00,16.2,72,0.00,989.2,5.5,302,7.1,300
2024-01-05T12:00,14.9,80,0.00,989.2,7.1,315,13.7,315
2024-01-05T13:00,10.3,93,0.00,989.7,7.1,319,17.7,321
2024-01-05T14:00,9.6,94,0.00,990.3,6.6,315,16.9,322
2024-01-05T15:00,9.6,94,0.00,990.7,6.9,321,18.2,330
2024-01-05T16:00,9.9,94,0.00,991.0,6.7,324,17.1,330
2024-01-05T17:00,9.8,95,0.00,990.9,6.8,335,16.0,337
2024-01-05T18:00,10.3,93,0.00,990.4,6.6,338,14.2,351
2024-01-05T19:00,10.0,94,0.00,989.9,4.5,346,9.8,6
2024-01-05T20:00,9.2,98,0.00,990.1,4.6,18,9.7,22
2024-01-05T21:00,8.3,99,0.00,990.1,4.3,360,7.9,16
2024-01-05T22:00,7.8,98,0.00,989.9,3.7,331,8.0,355
2024-01-05T23:00,8.1,96,0.00,990.0,5.6,333,12.1,348
2024-01-06T00:00,8.3,94,0.00,990.3,7.1,336,14.8,347
2024-01-06T01:00,7.7,95,0.00,991.4,10.9,354,19.8,1
