city,latitude,longitude,timestamp,CO,NO2,O3,PM10,PM2.5,SO2,temperature,humidity,wind_speed,wind_direction,distance_to_road_km,distance_to_industry_km,distance_to_dump_km,distance_to_farmland_km,year,month,day,hour,day_of_week,season,road_proximity,industry_proximity
kolkata,22.5726,88.3639,2025-11-14 01:00:00,1.1953422738668924,0.19309068966823734,-0.6710236275076933,1.881253593502063,152.3,0.42613771833123854,-0.5231558218144893,1.0733301981252985,-0.5193466236780006,334,1.2031166012388552,-0.16908702123881622,0.23256762446962248,1.1781129426923302,2025,11,14,1,4,3,24.587849250420973,0.780706564798492
pune,18.5204,73.8567,2025-11-14 01:00:00,-0.37289982835055235,-0.4840836512587009,-0.6710236275076933,-0.6991501489193306,34.7,-0.7790084212228529,-0.8367300651079745,0.7331188847039276,-1.7798994829751753,207,-0.6550077498570056,0.006122175832285481,-1.5235588167726977,-0.8959622647681503,2025,11,14,1,4,3,60.65304649941548,0.7009004565590577
hyderabad,17.385,78.4867,2025-11-14 01:00:00,0.15781624892425367,-0.10221842141268296,-0.13783603711273196,0.009567097369185646,65.0,0.47007533800248136,-0.7076112590459512,0.29570433887645076,-0.5697687380498876,14,1.9425924477533985,1.3255112319937157,-0.036982194042795444,-1.7891644189032367,2025,11,14,1,4,3,19.882815062242454,0.39603911318559004
chennai,13.0827,80.2707,2025-11-14 01:00:00,-0.7601791279835189,-0.9677796090636567,0.5476908648236469,-0.5540418700056581,35.5,-1.0175269280096002,0.9893787634834987,0.004094641658132827,2.178236495217954,34,0.17016680978537055,-0.9889586753707975,0.0,1.140398860442634,2025,11,14,1,4,3,36.72855661069761,1.6710528350076423
delhi,28.6139,77.209,2025-11-14 01:00:00,0.970624655561344,0.29492141762717544,-0.8995325948198196,0.7939930109170092,101.0,-0.0006848727608355667,-1.4269874642486526,0.7331188847039276,-0.46892450930611373,270,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,11,14,1,4,3,29.467460806877423,0.3544953745262739
mumbai,19.076,72.8777,2025-11-14 01:00:00,-0.07407320826338681,0.6258712834937242,-0.8995325948198196,-0.35635812771746667,51.7,0.40103050709052834,0.030210489879896593,0.14989949026729177,-0.5193466236780006,64,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704445,2025,11,14,1,4,3,51.11333533629457,6.950717273708486
jaipur,26.9124,75.7873,2025-11-14 01:00:00,0.4518616430900246,0.1727245440764498,-1.0518719063612372,0.6215454910485871,85.2,-0.5969811397277037,-1.6483339889264073,0.29570433887645076,-1.3765225680000794,355,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,11,14,1,4,3,143.25783502169855,0.543568427645842
bengaluru,12.9716,77.5946,2025-11-14 01:00:00,-0.48764925046402396,-0.6622874251868426,0.033545688371362764,-0.9998817994215794,21.9,-1.0112501251994226,-0.35714592830617314,1.6565495925619342,0.8168394071770043,67,-0.23907549265484537,-1.2665721138750237,-1.3505537651969002,0.07532795872469701,2025,11,14,1,4,3,45.66099750375892,2.722287664202811
ahmedabad,23.0225,72.5714,2025-11-14 01:00:00,-0.5306802837565758,-0.07676073942294845,-0.8614477669344652,-1.0082938735615024,21.4,-0.7727316184126753,-0.46781919064505056,-0.09310859074797315,0.9428946931067218,62,-1.303405274167494,0.44479552023478347,0.0,0.7873704342236211,2025,11,14,1,4,3,124.24832867360685,0.558069868971395
lucknow,26.8467,80.9462,2025-11-14 01:00:00,0.11956644155309647,-0.5197244060443292,-0.4615570741382442,1.1157548467690659,114.6,-0.08228330929314388,-1.2240864832940446,0.8789237333130866,-0.2924471090045092,290,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.0150868479270346e-16,2025,11,14,1,4,3,39.980698384971745,0.7034129652330101
jaipur,26.9124,75.7873,2025-11-14 02:00:00,1.4391847958580195,0.4934913371471048,-1.1851688039599775,0.7981990479869708,92.7,-0.5655971256768159,-1.4454330079717992,0.14989949026729177,-1.7798994829751753,333,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,11,14,2,4,3,143.25783502169855,0.543568427645842
ahmedabad,23.0225,72.5714,2025-11-14 02:00:00,-0.4063684098003149,-0.005479229851691854,-0.937617422705174,-1.0314270774462908,20.3,-0.7036867875007221,-0.46781919064505056,-0.09310859074797315,0.8168394071770043,68,-1.303405274167494,0.44479552023478347,0.0,0.7873704342236211,2025,11,14,2,4,3,124.24832867360685,0.558069868971395
mumbai,19.076,72.8777,2025-11-14 02:00:00,0.3729714153870129,0.8906311761869634,-0.9757022505905284,-0.30167964580796686,54.2,0.5077361548635468,0.10399266477248177,0.10129787406423879,-0.14118076588884815,59,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704445,2025,11,14,2,4,3,51.11333533629457,6.950717273708486
lucknow,26.8467,80.9462,2025-11-14 02:00:00,0.3203779302516717,-0.43825982367717875,-0.4615570741382442,1.1451971062587964,115.0,-0.019515281191368288,-1.1134132209551675,0.7331188847039276,-0.3176581661904526,280,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.0150868479270346e-16,2025,11,14,2,4,3,39.980698384971745,0.7034129652330101
hyderabad,17.385,78.4867,2025-11-14 02:00:00,0.7841568446269527,0.01997845213804267,-0.11879362317005476,0.05793652367374308,67.8,0.46379853519230396,-0.5600469092607816,0.34430595507950373,-0.6201908524217746,26,1.9425924477533985,1.3255112319937157,-0.036982194042795444,-1.7891644189032367,2025,11,14,2,4,3,19.882815062242454,0.39603911318559004
chennai,13.0827,80.2707,2025-11-14 02:00:00,-0.8199444520009521,-0.9219557814821346,0.5667332787663242,-0.5056724437011006,37.1,-0.9924197167688898,1.192279744438107,-0.2875150555601851,2.7328797533087106,37,0.17016680978537055,-0.9889586753707975,0.0,1.140398860442634,2025,11,14,2,4,3,36.72855661069761,1.6710528350076423
kolkata,22.5726,88.3639,2025-11-14 02:00:00,1.2814043404519961,0.055619206923670964,-0.19496327894076354,1.7424543701933322,147.6,0.45124492957194867,-0.19113603479785765,0.6359156522978217,-1.0235677673968706,328,1.2031166012388552,-0.16908702123881622,0.23256762446962248,1.1781129426923302,2025,11,14,2,4,3,24.587849250420973,0.780706564798492
delhi,28.6139,77.209,2025-11-14 02:00:00,1.9483853564865496,0.7480681570444498,-1.0899567342465915,0.8865258264561628,107.1,0.14995839468342598,-1.3716508330792143,0.6845172685008746,-0.19160288026073516,261,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,11,14,2,4,3,29.467460806877423,0.3544953745262739
bengaluru,12.9716,77.5946,2025-11-14 02:00:00,-0.29400960064754067,-0.4688090420648601,0.09067293019939435,-0.8232282424831954,29.7,-0.948482097097647,-0.19113603479785765,1.4135415115466694,0.8672615215488916,66,-0.23907549265484537,-1.2665721138750237,-1.3505537651969002,0.07532795872469701,2025,11,14,2,4,3,45.66099750375892,2.722287664202811
pune,18.5204,73.8567,2025-11-14 02:00:00,-0.15774466188779318,-0.3720698505038689,-0.6329387996223389,-0.5918962036353118,39.8,-0.6911331818803671,-0.7260568027690971,0.5387124198917157,-1.3513115108141358,15,-0.6550077498570056,0.006122175832285481,-1.5235588167726977,-0.8959622647681503,2025,11,14,2,4,3,60.65304649941548,0.7009004565590577
pune,18.5204,73.8567,2025-11-14 03:00:00,-0.07646382122408414,-0.35679524131002827,-0.4615570741382442,-0.6655018523596383,36.8,-0.6095347453480587,-0.2833637534135886,-0.044506974544920155,-1.1748341105125315,50,-0.6550077498570056,0.006122175832285481,-1.5235588167726977,-0.8959622647681503,2025,11,14,3,4,3,60.65304649941548,0.7009004565590577
lucknow,26.8467,80.9462,2025-11-14 03:00:00,0.38970570611189415,-0.42807675088128494,-0.2711329347114723,1.008500901485047,107.6,0.03697594410022988,-0.6153835404302203,0.14989949026729177,-1.0235677673968706,267,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.0150868479270346e-16,2025,11,14,3,4,3,39.980698384971745,0.7034129652330101
ahmedabad,23.0225,72.5714,2025-11-14 03:00:00,-0.34899369874357916,-0.0258453754434794,-0.8043205251064337,-0.9914697252816562,22.4,-0.578150731297171,-0.19113603479785765,-0.33611667176323806,0.23698509190030426,71,-1.303405274167494,0.44479552023478347,0.0,0.7873704342236211,2025,11,14,3,4,3,124.24832867360685,0.558069868971395
hyderabad,17.385,78.4867,2025-11-14 03:00:00,1.0686397869499342,0.009795379342148896,0.014503274428685575,-0.3921094428121395,47.1,0.38220009865999566,-0.15424494735156538,-0.09310859074797315,-1.048778824582814,61,1.9425924477533985,1.3255112319937157,-0.036982194042795444,-1.7891644189032367,2025,11,14,3,4,3,19.882815062242454,0.39603911318559004
kolkata,22.5726,88.3639,2025-11-14 03:00:00,1.1666549183385246,-0.1225845670044707,0.33822431145419785,1.5973460912796602,138.3,0.46379853519230396,0.325339189450236,0.05269625786118581,-0.9227235386530965,329,1.2031166012388552,-0.16908702123881622,0.23256762446962248,1.1781129426923302,2025,11,14,3,4,3,24.587849250420973,0.780706564798492
delhi,28.6139,77.209,2025-11-14 03:00:00,2.4432422393508957,0.951729612962326,-1.03282949241856,0.8318473445466632,105.9,0.30687846493786497,-1.0027399586162904,0.34430595507950373,-0.3176581661904526,260,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,11,14,3,4,3,29.467460806877423,0.3544953745262739
chennai,13.0827,80.2707,2025-11-14 03:00:00,-0.8629754852935039,-0.9015896358903471,0.5857756927090013,-0.4509939617916009,38.8,-0.9735893083383572,1.3398440942232768,-0.433319904169344,3.2371008970275805,37,0.17016680978537055,-0.9889586753707975,0.0,1.140398860442634,2025,11,14,3,4,3,36.72855661069761,1.6710528350076423
bengaluru,12.9716,77.5946,2025-11-14 03:00:00,-0.19838508221964768,-0.3771613869018159,0.1858849999127803,-0.661295815289677,37.1,-0.9108212802365817,0.08554712104933532,0.8303221171100336,0.9681057502926657,63,-0.23907549265484537,-1.2665721138750237,-1.3505537651969002,0.07532795872469701,2025,11,14,3,4,3,45.66099750375892,2.722287664202811
jaipur,26.9124,75.7873,2025-11-14 03:00:00,1.9173073879974845,0.5800474559122022,-1.0518719063612372,0.6509877505383176,91.3,-0.5091059003852179,-0.9474033274468516,-0.044506974544920155,-1.7042663114173449,346,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,11,14,3,4,3,143.25783502169855,0.543568427645842
mumbai,19.076,72.8777,2025-11-14 03:00:00,0.5713922911248908,0.9873703677479545,-0.7662356972210793,-0.25751625657337085,56.2,0.5767809857754999,0.4360124517891128,-0.1903118231540791,-0.3176581661904526,54,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704445,2025,11,14,3,4,3,51.11333533629457,6.950717273708486
chennai,13.0827,80.2707,2025-11-14 04:00:00,-0.8653660982542012,-0.9321388542780285,0.6238605205943557,-0.4152426466969279,39.9,-0.9610357027180021,1.4689629002853,-0.579124752778503,3.3883672401432405,36,0.17016680978537055,-0.9889586753707975,0.0,1.140398860442634,2025,11,14,4,4,3,36.72855661069761,1.6710528350076423
jaipur,26.9124,75.7873,2025-11-14 04:00:00,1.398544375526165,0.19818222606618432,-0.3473025904821811,0.577382101813991,86.4,-0.3835698441816667,-0.2833637534135886,-0.481921520372397,-1.7798994829751753,333,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,11,14,4,4,3,143.25783502169855,0.543568427645842
kolkata,22.5726,88.3639,2025-11-14 04:00:00,0.6717980354741784,-0.3822529232997628,0.947581557619868,1.3113355705222762,122.9,0.46379853519230396,0.7680322388057444,-0.38471828796629104,-0.5193466236780006,339,1.2031166012388552,-0.16908702123881622,0.23256762446962248,1.1781129426923302,2025,11,14,4,4,3,24.587849250420973,0.780706564798492
hyderabad,17.385,78.4867,2025-11-14 04:00:00,0.6861417132383624,-0.26005604974903707,0.31918189751152065,-0.6886350562444268,32.2,0.15623519749360343,0.2884481020039437,-0.579124752778503,-0.5697687380498876,68,1.9425924477533985,1.3255112319937157,-0.036982194042795444,-1.7891644189032367,2025,11,14,4,4,3,19.882815062242454,0.39603911318559004
mumbai,19.076,72.8777,2025-11-14 04:00:00,0.2677844451163306,0.7582512298403438,-0.042623967399346,-0.21124984880379422,58.2,0.5516737745347897,1.0447153946529375,-0.676327985184609,-0.2420249946326222,71,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704445,2025,11,14,4,4,3,51.11333533629457,6.950717273708486
delhi,28.6139,77.209,2025-11-14 04:00:00,1.9961976157004961,0.6767866474731933,-0.442514660195567,0.7287994363326058,100.8,0.49518254924319177,-0.48626473436819706,-0.1903118231540791,-0.645401909607718,266,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,11,14,4,4,3,29.467460806877423,0.3544953745262739
ahmedabad,23.0225,72.5714,2025-11-14 04:00:00,-0.42788392644659085,-0.22441529496340878,-0.3092177625968267,-0.949409354582041,24.2,-0.3333554217002461,0.19622038338821277,-0.53052313657545,0.21177403471436085,77,-1.303405274167494,0.44479552023478347,0.0,0.7873704342236211,2025,11,14,4,4,3,124.24832867360685,0.558069868971395
pune,18.5204,73.8567,2025-11-14 04:00:00,-0.24380672847289686,-0.524815942442276,0.014503274428685575,-0.6444716670098308,37.4,-0.5342131116259281,0.21466592711135857,-0.579124752778503,-0.5697687380498876,63,-0.6550077498570056,0.006122175832285481,-1.5235588167726977,-0.8959622647681503,2025,11,14,4,4,3,60.65304649941548,0.7009004565590577
lucknow,26.8467,80.9462,2025-11-14 04:00:00,0.21519095998098944,-0.5655482336258514,0.26205465568348907,1.008500901485047,97.6,0.09346716939182782,-0.00668059756639567,-0.433319904169344,-0.9227235386530965,278,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.0150868479270346e-16,2025,11,14,4,4,3,39.980698384971745,0.7034129652330101
bengaluru,12.9716,77.5946,2025-11-14 04:00:00,-0.29161898768684336,-0.49426672405459465,0.39535155328222943,-0.6234414816600232,38.9,-0.9233748858569367,0.36223027689652826,0.34430595507950373,0.6907841212472868,58,-0.23907549265484537,-1.2665721138750237,-1.3505537651969002,0.07532795872469701,2025,11,14,4,4,3,45.66099750375892,2.722287664202811
bengaluru,12.9716,77.5946,2025-11-14 05:00:00,-0.4828680245426293,-0.7132027891663116,0.6619453484797101,-0.6633988338246577,37.1,-0.9610357027180021,0.6942500639131599,-0.14171020695102612,0.539517778131626,53,-0.23907549265484537,-1.2665721138750237,-1.3505537651969002,0.07532795872469701,2025,11,14,5,4,3,45.66099750375892,2.722287664202811
hyderabad,17.385,78.4867,2025-11-14 05:00:00,-0.0334327879315323,-0.6622874251868426,0.7190725903077416,-0.7622407049687534,29.3,-0.1450513373949195,0.6204678890205747,-0.9679376824029269,-0.39329133774828307,67,1.9425924477533985,1.3255112319937157,-0.036982194042795444,-1.7891644189032367,2025,11,14,5,4,3,19.882815062242454,0.39603911318559004
pune,18.5204,73.8567,2025-11-14 05:00:00,-0.5426333485600624,-0.7793927623396213,0.642902934537033,-0.6045143148451964,39.0,-0.4588914779037973,0.6942500639131599,-0.9679376824029269,-0.2420249946326222,66,-0.6550077498570056,0.006122175832285481,-1.5235588167726977,-0.8959622647681503,2025,11,14,5,4,3,60.65304649941548,0.7009004565590577
kolkata,22.5726,88.3639,2025-11-14 05:00:00,-0.021479723128045677,-0.6826535707786302,1.5950236316708926,0.7645507514272788,93.6,0.4575217323821263,1.0631609383760838,-0.9679376824029269,0.1109298059705868,347,1.2031166012388552,-0.16908702123881622,0.23256762446962248,1.1781129426923302,2025,11,14,5,4,3,24.587849250420973,0.780706564798492
chennai,13.0827,80.2707,2025-11-14 05:00:00,-0.84863180752932,-0.9932372910533912,0.6809877624223872,-0.4047275540220241,40.4,-0.9610357027180021,1.561190618901031,-0.627726368981556,3.4387893545151282,36,0.17016680978537055,-0.9889586753707975,0.0,1.140398860442634,2025,11,14,5,4,3,36.72855661069761,1.6710528350076423
lucknow,26.8467,80.9462,2025-11-14 05:00:00,-0.08841688602757077,-0.7793927623396213,0.9856663855052223,0.8276413074767016,78.0,0.1374047890630707,0.47290353923540573,-0.9193360661998738,-0.26723605181856563,286,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.0150868479270346e-16,2025,11,14,5,4,3,39.980698384971745,0.7034129652330101
delhi,28.6139,77.209,2025-11-14 05:00:00,1.0638585610285396,0.15744993488260906,0.4143939672249066,0.4806432492048761,88.2,0.6897634363586962,-0.00668059756639567,-0.676327985184609,-0.5697687380498876,274,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,11,14,5,4,3,29.467460806877423,0.3544953745262739
mumbai,19.076,72.8777,2025-11-14 05:00:00,-0.28444714880475136,0.3560198544025384,0.9666239715625452,-0.21755890440873643,57.3,0.4889057464330141,1.6349727937936156,-1.2595473796212449,0.1109298059705868,86,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704445,2025,11,14,5,4,3,51.11333533629457,6.950717273708486
ahmedabad,23.0225,72.5714,2025-11-14 05:00:00,-0.576101930009825,-0.5146328696463823,0.39535155328222943,-0.8505674834379454,28.3,-0.03834568962190079,0.6942500639131599,-0.8221328337937679,0.23698509190030426,80,-1.303405274167494,0.44479552023478347,0.0,0.7873704342236211,2025,11,14,5,4,3,124.24832867360685,0.558069868971395
jaipur,26.9124,75.7873,2025-11-14 05:00:00,0.3681901894656182,-0.4128021416874442,0.6238605205943557,0.4007285448756073,74.7,-0.22037297111705015,0.14088375221877403,-0.9679376824029269,-1.5782110254876274,207,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,11,14,5,4,3,143.25783502169855,0.543568427645842
pune,18.5204,73.8567,2025-11-14 06:00:00,-0.7769134187084002,-0.9728711454616037,1.0999208691612854,-0.6045143148451964,39.0,-0.43378426666308706,1.007824307206645,-1.3081489958242978,-0.16639182307479178,63,-0.6550077498570056,0.006122175832285481,-1.5235588167726977,-0.8959622647681503,2025,11,14,6,4,3,60.65304649941548,0.7009004565590577
jaipur,26.9124,75.7873,2025-11-14 06:00:00,-0.4493994430928668,-0.8761319539006124,1.3284298364734117,0.11261500558324303,63.8,-0.1450513373949195,0.5282401704048437,-1.4053522282304038,-1.2252562248844183,231,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,11,14,6,4,3,143.25783502169855,0.543568427645842
mumbai,19.076,72.8777,2025-11-14 06:00:00,-0.6884607391625992,0.04034459772983021,1.8997022547537274,-0.21966192294371722,57.2,0.47635214081265903,1.9854381245333936,-1.5997586930426158,-0.14118076588884815,104,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704445,2025,11,14,6,4,3,51.11333533629457,6.950717273708486
bengaluru,12.9716,77.5946,2025-11-14 06:00:00,-0.6382578669879554,-0.8710404175026656,0.852369487906482,-0.6886350562444268,36.0,-0.9986965195790674,0.9155965885909142,-0.433319904169344,0.6151509496894567,45,-0.23907549265484537,-1.2665721138750237,-1.3505537651969002,0.07532795872469701,2025,11,14,6,4,3,45.66099750375892,2.722287664202811
delhi,28.6139,77.209,2025-11-14 06:00:00,0.2988624136053958,-0.2702391225449308,1.0808784552186084,0.07896670902355069,68.2,0.7964690841317145,0.45445799551225924,-1.1137425310120859,-0.11596970870290474,282,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,11,14,6,4,3,29.467460806877423,0.3544953745262739
kolkata,22.5726,88.3639,2025-11-14 06:00:00,-0.5282896707958785,-0.8914065630944533,2.0710839802378223,0.5584549349991643,83.6,0.4135841127108834,1.1738342007149607,-1.1137425310120859,0.3126182634581345,347,1.2031166012388552,-0.16908702123881622,0.23256762446962248,1.1781129426923302,2025,11,14,6,4,3,24.587849250420973,0.780706564798492
hyderabad,17.385,78.4867,2025-11-14 06:00:00,-0.5808831559312196,-0.9525049998698162,1.0237512133905768,-0.7685497605736957,29.5,-0.36473943575113393,0.8418144136983297,-1.1137425310120859,-0.7210350811655487,54,1.9425924477533985,1.3255112319937157,-0.036982194042795444,-1.7891644189032367,2025,11,14,6,4,3,19.882815062242454,0.39603911318559004
lucknow,26.8467,80.9462,2025-11-14 06:00:00,-0.32986879505800054,-0.9372303906759754,1.4807691480148293,0.33763798882618445,56.6,0.13112798625289326,0.8233688699751832,-1.4053522282304038,0.36304037783002174,298,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.0150868479270346e-16,2025,11,14,6,4,3,39.980698384971745,0.7034129652330101
ahmedabad,23.0225,72.5714,2025-11-14 06:00:00,-0.7075856428481778,-0.743752007553993,0.947581557619868,-0.6886350562444268,34.6,0.13112798625289326,1.2476163756075458,-1.1623441472151388,0.36304037783002174,81,-1.303405274167494,0.44479552023478347,0.0,0.7873704342236211,2025,11,14,6,4,3,124.24832867360685,0.558069868971395
chennai,13.0827,80.2707,2025-11-14 06:00:00,-0.8462411945686227,-1.0339695822369666,0.7000301763650645,-0.4005215169520627,40.5,-0.9610357027180021,1.5980817063473234,-0.627726368981556,3.363156182957298,30,0.17016680978537055,-0.9889586753707975,0.0,1.140398860442634,2025,11,14,6,4,3,36.72855661069761,1.6710528350076423
hyderabad,17.385,78.4867,2025-11-14 07:00:00,-0.7362729983765457,-1.0543357278287542,1.2141753528173487,-0.7475195752238881,30.6,-0.42750746385290955,1.0816064820992297,-1.2109457634181917,-0.7462461383514921,56,1.9425924477533985,1.3255112319937157,-0.036982194042795444,-1.7891644189032367,2025,11,14,7,4,3,19.882815062242454,0.39603911318559004
chennai,13.0827,80.2707,2025-11-14 07:00:00,-0.8725379371362932,-1.0492441914308073,0.7000301763650645,-0.4005215169520627,40.5,-0.9735893083383572,1.6349727937936156,-0.676327985184609,3.1614677254697496,27,0.17016680978537055,-0.9889586753707975,0.0,1.140398860442634,2025,11,14,7,4,3,36.72855661069761,1.6710528350076423
lucknow,26.8467,80.9462,2025-11-14 07:00:00,-0.43983699125007747,-1.0186949730431258,1.6140660456135696,0.04321539392887799,48.5,0.011868732859519508,1.007824307206645,-1.5997586930426158,0.48909566375973923,300,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.0150868479270346e-16,2025,11,14,7,4,3,39.980698384971745,0.7034129652330101
bengaluru,12.9716,77.5946,2025-11-14 07:00:00,-0.7123668687695724,-0.9372303906759754,0.9285391436771908,-0.713871278664196,34.8,-1.0238037308197778,1.1184975695455226,-0.7249296013876619,0.36304037783002174,32,-0.23907549265484537,-1.2665721138750237,-1.3505537651969002,0.07532795872469701,2025,11,14,7,4,3,45.66099750375892,2.722287664202811
jaipur,26.9124,75.7873,2025-11-14 07:00:00,-0.7984289353546762,-1.064518800624648,1.4998115619575065,-0.1565713668942944,52.6,-0.22037297111705015,0.6942500639131599,-1.5025554606365097,-1.0739898817687574,254,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,11,14,7,4,3,143.25783502169855,0.543568427645842
mumbai,19.076,72.8777,2025-11-14 07:00:00,-0.7673509668656109,-0.1276761034024175,2.661398812460815,-0.20494079319885183,57.9,0.5830577885856775,2.1883391054880015,-1.6969619254487216,-1.401733625186023,151,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704445,2025,11,14,7,4,3,51.11333533629457,6.950717273708486
ahmedabad,23.0225,72.5714,2025-11-14 07:00:00,-0.8079913871974654,-0.8761319539006124,1.233217766760026,-0.6528837411497539,35.6,0.06208315534094003,1.561190618901031,-1.5025554606365097,0.5647288353175695,92,-1.303405274167494,0.44479552023478347,0.0,0.7873704342236211,2025,11,14,7,4,3,124.24832867360685,0.558069868971395
pune,18.5204,73.8567,2025-11-14 07:00:00,-0.8653660982542012,-1.0441526550328604,1.2713025946453802,-0.6318535557999463,38.0,-0.4839986891445076,1.3213985505001304,-1.5511570768395626,-0.2420249946326222,58,-0.6550077498570056,0.006122175832285481,-1.5235588167726977,-0.8959622647681503,2025,11,14,7,4,3,60.65304649941548,0.7009004565590577
