city,latitude,longitude,timestamp,CO,NO2,O3,PM10,PM2.5,SO2,temperature,humidity,wind_speed,wind_direction,distance_to_road_km,distance_to_industry_km,distance_to_dump_km,distance_to_farmland_km,year,month,day,hour,day_of_week,season,road_proximity,industry_proximity,pollution_source,date
3,28.6139,77.209,1400,1.2001235,0.722610475,-0.690066041,0.598412287,97.1,0.507736155,-2.164809213,0.976126966,-0.01512548,299,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,11,17,6,0,29.46746081,0.354495375,Burning,1400
3,28.6139,77.209,1237,2.584288404,1.572897054,-1.432720185,1.204081625,123.9,1.078925211,-1.832789426,1.364939895,-0.317658166,350,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,4,19,6,0,29.46746081,0.354495375,Burning,1237
3,28.6139,77.209,253,2.644053728,2.978161099,-0.44251466,0.926483179,112.5,1.951400801,-0.191136035,-0.530523137,-1.200045168,302,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,24,14,0,3,29.46746081,0.354495375,Burning,253
3,28.6139,77.209,670,1.809729805,1.206306433,-1.375592943,1.557388739,143,1.650114266,-1.943462688,1.462143128,-0.771457196,263,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,12,1,4,0,29.46746081,0.354495375,Burning,670
3,28.6139,77.209,1187,1.766698771,1.333594843,-1.489847427,0.827641307,100.8,0.708593845,-1.832789426,1.364939895,-0.897512481,254,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,2,17,4,0,29.46746081,0.354495375,Burning,1187
6,22.5726,88.3639,976,1.185779822,0.06580228,-0.53772673,1.517431387,139.7,0.432414521,-0.965848871,1.073330198,-0.065547594,341,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,24,20,2,0,24.58784925,0.780706565,Burning,976
3,28.6139,77.209,1580,2.445632852,0.646237429,1.34747225,1.155712199,123.9,1.800757534,-0.062017229,-0.676327985,-1.704266311,90,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,19,6,0,0,29.46746081,0.354495375,Burning,1580
3,28.6139,77.209,37,0.745907037,1.985311502,-0.461557074,0.573176065,94.3,0.928281943,0.214665927,-1.016539299,-0.393291338,284,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,15,13,5,3,29.46746081,0.354495375,Burning,37
3,28.6139,77.209,910,2.273508719,1.628903954,-1.356550529,3.279760919,223.1,2.252687336,-1.685225076,1.899557674,-0.973145653,131,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,22,2,0,0,29.46746081,0.354495375,Burning,910
3,28.6139,77.209,324,2.127681329,3.884454578,-0.480599488,1.321850663,129.9,2.955689251,-0.135799404,-0.530523137,-1.326100454,35,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,27,13,3,3,29.46746081,0.354495375,Burning,324
3,28.6139,77.209,1567,5.254603081,4.118665252,-1.432720185,3.37860279,229.1,3.784227222,-1.131858765,1.267736663,-0.64540191,92,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,18,17,6,0,29.46746081,0.354495375,Burning,1567
3,28.6139,77.209,664,1.472653377,1.328503306,-1.07091432,0.768756788,105.9,1.486917393,-1.039631046,0.53871242,-1.200045168,270,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,11,19,3,0,29.46746081,0.354495375,Burning,664
3,28.6139,77.209,1814,0.377752641,0.055619207,-1.223253632,0.598412287,95.7,-0.170158549,-1.925017145,1.94815929,-0.317658166,296,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,29,1,3,0,29.46746081,0.354495375,Burning,1814
3,28.6139,77.209,325,2.051181714,4.388516682,-0.994744665,1.683569851,147.6,3.219314969,-0.320254841,-0.287515056,-1.250467282,21,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,27,14,3,3,29.46746081,0.354495375,Burning,325
3,28.6139,77.209,1403,0.98257772,-0.066577667,-0.518684316,0.642575676,99.2,0.181342409,-2.459937913,1.267736663,0.085718749,292,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,11,20,6,0,29.46746081,0.354495375,Burning,1403
3,28.6139,77.209,1739,0.834359717,1.226672578,-1.470805013,1.399662349,101.7,0.444968127,-2.441492369,1.413541512,-0.64540191,260,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,25,21,6,0,29.46746081,0.354495375,Burning,1739
6,22.5726,88.3639,1288,0.416002449,-0.102218421,-0.804320525,1.889665668,156.9,0.193896014,-1.70367062,1.316338279,-0.19160288,358,1.203116601,-0.169087021,0.232567624,1.178112943,2026,1,6,22,1,0,24.58784925,0.780706565,Burning,1288
6,22.5726,88.3639,23,0.774594393,0.422209828,-1.108999148,1.195669551,122.9,0.062083155,-0.449373647,1.024728582,-0.317658166,330,1.203116601,-0.169087021,0.232567624,1.178112943,2025,11,14,23,4,3,24.58784925,0.780706565,Burning,23
6,22.5726,88.3639,1029,1.066249174,-0.015662303,-0.709108455,1.34077783,132.7,0.413584113,-1.279423114,1.364939895,-0.443713452,311,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,27,2,5,0,24.58784925,0.780706565,Burning,1029
3,28.6139,77.209,838,3.389924972,0.600413602,-0.975702251,1.52794648,139.7,1.317443717,-1.814343882,1.802354441,-0.368080281,291,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,19,2,4,0,29.46746081,0.354495375,Burning,838
3,28.6139,77.209,1640,2.995473833,2.041318402,-1.223253632,1.048458254,116.9,1.254675689,-1.150304308,0.441509187,-0.947934596,11,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,21,18,2,0,29.46746081,0.354495375,Burning,1640
3,28.6139,77.209,1431,4.845808265,1.807107728,-1.280380874,2.261899948,176.5,1.223291675,-2.976413137,1.899557674,-0.973145653,300,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,13,1,1,0,29.46746081,0.354495375,Burning,1431
6,22.5726,88.3639,1258,0.755469489,0.57495592,-0.728150869,1.567903832,140.2,0.369646493,-1.150304308,0.781720501,-0.721035081,42,1.203116601,-0.169087021,0.232567624,1.178112943,2026,1,5,16,0,0,24.58784925,0.780706565,Burning,1258
3,28.6139,77.209,236,2.366742625,1.26740487,-1.032829492,2.184088263,170.9,0.702317042,-1.150304308,0.733118885,-0.973145653,288,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,23,21,6,3,29.46746081,0.354495375,Burning,236
3,28.6139,77.209,733,3.65528301,6.75098957,-1.242296046,5.542608863,328.8,8.341186062,-0.523155822,0.392907571,-1.45215574,32,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,14,16,6,0,29.46746081,0.354495375,Burning,733
3,28.6139,77.209,1235,3.01698935,2.244979858,-1.508889841,1.450134794,135,1.643837464,-1.629888445,1.219135047,-0.796668253,332,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,4,17,6,0,29.46746081,0.354495375,Burning,1235
3,28.6139,77.209,1364,3.18672287,0.722610475,-1.451762599,1.420692534,136,0.771361873,-2.441492369,1.753752825,-0.19160288,290,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,10,3,5,0,29.46746081,0.354495375,Burning,1364
3,28.6139,77.209,148,2.62971005,2.423183632,1.099920869,1.822369075,155.5,4.223603418,0.214665927,-0.287515056,-1.603422083,252,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,20,5,3,3,29.46746081,0.354495375,Burning,148
3,28.6139,77.209,1482,3.631376881,0.457850582,-0.194963279,2.095761484,167.6,0.997326774,-2.386155738,1.802354441,0.035296634,297,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,15,4,3,0,29.46746081,0.354495375,Burning,1482
3,28.6139,77.209,2120,1.740402029,0.452759046,-0.880490181,0.993779772,111.5,0.645825817,-1.187195396,1.170533431,-0.695824024,247,0.68565084,1.680996712,-0.605629918,1.137263421,2026,2,11,1,2,0,29.46746081,0.354495375,Burning,2120
3,28.6139,77.209,1174,0.461424095,0.050527671,-1.051871906,0.876010734,97.8,0.25038724,-1.463878552,1.219135047,0.388251435,296,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,2,3,4,0,29.46746081,0.354495375,Burning,1174
4,17.385,78.4867,1078,1.224029629,0.753159693,-0.214005693,0.337637989,85.2,0.482628944,-0.449373647,0.004094642,-0.897512481,74,1.942592448,1.325511232,-0.036982194,-1.789164419,2025,12,29,3,0,0,19.88281506,0.396039113,Burning,1078
6,22.5726,88.3639,2075,1.082983465,0.070893816,0.09067293,1.033737124,109,0.281771254,-0.080462772,0.198501106,-1.225256225,348,1.203116601,-0.169087021,0.232567624,1.178112943,2026,2,9,3,0,0,24.58784925,0.780706565,Burning,2075
6,22.5726,88.3639,1526,0.626376389,-0.148042249,-0.690066041,1.195669551,124.8,0.275494451,-1.408541921,0.830322117,-0.141180766,343,1.203116601,-0.169087021,0.232567624,1.178112943,2026,1,17,0,5,0,24.58784925,0.780706565,Burning,1526
3,28.6139,77.209,1156,0.6837511,0.075985353,1.671193287,0.749829622,104.1,2.497482646,-0.76294789,0.830322117,-1.048778825,261,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,1,9,3,0,29.46746081,0.354495375,Burning,1156
3,28.6139,77.209,83,0.64311068,3.120724118,-0.53772673,0.993779772,115,1.599899844,0.288448102,-0.822132834,-0.99835671,309,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,17,12,0,3,29.46746081,0.354495375,Burning,83
3,28.6139,77.209,2075,3.925422275,2.32644444,-1.451762599,2.085246391,157.9,2.44099142,-1.482324095,0.830322117,-0.746246138,256,0.68565084,1.680996712,-0.605629918,1.137263421,2026,2,9,3,0,0,29.46746081,0.354495375,Burning,2075
6,22.5726,88.3639,1053,0.977796494,-0.148042249,-0.6329388,0.802405085,107.3,0.055806353,-1.279423114,1.364939895,-0.317658166,327,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,28,2,6,0,24.58784925,0.780706565,Burning,1053
3,28.6139,77.209,1039,1.147530015,2.978161099,-0.271132935,1.664642684,146.7,2.403330604,-0.541601366,0.295704339,-0.872301424,297,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,27,12,5,0,29.46746081,0.354495375,Burning,1039
3,28.6139,77.209,1779,0.566611065,0.905905785,-0.671023628,0.846568474,107.6,0.256664042,-1.224086483,1.55934636,0.715995178,101,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,27,14,1,0,29.46746081,0.354495375,Burning,1779
3,28.6139,77.209,195,4.040171697,2.861055762,-0.137836037,3.00636851,210.5,3.539431912,-0.191136035,0.14989949,-0.872301424,260,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,22,4,5,3,29.46746081,0.354495375,Burning,195
3,28.6139,77.209,1648,6.712876987,1.919121529,-1.585059497,2.280827115,177.4,1.901186379,-2.054135951,1.073330198,-1.653844197,307,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,22,2,3,0,29.46746081,0.354495375,Burning,1648
3,28.6139,77.209,117,1.843198386,2.285712149,-1.585059497,1.675157777,148.1,0.758808267,-1.187195396,1.170533431,-0.771457196,261,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,18,22,1,3,29.46746081,0.354495375,Burning,117
3,28.6139,77.209,83,0.64311068,3.120724118,-0.53772673,0.993779772,115,1.599899844,0.288448102,-0.822132834,-0.99835671,309,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,17,12,0,3,29.46746081,0.354495375,Burning,83
3,28.6139,77.209,1809,0.554658,0.681878184,-1.356550529,0.798199048,104.5,0.143681592,-1.70367062,1.656549593,0.010085577,307,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,28,20,2,0,29.46746081,0.354495375,Burning,1809
3,28.6139,77.209,1434,5.543867249,1.430334034,-0.499641902,2.310269375,178.8,1.832141548,-2.238591388,1.55934636,-0.897512481,317,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,13,4,1,0,29.46746081,0.354495375,Burning,1434
3,28.6139,77.209,1662,0.984968333,0.94154654,0.052588102,1.086312587,119.7,1.537131816,-0.430928103,0.441509187,1.169794208,132,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,22,16,3,0,29.46746081,0.354495375,Burning,1662
3,28.6139,77.209,1618,1.03038998,1.364144061,-1.337508116,1.586830999,139.7,1.053817999,-1.334759746,1.073330198,-0.771457196,322,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,20,20,1,0,29.46746081,0.354495375,Burning,1618
3,28.6139,77.209,1279,1.097327142,1.537256299,-0.404429832,1.155712199,121.1,1.091478816,-1.445433008,0.92752535,-0.443713452,302,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,6,13,1,0,29.46746081,0.354495375,Burning,1279
3,28.6139,77.209,1078,3.055239157,1.791833119,-1.185168804,2.467995765,187.2,2.271517745,-1.869680514,1.705151209,-1.073989882,254,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,29,3,0,0,29.46746081,0.354495375,Burning,1078
3,28.6139,77.209,420,2.890286863,4.495438946,-1.508889841,1.752969463,152.3,3.658691166,-0.578492453,-0.433319904,-1.200045168,86,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,1,15,0,0,29.46746081,0.354495375,Burning,420
3,28.6139,77.209,1019,3.903906758,2.861055762,-1.394635357,1.811853982,155.1,2.365669787,-1.094967677,0.635915652,-0.721035081,342,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,26,16,4,0,29.46746081,0.354495375,Burning,1019
6,22.5726,88.3639,680,0.358627738,0.009795379,1.518853976,0.396522508,85.2,0.288048057,0.712695608,-0.724929601,0.010085577,340,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,12,11,4,0,24.58784925,0.780706565,Burning,680
3,28.6139,77.209,441,0.910859332,3.008710318,-0.309217763,0.983264679,115.9,2.987073265,0.140883752,-0.384718288,-0.317658166,334,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,2,12,1,0,29.46746081,0.354495375,Burning,441
3,28.6139,77.209,1316,1.159483079,-0.137859176,-0.594853972,0.968543549,111.5,0.313155268,-2.459937913,1.753752825,-0.721035081,318,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,8,2,3,0,29.46746081,0.354495375,Burning,1316
3,28.6139,77.209,1021,3.683970366,1.934396138,-1.26133846,1.645715518,147.1,1.662667872,-1.316314202,1.024728582,-0.670612967,340,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,26,18,4,0,29.46746081,0.354495375,Burning,1021
3,28.6139,77.209,1501,1.049514883,-0.280422195,-0.671023628,1.538461572,139.2,0.212726423,-2.607502263,1.462143128,-0.594979795,288,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,15,23,3,0,29.46746081,0.354495375,Burning,1501
3,28.6139,77.209,1491,1.608918316,0.468033655,0.414393967,0.621545491,98,0.733701056,-1.242532027,0.247102723,0.010085577,290,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,15,13,3,0,29.46746081,0.354495375,Burning,1491
3,28.6139,77.209,831,2.230477686,2.117691448,-1.280380874,2.741388174,190,2.108320871,-1.316314202,1.510744744,-0.620190852,314,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,18,19,3,0,29.46746081,0.354495375,Burning,831
6,22.5726,88.3639,1314,0.530751871,-0.453534433,-0.44251466,1.311335571,130.9,0.106020775,-1.832789426,1.364939895,0.211774035,344,1.203116601,-0.169087021,0.232567624,1.178112943,2026,1,8,0,3,0,24.58784925,0.780706565,Burning,1314
3,28.6139,77.209,1958,1.883838807,0.620779747,-1.470805013,2.066319225,163.4,0.093467169,-1.925017145,1.607947976,-0.519346624,345,0.68565084,1.680996712,-0.605629918,1.137263421,2026,2,4,2,2,0,29.46746081,0.354495375,Burning,1958
3,28.6139,77.209,1955,1.293357405,0.651328965,-1.147083976,1.734042296,145.8,0.36336969,-1.832789426,1.55934636,-1.048778825,324,0.68565084,1.680996712,-0.605629918,1.137263421,2026,2,3,23,1,0,29.46746081,0.354495375,Burning,1955
6,22.5726,88.3639,1257,0.698094778,0.585138992,-0.6329388,1.517431387,137.8,0.419860916,-1.039631046,0.635915652,-0.393291338,40,1.203116601,-0.169087021,0.232567624,1.178112943,2026,1,5,15,0,0,24.58784925,0.780706565,Burning,1257
6,22.5726,88.3639,1526,0.626376389,-0.148042249,-0.690066041,1.195669551,124.8,0.275494451,-1.408541921,0.830322117,-0.141180766,343,1.203116601,-0.169087021,0.232567624,1.178112943,2026,1,17,0,5,0,24.58784925,0.780706565,Burning,1526
3,28.6139,77.209,1733,2.182665427,2.046409939,-1.337508116,1.048458254,97.1,1.173077253,-1.832789426,0.92752535,-0.519346624,266,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,25,15,6,0,29.46746081,0.354495375,Burning,1733
3,28.6139,77.209,125,0.894125041,0.585138992,1.766405357,0.518497583,93.4,2.855260406,0.546685714,-0.676327985,-0.544557681,100,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,19,6,2,3,29.46746081,0.354495375,Burning,125
3,28.6139,77.209,1342,2.785099893,0.839715812,-0.918575009,1.694084944,148.1,0.526566563,-2.183254757,1.753752825,-1.149623053,90,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,9,4,4,0,29.46746081,0.354495375,Burning,1342
3,28.6139,77.209,1334,3.80828224,2.39772595,-1.756441222,2.644649322,191.4,1.945123998,-2.330819107,1.94815929,-0.847090367,29,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,8,20,3,0,29.46746081,0.354495375,Burning,1334
3,28.6139,77.209,1550,5.811615901,3.818264605,-1.88973812,2.810787786,200.7,3.432726264,-2.386155738,1.94815929,-1.099200939,170,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,18,0,6,0,29.46746081,0.354495375,Burning,1550
3,28.6139,77.209,1375,1.819292257,1.170665678,-0.728150869,0.470128157,91,0.915728338,-1.500769639,0.635915652,0.010085577,297,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,10,14,5,0,29.46746081,0.354495375,Burning,1375
3,28.6139,77.209,1067,4.888839298,4.042292207,-1.566017083,3.544741255,237,3.934870489,-1.131858765,1.024728582,-1.099200939,59,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,28,16,6,0,29.46746081,0.354495375,Burning,1067
3,28.6139,77.209,722,3.497502555,1.19612336,1.366514664,2.909629657,206.3,3.231868574,-0.228027122,0.004094642,-1.552999968,164,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,14,5,6,0,29.46746081,0.354495375,Burning,722
3,28.6139,77.209,688,4.207514604,5.498471616,-1.413677771,4.720328616,290.6,5.987385008,-1.076522134,0.733118885,-1.300889396,51,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,12,19,4,0,29.46746081,0.354495375,Burning,688
3,28.6139,77.209,1855,7.403764133,3.594237003,-1.88973812,2.594176877,187.2,4.725747643,-1.666779533,1.510744744,-1.326100454,145,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,30,19,4,0,29.46746081,0.354495375,Burning,1855
3,28.6139,77.209,203,0.925203009,3.125815655,-0.214005693,1.822369075,151.3,1.731712703,0.288448102,-0.822132834,-0.847090367,272,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,22,12,5,3,29.46746081,0.354495375,Burning,203
3,28.6139,77.209,220,2.20179033,1.374327134,0.738115004,2.154646003,170,3.2883598,0.196220383,-0.676327985,-1.426944682,259,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,23,5,6,3,29.46746081,0.354495375,Burning,220
3,28.6139,77.209,704,2.146806232,2.896696517,1.804490185,1.292408404,128.5,4.757131657,0.509794627,-1.016539299,-0.99835671,75,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,13,11,5,0,29.46746081,0.354495375,Burning,704
3,28.6139,77.209,1142,0.858265846,0.585138992,-0.366345004,1.683569851,149.5,1.097755619,-1.832789426,1.802354441,0.211774035,120,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,31,19,2,0,29.46746081,0.354495375,Burning,1142
3,28.6139,77.209,997,3.136519998,3.456765521,-1.756441222,2.516365191,186.3,4.066683348,-1.463878552,0.92752535,-1.351311511,255,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,25,18,3,0,29.46746081,0.354495375,Burning,997
3,28.6139,77.209,1074,3.399487424,1.114658778,-1.108999148,2.085246391,168.1,1.286059703,-1.869680514,1.899557674,-1.023567767,245,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,28,23,6,0,29.46746081,0.354495375,Burning,1074
3,28.6139,77.209,1172,2.455195304,-0.092035349,-1.147083976,0.882319789,100.8,0.074636761,-1.519215183,1.462143128,0.438673549,313,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,2,1,4,0,29.46746081,0.354495375,Burning,1172
3,28.6139,77.209,5,1.063858561,0.157449935,0.414393967,0.480643249,88.2,0.689763436,-0.006680598,-0.676327985,-0.569768738,274,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,14,5,4,3,29.46746081,0.354495375,Burning,5
3,28.6139,77.209,443,1.133186337,2.509739751,-0.804320525,0.974852605,115.5,2.145981688,-0.228027122,-0.433319904,-0.670612967,338,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,2,14,1,0,29.46746081,0.354495375,Burning,443
3,28.6139,77.209,1032,2.890286863,0.30510449,0.185885,1.056870328,119.2,1.436702971,-1.094967677,0.635915652,-0.771457196,291,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,27,5,5,0,29.46746081,0.354495375,Burning,1032
3,28.6139,77.209,2115,1.154701854,1.303045624,-0.994744665,1.380735182,128.1,0.871790718,-0.892066696,0.976126966,-1.250467282,120,0.68565084,1.680996712,-0.605629918,1.137263421,2026,2,10,20,1,0,29.46746081,0.354495375,Burning,2115
3,28.6139,77.209,184,2.627319437,4.597269674,-1.108999148,3.300791105,223.5,3.162823744,-0.320254841,0.295704339,-1.099200939,90,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,21,17,4,3,29.46746081,0.354495375,Burning,184
3,28.6139,77.209,1340,2.514960628,0.742976621,-1.375592943,1.664642684,146.2,0.181342409,-2.441492369,1.705151209,-1.426944682,336,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,9,2,4,0,29.46746081,0.354495375,Burning,1340
3,28.6139,77.209,180,1.257498211,5.05550795,-0.34730259,2.556322543,188.6,3.056118096,0.343784733,-0.238913439,-1.704266311,284,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,21,13,4,3,29.46746081,0.354495375,Burning,180
3,28.6139,77.209,1983,1.13557695,0.3203791,-0.937617423,0.415449675,86.8,0.193896014,-1.70367062,1.219135047,0.463884607,283,0.68565084,1.680996712,-0.605629918,1.137263421,2026,2,5,3,3,0,29.46746081,0.354495375,Burning,1983
6,22.5726,88.3639,1648,0.375362028,-0.036028448,-0.480599488,1.155712199,122.5,0.338262479,-0.578492453,0.247102723,-0.519346624,356,1.203116601,-0.169087021,0.232567624,1.178112943,2026,1,22,2,3,0,24.58784925,0.780706565,Burning,1648
6,22.5726,88.3639,1146,0.442299191,0.330562172,-0.785278111,2.047392058,164.8,0.413584113,-1.574551814,1.656549593,-0.99835671,336,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,31,23,2,0,24.58784925,0.780706565,Burning,1146
3,28.6139,77.209,1903,5.335883922,2.840689617,-1.527932255,2.486922932,185.8,3.639860757,-1.279423114,1.705151209,-1.729477369,214,0.68565084,1.680996712,-0.605629918,1.137263421,2026,2,1,19,6,0,29.46746081,0.354495375,Burning,1903
3,28.6139,77.209,1547,6.571830822,3.833539214,-1.851653292,3.858091016,250.5,4.072960151,-1.832789426,1.413541512,-1.250467282,150,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,17,21,5,0,29.46746081,0.354495375,Burning,1547
6,22.5726,88.3639,933,0.776985006,-0.056394594,-0.842405353,0.949616383,112.7,0.030699141,-1.076522134,1.462143128,-0.267236052,352,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,23,1,1,0,24.58784925,0.780706565,Burning,933
3,28.6139,77.209,112,4.458528965,4.118665252,-1.566017083,2.310269375,178.3,2.64184911,-0.467819191,0.490110804,-0.922723539,239,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,18,17,1,3,29.46746081,0.354495375,Burning,112
6,22.5726,88.3639,743,0.808062974,0.3203791,-0.233048107,0.533218713,92.2,0.106020775,-0.596937997,1.073330198,-0.670612967,345,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,15,2,0,0,24.58784925,0.780706565,Burning,743
3,28.6139,77.209,1068,5.617976251,3.915003797,-1.661229153,3.879121202,253.3,4.367969883,-1.279423114,1.219135047,-1.300889396,86,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,28,17,6,0,29.46746081,0.354495375,Burning,1068
3,28.6139,77.209,938,1.79777674,-0.183683004,0.90949673,0.901246956,108.5,0.633272211,-0.375591472,0.441509187,-0.01512548,284,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,23,6,1,0,29.46746081,0.354495375,Burning,938
3,28.6139,77.209,1877,2.07269723,2.204247567,-0.994744665,1.811853982,152.7,1.68149828,-1.279423114,1.462143128,0.262196149,128,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,31,17,5,0,29.46746081,0.354495375,Burning,1877
3,28.6139,77.209,1004,4.293576671,2.194064494,-1.661229153,1.361808015,133.6,2.051829646,-2.017244863,1.316338279,-0.796668253,265,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,26,1,4,0,29.46746081,0.354495375,Burning,1004
3,28.6139,77.209,1268,2.464757756,0.646237429,-1.051871906,0.993779772,115.5,0.802745887,-2.220145844,1.850956057,-0.695824024,266,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,6,2,1,0,29.46746081,0.354495375,Burning,1268
3,28.6139,77.209,1652,1.489387668,0.742976621,1.44268432,0.598412287,95.2,2.24013373,0.085547121,-1.016539299,-1.048778825,202,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,22,6,3,0,29.46746081,0.354495375,Burning,1652
6,22.5726,88.3639,936,0.533142484,-0.305879877,0.28109707,0.890731864,109.2,0.438691324,-0.135799404,0.101297874,-0.670612967,340,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,23,4,1,0,24.58784925,0.780706565,Burning,936
6,22.5726,88.3639,706,0.427955513,1.01282805,0.243012242,0.749829622,103.8,0.426137718,0.472903539,-0.287515056,-0.519346624,42,1.203116601,-0.169087021,0.232567624,1.178112943,2025,12,13,13,5,0,24.58784925,0.780706565,Burning,706
3,28.6139,77.209,1374,1.520465637,1.01282805,-0.423472246,0.396522508,87.5,1.110309225,-1.371650833,0.587314036,-0.292447109,290,0.68565084,1.680996712,-0.605629918,1.137263421,2026,1,10,13,5,0,29.46746081,0.354495375,Burning,1374
3,28.6139,77.209,529,1.388981924,0.356019854,-0.023581553,0.43647986,90.3,0.934558746,-1.260977571,-0.093108591,0.463884607,285,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,6,4,5,0,29.46746081,0.354495375,Burning,529
6,22.5726,88.3639,1887,0.49011145,-0.178591467,-0.099751209,0.440685897,90.1,0.080913564,-0.412482559,0.344305955,-0.620190852,360,1.203116601,-0.169087021,0.232567624,1.178112943,2026,2,1,3,6,0,24.58784925,0.780706565,Burning,1887
3,28.6139,77.209,304,2.969177091,4.520896628,-1.527932255,2.409111246,183.5,3.9599777,-0.707611259,-0.190311823,-1.62863314,22,0.68565084,1.680996712,-0.605629918,1.137263421,2025,11,26,17,2,3,29.46746081,0.354495375,Burning,304
3,28.6139,77.209,1055,3.748516916,1.119750314,-0.766235697,2.869672305,205.4,1.744266308,-1.685225076,1.413541512,-0.82187931,260,0.68565084,1.680996712,-0.605629918,1.137263421,2025,12,28,4,6,0,29.46746081,0.354495375,Burning,1055
