location_id,name,locality,latitude,longitude,timezone,pollutants_available,isMobile,isMonitor,last_updated_utc
245,Pacific,Kansas City,38.490299,-90.705299,America/Chicago,o3,False,True,2016-03-23T19:00:00Z
246,Hillcrest HS,Kansas City,37.256136,-93.299886,America/Chicago,"o3,pm10,pm25",False,True,2016-03-23T19:00:00Z
247,CARTHAGE,Kansas City,37.198286,-94.317246,America/Chicago,pm10,False,True,2016-03-23T19:00:00Z
248,MRGRETTA,Kansas City,38.673172,-90.239086,America/Chicago,"no2,pm10,so2",False,True,2019-02-27T19:00:00Z
249,Farrar,Kansas City,37.701893,-89.697655,America/Chicago,o3,False,True,2016-03-23T19:00:00Z
250,ARNOLD,Kansas City,38.448633,-90.39854,America/Chicago,"o3,pm10,pm25",False,True,2016-03-23T19:00:00Z
251,Fellows Lake,Kansas City,37.31951,-93.204635,America/Chicago,o3,False,True,2016-03-23T19:00:00Z
252,Buick NE,Kansas City,37.652142,-91.11689,America/Chicago,so2,False,True,2016-03-23T19:00:00Z
253,BONTERRE,Kansas City,37.8969,-90.4222,America/Chicago,o3,False,True,2016-03-23T19:00:00Z
254,WEST ALTON,Kansas City,38.8708,-90.224403,America/Chicago,o3,False,True,2016-03-23T20:00:00Z
