city,latitude,longitude,pollutant,value,last_updated,distance_to_road_m,distance_to_industry_m,distance_to_farmland_m,distance_to_dump_m,temperature,humidity,wind_speed,wind_direction,hour,month,day_of_week
"Kalal Majra, Khanna - PPCB",30.736056,76.209694,no2,23.27,2026-03-03 12:15:00+00:00,177.67,860.1,4811.23,5000.0,23.57,20,1.13,144,12,3,1
"Kalal Majra, Khanna - PPCB",30.736056,76.209694,pm25,46.25,2026-03-03 12:15:00+00:00,177.67,860.1,4811.23,5000.0,23.57,20,1.13,144,12,3,1
"Kalal Majra, Khanna - PPCB",30.736056,76.209694,co,0.831,2026-03-03 12:15:00+00:00,177.67,860.1,4811.23,5000.0,23.57,20,1.13,144,12,3,1
"Kalal Majra, Khanna - PPCB",30.736056,76.209694,pm10,86.36,2026-03-03 12:15:00+00:00,177.67,860.1,4811.23,5000.0,23.57,20,1.13,144,12,3,1
"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,co,0.15,2026-03-03 12:30:00+00:00,51.43,0.0,5000.0,5000.0,28.7,15,3.19,343,12,3,1
"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,no2,45.21,2026-03-03 12:30:00+00:00,51.43,0.0,5000.0,5000.0,28.7,15,3.19,343,12,3,1
"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,pm25,56.87,2026-03-03 12:30:00+00:00,51.43,0.0,5000.0,5000.0,28.7,15,3.19,343,12,3,1
"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,so2,20.5,2026-03-03 12:30:00+00:00,51.43,0.0,5000.0,5000.0,28.7,15,3.19,343,12,3,1
"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,o3,41.65,2026-03-03 12:30:00+00:00,51.43,0.0,5000.0,5000.0,28.7,15,3.19,343,12,3,1
"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,pm10,114.89,2026-03-03 12:30:00+00:00,51.43,0.0,5000.0,5000.0,28.7,15,3.19,343,12,3,1
"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,no2,67.31,2026-03-03 01:30:00+00:00,6.11,45.7,3469.63,3820.31,29.88,28,2.57,41,1,3,1
"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,co,0.37,2026-02-06 16:15:00+00:00,6.11,45.7,3469.63,3820.31,29.88,28,2.57,41,16,2,4
"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,pm10,205.4,2026-03-03 01:30:00+00:00,6.11,45.7,3469.63,3820.31,29.88,28,2.57,41,1,3,1
"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,pm25,92.4,2026-03-03 01:30:00+00:00,6.11,45.7,3469.63,3820.31,29.88,28,2.57,41,1,3,1
"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,o3,9.72,2026-03-03 01:30:00+00:00,6.11,45.7,3469.63,3820.31,29.88,28,2.57,41,1,3,1
"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978,so2,16.96,2026-03-03 01:30:00+00:00,6.11,45.7,3469.63,3820.31,29.88,28,2.57,41,1,3,1
"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,no2,7.05,2026-03-03 12:15:00+00:00,3.95,1105.71,5000.0,5000.0,25.46,17,2.42,243,12,3,1
"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,pm10,50.2,2026-03-03 12:15:00+00:00,3.95,1105.71,5000.0,5000.0,25.46,17,2.42,243,12,3,1
"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,o3,9.06,2026-03-03 12:15:00+00:00,3.95,1105.71,5000.0,5000.0,25.46,17,2.42,243,12,3,1
"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,co,0.25,2026-03-03 12:15:00+00:00,3.95,1105.71,5000.0,5000.0,25.46,17,2.42,243,12,3,1
"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,so2,10.17,2026-03-03 12:15:00+00:00,3.95,1105.71,5000.0,5000.0,25.46,17,2.42,243,12,3,1
"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,pm25,35.2,2026-03-03 12:15:00+00:00,3.95,1105.71,5000.0,5000.0,25.46,17,2.42,243,12,3,1
"Kurla, Mumbai - MPCB",19.0863,72.8888,so2,29.27,2026-03-02 08:15:00+00:00,53.01,118.02,1482.28,3950.74,29.47,41,2.95,33,8,3,0
"Kurla, Mumbai - MPCB",19.0863,72.8888,pm25,50.11,2026-03-02 08:15:00+00:00,53.01,118.02,1482.28,3950.74,29.47,41,2.95,33,8,3,0
"Kurla, Mumbai - MPCB",19.0863,72.8888,co,0.3,2026-03-02 08:15:00+00:00,53.01,118.02,1482.28,3950.74,29.47,41,2.95,33,8,3,0
"Kurla, Mumbai - MPCB",19.0863,72.8888,pm10,118.78,2026-03-02 08:15:00+00:00,53.01,118.02,1482.28,3950.74,29.47,41,2.95,33,8,3,0
"Kurla, Mumbai - MPCB",19.0863,72.8888,no2,5.26,2026-03-02 08:15:00+00:00,53.01,118.02,1482.28,3950.74,29.47,41,2.95,33,8,3,0
"Kurla, Mumbai - MPCB",19.0863,72.8888,o3,28.05,2026-03-02 08:15:00+00:00,53.01,118.02,1482.28,3950.74,29.47,41,2.95,33,8,3,0
"Belur Math, Howrah - WBPCB",22.629801,88.352017,no2,24.33,2026-03-03 12:15:00+00:00,8.39,873.75,5366.11,5159.71,24.28,78,2.71,195,12,3,1
"Belur Math, Howrah - WBPCB",22.629801,88.352017,co,0.531,2026-03-03 12:15:00+00:00,8.39,873.75,5366.11,5159.71,24.28,78,2.71,195,12,3,1
"Belur Math, Howrah - WBPCB",22.629801,88.352017,pm25,29.8,2026-03-03 12:15:00+00:00,8.39,873.75,5366.11,5159.71,24.28,78,2.71,195,12,3,1
"Belur Math, Howrah - WBPCB",22.629801,88.352017,pm10,79.9,2026-03-03 12:15:00+00:00,8.39,873.75,5366.11,5159.71,24.28,78,2.71,195,12,3,1
"Belur Math, Howrah - WBPCB",22.629801,88.352017,so2,12.37,2026-03-03 12:15:00+00:00,8.39,873.75,5366.11,5159.71,24.28,78,2.71,195,12,3,1
"Belur Math, Howrah - WBPCB",22.629801,88.352017,o3,29.81,2026-03-03 12:15:00+00:00,8.39,873.75,5366.11,5159.71,24.28,78,2.71,195,12,3,1
"General Hospital, Mandikhera - HSPCB",27.9002,76.9938,so2,28.4,2026-03-03 12:15:00+00:00,5000.0,5000.0,5000.0,5000.0,25.84,17,1.58,288,12,3,1
"General Hospital, Mandikhera - HSPCB",27.9002,76.9938,co,1.64,2026-03-03 12:15:00+00:00,5000.0,5000.0,5000.0,5000.0,25.84,17,1.58,288,12,3,1
"General Hospital, Mandikhera - HSPCB",27.9002,76.9938,pm25,13.3,2026-03-03 12:15:00+00:00,5000.0,5000.0,5000.0,5000.0,25.84,17,1.58,288,12,3,1
"General Hospital, Mandikhera - HSPCB",27.9002,76.9938,no2,17.2,2026-03-03 12:15:00+00:00,5000.0,5000.0,5000.0,5000.0,25.84,17,1.58,288,12,3,1
"General Hospital, Mandikhera - HSPCB",27.9002,76.9938,pm10,24.8,2026-03-03 12:15:00+00:00,5000.0,5000.0,5000.0,5000.0,25.84,17,1.58,288,12,3,1
"General Hospital, Mandikhera - HSPCB",27.9002,76.9938,o3,29.11,2026-03-03 12:15:00+00:00,5000.0,5000.0,5000.0,5000.0,25.84,17,1.58,288,12,3,1
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,pm10,84.59,2026-03-03 12:30:00+00:00,0.74,252.78,845.27,6145.27,29.36,45,3.14,28,12,3,1
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,o3,6.73,2026-02-17 10:15:00+00:00,0.74,252.78,845.27,6145.27,29.36,45,3.14,28,10,2,1
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,so2,147.9,2026-03-03 12:30:00+00:00,0.74,252.78,845.27,6145.27,29.36,45,3.14,28,12,3,1
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,pm25,41.02,2026-03-03 12:30:00+00:00,0.74,252.78,845.27,6145.27,29.36,45,3.14,28,12,3,1
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,no2,33.56,2026-03-03 12:30:00+00:00,0.74,252.78,845.27,6145.27,29.36,45,3.14,28,12,3,1
"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,o3,22.19,2026-03-03 12:30:00+00:00,26.43,873.67,2250.26,5000.0,24.87,18,2.22,265,12,3,1
"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,pm25,61.9,2026-03-03 12:30:00+00:00,26.43,873.67,2250.26,5000.0,24.87,18,2.22,265,12,3,1
"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,so2,13.17,2026-03-03 12:30:00+00:00,26.43,873.67,2250.26,5000.0,24.87,18,2.22,265,12,3,1
"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,co,2.15,2026-03-03 12:30:00+00:00,26.43,873.67,2250.26,5000.0,24.87,18,2.22,265,12,3,1
"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,no2,26.88,2026-03-03 12:30:00+00:00,26.43,873.67,2250.26,5000.0,24.87,18,2.22,265,12,3,1
"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,pm10,109.0,2026-03-03 12:30:00+00:00,26.43,873.67,2250.26,5000.0,24.87,18,2.22,265,12,3,1
"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,o3,14.51,2026-03-03 12:15:00+00:00,18.17,135.36,6497.97,4755.1,24.4,79,2.63,192,12,3,1
"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,so2,2.49,2026-03-03 12:15:00+00:00,18.17,135.36,6497.97,4755.1,24.4,79,2.63,192,12,3,1
"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,no2,32.11,2026-03-03 12:15:00+00:00,18.17,135.36,6497.97,4755.1,24.4,79,2.63,192,12,3,1
"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,pm10,75.51,2026-03-03 12:15:00+00:00,18.17,135.36,6497.97,4755.1,24.4,79,2.63,192,12,3,1
"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,co,1.25,2026-03-03 12:15:00+00:00,18.17,135.36,6497.97,4755.1,24.4,79,2.63,192,12,3,1
"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,pm25,43.78,2026-03-03 12:15:00+00:00,18.17,135.36,6497.97,4755.1,24.4,79,2.63,192,12,3,1
"Murthal, Sonipat - HSPCB",29.0272,77.0621,no2,10.06,2026-03-03 12:30:00+00:00,51.04,839.66,5000.0,5000.0,23.35,22,1.35,21,12,3,1
"Murthal, Sonipat - HSPCB",29.0272,77.0621,so2,11.9,2026-03-03 12:30:00+00:00,51.04,839.66,5000.0,5000.0,23.35,22,1.35,21,12,3,1
"Murthal, Sonipat - HSPCB",29.0272,77.0621,co,-0.05,2026-03-03 12:30:00+00:00,51.04,839.66,5000.0,5000.0,23.35,22,1.35,21,12,3,1
"Murthal, Sonipat - HSPCB",29.0272,77.0621,o3,26.16,2026-03-03 12:30:00+00:00,51.04,839.66,5000.0,5000.0,23.35,22,1.35,21,12,3,1
"Murthal, Sonipat - HSPCB",29.0272,77.0621,pm10,52.73,2026-03-03 12:30:00+00:00,51.04,839.66,5000.0,5000.0,23.35,22,1.35,21,12,3,1
"Murthal, Sonipat - HSPCB",29.0272,77.0621,pm25,33.18,2026-03-03 12:30:00+00:00,51.04,839.66,5000.0,5000.0,23.35,22,1.35,21,12,3,1
"F-Block, Sirsa - HSPCB",29.5364,75.0158,o3,57.93,2026-03-03 09:30:00+00:00,25.69,4145.24,5000.0,5000.0,24.33,18,1.79,231,9,3,1
"F-Block, Sirsa - HSPCB",29.5364,75.0158,pm10,148.52,2026-03-03 09:30:00+00:00,25.69,4145.24,5000.0,5000.0,24.33,18,1.79,231,9,3,1
"F-Block, Sirsa - HSPCB",29.5364,75.0158,pm25,50.5,2026-03-03 09:30:00+00:00,25.69,4145.24,5000.0,5000.0,24.33,18,1.79,231,9,3,1
"F-Block, Sirsa - HSPCB",29.5364,75.0158,so2,1.8,2026-03-03 09:30:00+00:00,25.69,4145.24,5000.0,5000.0,24.33,18,1.79,231,9,3,1
"F-Block, Sirsa - HSPCB",29.5364,75.0158,co,1.12,2026-03-03 09:30:00+00:00,25.69,4145.24,5000.0,5000.0,24.33,18,1.79,231,9,3,1
"F-Block, Sirsa - HSPCB",29.5364,75.0158,no2,22.43,2026-03-03 09:30:00+00:00,25.69,4145.24,5000.0,5000.0,24.33,18,1.79,231,9,3,1
"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,co,0.35,2026-03-03 12:30:00+00:00,22.61,0.0,2699.22,6815.37,25.44,18,2.17,271,12,3,1
"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,no2,30.07,2026-03-03 12:30:00+00:00,22.61,0.0,2699.22,6815.37,25.44,18,2.17,271,12,3,1
"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,o3,19.88,2026-03-03 12:30:00+00:00,22.61,0.0,2699.22,6815.37,25.44,18,2.17,271,12,3,1
"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,pm10,77.9,2026-03-03 12:30:00+00:00,22.61,0.0,2699.22,6815.37,25.44,18,2.17,271,12,3,1
"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,pm25,50.6,2026-03-03 12:30:00+00:00,22.61,0.0,2699.22,6815.37,25.44,18,2.17,271,12,3,1
"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,so2,6.09,2026-03-03 12:30:00+00:00,22.61,0.0,2699.22,6815.37,25.44,18,2.17,271,12,3,1
"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418,pm25,44.0,2026-03-03 12:30:00+00:00,64.1,704.34,5000.0,5000.0,19.48,71,3.69,118,12,3,1
"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418,o3,13.72,2026-03-03 12:30:00+00:00,64.1,704.34,5000.0,5000.0,19.48,71,3.69,118,12,3,1
"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418,so2,14.1,2026-03-03 12:30:00+00:00,64.1,704.34,5000.0,5000.0,19.48,71,3.69,118,12,3,1
"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418,pm10,75.0,2026-03-03 12:30:00+00:00,64.1,704.34,5000.0,5000.0,19.48,71,3.69,118,12,3,1
"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418,co,0.23,2026-03-03 12:30:00+00:00,64.1,704.34,5000.0,5000.0,19.48,71,3.69,118,12,3,1
"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418,no2,22.0,2026-03-02 14:00:00+00:00,64.1,704.34,5000.0,5000.0,19.48,71,3.69,118,14,3,0
"Powai, Mumbai - MPCB",19.1375,72.915056,pm10,9.0,2026-03-03 12:30:00+00:00,5.35,828.79,1407.07,3277.4,29.54,37,2.86,31,12,3,1
"Powai, Mumbai - MPCB",19.1375,72.915056,o3,8.76,2026-03-03 12:30:00+00:00,5.35,828.79,1407.07,3277.4,29.54,37,2.86,31,12,3,1
"Powai, Mumbai - MPCB",19.1375,72.915056,pm25,56.0,2026-03-03 12:30:00+00:00,5.35,828.79,1407.07,3277.4,29.54,37,2.86,31,12,3,1
"Powai, Mumbai - MPCB",19.1375,72.915056,no2,5.99,2026-03-03 12:30:00+00:00,5.35,828.79,1407.07,3277.4,29.54,37,2.86,31,12,3,1
"Powai, Mumbai - MPCB",19.1375,72.915056,so2,0.0,2026-03-03 12:30:00+00:00,5.35,828.79,1407.07,3277.4,29.54,37,2.86,31,12,3,1
"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,pm10,116.0,2026-03-03 12:45:00+00:00,19.74,91.97,2634.05,5000.0,28.31,16,0.67,14,12,3,1
"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,no2,34.2,2026-03-03 12:45:00+00:00,19.74,91.97,2634.05,5000.0,28.31,16,0.67,14,12,3,1
"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,pm25,33.0,2026-03-03 12:45:00+00:00,19.74,91.97,2634.05,5000.0,28.31,16,0.67,14,12,3,1
"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,so2,7.8,2026-03-03 12:45:00+00:00,19.74,91.97,2634.05,5000.0,28.31,16,0.67,14,12,3,1
"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,o3,98.6,2026-03-03 12:45:00+00:00,19.74,91.97,2634.05,5000.0,28.31,16,0.67,14,12,3,1
"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,co,0.97,2026-03-03 12:45:00+00:00,19.74,91.97,2634.05,5000.0,28.31,16,0.67,14,12,3,1
"Sector-18, Panipat - HSPCB",29.435587,76.975531,co,1.0,2026-03-03 12:30:00+00:00,29.02,695.26,5000.0,5000.0,22.46,23,1.85,52,12,3,1
"Sector-18, Panipat - HSPCB",29.435587,76.975531,no2,25.44,2026-03-03 12:30:00+00:00,29.02,695.26,5000.0,5000.0,22.46,23,1.85,52,12,3,1
"Sector-18, Panipat - HSPCB",29.435587,76.975531,pm10,166.7,2026-03-03 12:30:00+00:00,29.02,695.26,5000.0,5000.0,22.46,23,1.85,52,12,3,1
"Sector-18, Panipat - HSPCB",29.435587,76.975531,so2,9.01,2026-03-03 12:30:00+00:00,29.02,695.26,5000.0,5000.0,22.46,23,1.85,52,12,3,1
"Sector-18, Panipat - HSPCB",29.435587,76.975531,o3,29.52,2026-03-03 12:30:00+00:00,29.02,695.26,5000.0,5000.0,22.46,23,1.85,52,12,3,1
"Sector-18, Panipat - HSPCB",29.435587,76.975531,pm25,54.5,2026-03-03 12:30:00+00:00,29.02,695.26,5000.0,5000.0,22.46,23,1.85,52,12,3,1
"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,co,0.69,2026-03-03 12:30:00+00:00,14.21,71.9,2860.55,5059.71,28.72,57,3.84,19,12,3,1
"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,pm10,101.81,2026-03-03 12:30:00+00:00,14.21,71.9,2860.55,5059.71,28.72,57,3.84,19,12,3,1
"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,pm25,54.19,2026-03-03 12:30:00+00:00,14.21,71.9,2860.55,5059.71,28.72,57,3.84,19,12,3,1
"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,no2,34.07,2026-03-03 12:30:00+00:00,14.21,71.9,2860.55,5059.71,28.72,57,3.84,19,12,3,1
"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,o3,202.0,2026-03-03 12:30:00+00:00,14.21,71.9,2860.55,5059.71,28.72,57,3.84,19,12,3,1
"Patparganj, Delhi - DPCC",28.623748,77.287205,no2,28.1,2026-03-03 12:45:00+00:00,17.38,0.0,1196.39,4011.38,28.01,16,1.04,48,12,3,1
"Patparganj, Delhi - DPCC",28.623748,77.287205,co,1.45,2026-03-03 12:45:00+00:00,17.38,0.0,1196.39,4011.38,28.01,16,1.04,48,12,3,1
"Patparganj, Delhi - DPCC",28.623748,77.287205,pm10,151.0,2026-03-03 12:45:00+00:00,17.38,0.0,1196.39,4011.38,28.01,16,1.04,48,12,3,1
"Patparganj, Delhi - DPCC",28.623748,77.287205,o3,93.4,2026-03-03 12:45:00+00:00,17.38,0.0,1196.39,4011.38,28.01,16,1.04,48,12,3,1
"Patparganj, Delhi - DPCC",28.623748,77.287205,so2,14.2,2026-03-03 12:45:00+00:00,17.38,0.0,1196.39,4011.38,28.01,16,1.04,48,12,3,1
"Patparganj, Delhi - DPCC",28.623748,77.287205,pm25,38.0,2026-03-03 12:45:00+00:00,17.38,0.0,1196.39,4011.38,28.01,16,1.04,48,12,3,1
"Shrivastav Colony, Damoh - MPPCB",23.81748678,79.446246,so2,0.0,2026-03-03 12:30:00+00:00,26.82,5192.49,5000.0,5000.0,26.54,19,1.08,352,12,3,1
"Shrivastav Colony, Damoh - MPPCB",23.81748678,79.446246,pm25,14.0,2026-03-03 12:30:00+00:00,26.82,5192.49,5000.0,5000.0,26.54,19,1.08,352,12,3,1
"Shrivastav Colony, Damoh - MPPCB",23.81748678,79.446246,pm10,79.86,2026-03-03 12:30:00+00:00,26.82,5192.49,5000.0,5000.0,26.54,19,1.08,352,12,3,1
"Shrivastav Colony, Damoh - MPPCB",23.81748678,79.446246,co,0.26,2026-03-03 12:30:00+00:00,26.82,5192.49,5000.0,5000.0,26.54,19,1.08,352,12,3,1
"GIDC, Ankleshwar - GPCB",21.613267,73.010555,no2,14.1,2026-03-03 12:30:00+00:00,18.02,0.0,5000.0,5000.0,29.51,16,3.09,23,12,3,1
"GIDC, Ankleshwar - GPCB",21.613267,73.010555,co,1.38,2026-03-03 12:30:00+00:00,18.02,0.0,5000.0,5000.0,29.51,16,3.09,23,12,3,1
"GIDC, Ankleshwar - GPCB",21.613267,73.010555,so2,23.14,2026-03-03 12:30:00+00:00,18.02,0.0,5000.0,5000.0,29.51,16,3.09,23,12,3,1
"GIDC, Ankleshwar - GPCB",21.613267,73.010555,o3,25.03,2026-03-03 12:30:00+00:00,18.02,0.0,5000.0,5000.0,29.51,16,3.09,23,12,3,1
"GIDC, Ankleshwar - GPCB",21.613267,73.010555,pm10,98.97,2026-03-03 12:30:00+00:00,18.02,0.0,5000.0,5000.0,29.51,16,3.09,23,12,3,1
"GIDC, Ankleshwar - GPCB",21.613267,73.010555,pm25,59.66,2026-03-03 12:30:00+00:00,18.02,0.0,5000.0,5000.0,29.51,16,3.09,23,12,3,1
"Police Lines, Jind - HSPCB",29.307814,76.337619,no2,37.66,2026-03-03 12:30:00+00:00,24.26,4834.82,5000.0,3198.41,23.91,21,2.74,265,12,3,1
"Police Lines, Jind - HSPCB",29.307814,76.337619,pm10,94.4,2026-03-03 12:30:00+00:00,24.26,4834.82,5000.0,3198.41,23.91,21,2.74,265,12,3,1
"Police Lines, Jind - HSPCB",29.307814,76.337619,so2,5.59,2026-03-03 12:30:00+00:00,24.26,4834.82,5000.0,3198.41,23.91,21,2.74,265,12,3,1
"Police Lines, Jind - HSPCB",29.307814,76.337619,o3,20.93,2026-03-03 12:30:00+00:00,24.26,4834.82,5000.0,3198.41,23.91,21,2.74,265,12,3,1
"Police Lines, Jind - HSPCB",29.307814,76.337619,co,0.43,2026-03-03 12:30:00+00:00,24.26,4834.82,5000.0,3198.41,23.91,21,2.74,265,12,3,1
"Police Lines, Jind - HSPCB",29.307814,76.337619,pm25,66.1,2026-03-03 12:30:00+00:00,24.26,4834.82,5000.0,3198.41,23.91,21,2.74,265,12,3,1
"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,so2,9.69,2026-03-03 12:15:00+00:00,22.94,1107.07,3304.09,5000.0,22.22,22,3.16,109,12,3,1
"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,co,0.48,2026-03-03 12:15:00+00:00,22.94,1107.07,3304.09,5000.0,22.22,22,3.16,109,12,3,1
"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,pm10,82.82,2026-03-03 12:15:00+00:00,22.94,1107.07,3304.09,5000.0,22.22,22,3.16,109,12,3,1
"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,o3,16.67,2026-03-03 12:15:00+00:00,22.94,1107.07,3304.09,5000.0,22.22,22,3.16,109,12,3,1
"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,pm25,46.96,2026-03-03 12:15:00+00:00,22.94,1107.07,3304.09,5000.0,22.22,22,3.16,109,12,3,1
"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,no2,7.88,2026-03-03 12:15:00+00:00,22.94,1107.07,3304.09,5000.0,22.22,22,3.16,109,12,3,1
"Borivali East, Mumbai - MPCB",19.227474,72.864394,co,0.32,2026-03-03 12:30:00+00:00,47.26,719.86,2946.32,3247.65,29.98,36,2.75,27,12,3,1
"Borivali East, Mumbai - MPCB",19.227474,72.864394,no2,13.14,2026-03-03 12:30:00+00:00,47.26,719.86,2946.32,3247.65,29.98,36,2.75,27,12,3,1
"Borivali East, Mumbai - MPCB",19.227474,72.864394,pm25,25.9,2026-03-03 12:30:00+00:00,47.26,719.86,2946.32,3247.65,29.98,36,2.75,27,12,3,1
"Borivali East, Mumbai - MPCB",19.227474,72.864394,pm10,62.9,2026-03-03 12:30:00+00:00,47.26,719.86,2946.32,3247.65,29.98,36,2.75,27,12,3,1
"Borivali East, Mumbai - MPCB",19.227474,72.864394,o3,9.05,2026-03-03 12:30:00+00:00,47.26,719.86,2946.32,3247.65,29.98,36,2.75,27,12,3,1
"Borivali East, Mumbai - MPCB",19.227474,72.864394,so2,12.96,2026-03-03 12:30:00+00:00,47.26,719.86,2946.32,3247.65,29.98,36,2.75,27,12,3,1
"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,co,1.14,2026-03-03 12:30:00+00:00,42.98,124.7,774.49,5000.0,23.5,90,2.01,102,12,3,1
"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,pm10,79.45,2026-03-03 12:30:00+00:00,42.98,124.7,774.49,5000.0,23.5,90,2.01,102,12,3,1
"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,o3,15.08,2026-03-03 12:30:00+00:00,42.98,124.7,774.49,5000.0,23.5,90,2.01,102,12,3,1
"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,pm25,18.45,2026-03-03 12:30:00+00:00,42.98,124.7,774.49,5000.0,23.5,90,2.01,102,12,3,1
"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,so2,0.5,2026-03-03 12:30:00+00:00,42.98,124.7,774.49,5000.0,23.5,90,2.01,102,12,3,1
"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,no2,5.34,2026-03-03 12:30:00+00:00,42.98,124.7,774.49,5000.0,23.5,90,2.01,102,12,3,1
"Sion, Mumbai - MPCB",19.047,72.8746,co,0.25,2026-03-03 12:15:00+00:00,22.39,144.76,881.02,5902.39,29.18,47,3.16,29,12,3,1
"Sion, Mumbai - MPCB",19.047,72.8746,pm25,17.5,2026-03-03 12:15:00+00:00,22.39,144.76,881.02,5902.39,29.18,47,3.16,29,12,3,1
"Sion, Mumbai - MPCB",19.047,72.8746,pm10,43.75,2026-03-03 12:15:00+00:00,22.39,144.76,881.02,5902.39,29.18,47,3.16,29,12,3,1
"Sion, Mumbai - MPCB",19.047,72.8746,no2,25.32,2026-03-03 12:15:00+00:00,22.39,144.76,881.02,5902.39,29.18,47,3.16,29,12,3,1
"Sion, Mumbai - MPCB",19.047,72.8746,so2,0.24,2026-03-03 12:15:00+00:00,22.39,144.76,881.02,5902.39,29.18,47,3.16,29,12,3,1
"Sion, Mumbai - MPCB",19.047,72.8746,o3,29.1,2026-03-03 12:15:00+00:00,22.39,144.76,881.02,5902.39,29.18,47,3.16,29,12,3,1
"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013,o3,9.1,2026-03-03 12:30:00+00:00,21.2,0.0,5000.0,5000.0,28.43,26,2.67,45,12,3,1
"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013,pm25,44.8,2026-03-03 12:30:00+00:00,21.2,0.0,5000.0,5000.0,28.43,26,2.67,45,12,3,1
"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013,no2,8.1,2026-03-03 12:30:00+00:00,21.2,0.0,5000.0,5000.0,28.43,26,2.67,45,12,3,1
