city,latitude,longitude,pollutant,value,last_updated,distance_to_road_m,distance_to_industry_m,distance_to_farmland_m,distance_to_dump_m,temperature,humidity,wind_speed,wind_direction,hour,month,day_of_week
"Rajbansi Nagar, Patna - BSPCB",25.599486,85.113666,so2,3.48,2026-03-03 12:30:00+00:00,6.77,1654.53,3886.86,2669.09,25.23,51,2.9,101,12,3,1
"Rajbansi Nagar, Patna - BSPCB",25.599486,85.113666,pm25,33.9,2026-03-03 12:30:00+00:00,6.77,1654.53,3886.86,2669.09,25.23,51,2.9,101,12,3,1
"Rajbansi Nagar, Patna - BSPCB",25.599486,85.113666,no2,9.54,2026-03-03 12:30:00+00:00,6.77,1654.53,3886.86,2669.09,25.23,51,2.9,101,12,3,1
"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,so2,4.73,2026-03-03 12:30:00+00:00,28.82,1098.51,5000.0,5866.24,24.93,52,3.01,101,12,3,1
"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,pm10,174.4,2026-03-03 12:30:00+00:00,28.82,1098.51,5000.0,5866.24,24.93,52,3.01,101,12,3,1
"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,no2,8.93,2026-03-03 12:30:00+00:00,28.82,1098.51,5000.0,5866.24,24.93,52,3.01,101,12,3,1
"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,o3,68.22,2026-03-03 12:30:00+00:00,28.82,1098.51,5000.0,5866.24,24.93,52,3.01,101,12,3,1
"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,co,1.29,2026-03-03 12:30:00+00:00,28.82,1098.51,5000.0,5866.24,24.93,52,3.01,101,12,3,1
"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,pm25,39.72,2026-03-03 12:30:00+00:00,28.82,1098.51,5000.0,5866.24,24.93,52,3.01,101,12,3,1
"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,co,1.031,2026-03-03 12:30:00+00:00,26.33,778.38,5000.0,4312.4,24.34,79,2.65,193,12,3,1
"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,no2,29.81,2026-03-03 12:30:00+00:00,26.33,778.38,5000.0,4312.4,24.34,79,2.65,193,12,3,1
"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,pm10,67.9,2026-03-03 12:30:00+00:00,26.33,778.38,5000.0,4312.4,24.34,79,2.65,193,12,3,1
"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,o3,29.86,2026-03-03 12:30:00+00:00,26.33,778.38,5000.0,4312.4,24.34,79,2.65,193,12,3,1
"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,so2,14.29,2026-03-03 12:30:00+00:00,26.33,778.38,5000.0,4312.4,24.34,79,2.65,193,12,3,1
"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,pm25,36.8,2026-03-03 12:30:00+00:00,26.33,778.38,5000.0,4312.4,24.34,79,2.65,193,12,3,1
"Industrial Area, Hajipur - BSPCB",25.697189,85.2459,so2,6.33,2026-03-03 11:45:00+00:00,24.82,1066.25,5000.0,5000.0,24.57,52,3.11,105,11,3,1
"Industrial Area, Hajipur - BSPCB",25.697189,85.2459,pm25,53.4,2026-03-03 11:45:00+00:00,24.82,1066.25,5000.0,5000.0,24.57,52,3.11,105,11,3,1
"Industrial Area, Hajipur - BSPCB",25.697189,85.2459,pm10,101.7,2026-03-03 11:45:00+00:00,24.82,1066.25,5000.0,5000.0,24.57,52,3.11,105,11,3,1
"Industrial Area, Hajipur - BSPCB",25.697189,85.2459,o3,94.78,2026-03-03 11:45:00+00:00,24.82,1066.25,5000.0,5000.0,24.57,52,3.11,105,11,3,1
"Industrial Area, Hajipur - BSPCB",25.697189,85.2459,co,0.34611,2026-03-03 11:45:00+00:00,24.82,1066.25,5000.0,5000.0,24.57,52,3.11,105,11,3,1
"Industrial Area, Hajipur - BSPCB",25.697189,85.2459,no2,35.7,2026-03-03 11:45:00+00:00,24.82,1066.25,5000.0,5000.0,24.57,52,3.11,105,11,3,1
"Muradpur, Patna - BSPCB",25.619651,85.147382,so2,7.35,2026-03-03 11:45:00+00:00,41.98,271.45,5457.88,4397.41,25.54,47,2.98,102,11,3,1
"Muradpur, Patna - BSPCB",25.619651,85.147382,pm25,64.5,2026-03-03 11:45:00+00:00,41.98,271.45,5457.88,4397.41,25.54,47,2.98,102,11,3,1
"Muradpur, Patna - BSPCB",25.619651,85.147382,co,0.54,2026-03-03 11:45:00+00:00,41.98,271.45,5457.88,4397.41,25.54,47,2.98,102,11,3,1
"Muradpur, Patna - BSPCB",25.619651,85.147382,no2,8.67,2026-03-03 11:45:00+00:00,41.98,271.45,5457.88,4397.41,25.54,47,2.98,102,11,3,1
"Muradpur, Patna - BSPCB",25.619651,85.147382,o3,89.22,2026-03-03 11:45:00+00:00,41.98,271.45,5457.88,4397.41,25.54,47,2.98,102,11,3,1
"Muradpur, Patna - BSPCB",25.619651,85.147382,pm10,150.6,2026-03-03 11:45:00+00:00,41.98,271.45,5457.88,4397.41,25.54,47,2.98,102,11,3,1
"Samanpura, Patna - BSPCB",25.596727,85.085624,co,1.87,2026-03-03 12:15:00+00:00,19.08,1777.65,2787.16,3824.92,25.3,51,2.86,101,12,3,1
"Samanpura, Patna - BSPCB",25.596727,85.085624,o3,109.96,2026-03-03 12:15:00+00:00,19.08,1777.65,2787.16,3824.92,25.3,51,2.86,101,12,3,1
"Samanpura, Patna - BSPCB",25.596727,85.085624,no2,27.72,2026-03-03 12:15:00+00:00,19.08,1777.65,2787.16,3824.92,25.3,51,2.86,101,12,3,1
"Samanpura, Patna - BSPCB",25.596727,85.085624,pm10,99.8,2026-03-03 12:15:00+00:00,19.08,1777.65,2787.16,3824.92,25.3,51,2.86,101,12,3,1
"Samanpura, Patna - BSPCB",25.596727,85.085624,pm25,34.1,2026-03-03 12:15:00+00:00,19.08,1777.65,2787.16,3824.92,25.3,51,2.86,101,12,3,1
"Samanpura, Patna - BSPCB",25.596727,85.085624,so2,4.99,2026-03-03 12:15:00+00:00,19.08,1777.65,2787.16,3824.92,25.3,51,2.86,101,12,3,1
"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,so2,6.79,2026-03-03 12:45:00+00:00,5000.0,5000.0,5000.0,5000.0,23.42,22,2.01,231,12,3,1
"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,o3,11.11,2026-03-03 12:45:00+00:00,5000.0,5000.0,5000.0,5000.0,23.42,22,2.01,231,12,3,1
"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,pm25,93.0,2026-03-03 12:45:00+00:00,5000.0,5000.0,5000.0,5000.0,23.42,22,2.01,231,12,3,1
"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,pm10,107.2,2026-03-03 12:45:00+00:00,5000.0,5000.0,5000.0,5000.0,23.42,22,2.01,231,12,3,1
"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,co,0.03,2026-03-03 12:45:00+00:00,5000.0,5000.0,5000.0,5000.0,23.42,22,2.01,231,12,3,1
"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,no2,16.39,2026-03-03 12:45:00+00:00,5000.0,5000.0,5000.0,5000.0,23.42,22,2.01,231,12,3,1
"Thavakkara, Kannur - Kerala PCB",11.875,75.3732,o3,27.12,2026-03-03 12:30:00+00:00,13.62,55.7,945.44,5000.0,25.27,85,1.69,336,12,3,1
"Thavakkara, Kannur - Kerala PCB",11.875,75.3732,co,0.46,2026-03-03 12:30:00+00:00,13.62,55.7,945.44,5000.0,25.27,85,1.69,336,12,3,1
"Thavakkara, Kannur - Kerala PCB",11.875,75.3732,pm25,54.18,2026-03-03 12:30:00+00:00,13.62,55.7,945.44,5000.0,25.27,85,1.69,336,12,3,1
"Thavakkara, Kannur - Kerala PCB",11.875,75.3732,pm10,104.82,2026-03-03 12:30:00+00:00,13.62,55.7,945.44,5000.0,25.27,85,1.69,336,12,3,1
"Thavakkara, Kannur - Kerala PCB",11.875,75.3732,no2,12.67,2026-03-03 12:30:00+00:00,13.62,55.7,945.44,5000.0,25.27,85,1.69,336,12,3,1
"Thavakkara, Kannur - Kerala PCB",11.875,75.3732,so2,1.11,2026-03-03 12:30:00+00:00,13.62,55.7,945.44,5000.0,25.27,85,1.69,336,12,3,1
"Manali Village, Chennai - TNPCB",13.1662,80.2584,o3,20.37,2026-03-03 12:15:00+00:00,18.1,415.86,2934.91,2915.94,24.25,72,3.34,94,12,3,1
"Manali Village, Chennai - TNPCB",13.1662,80.2584,pm25,35.2,2026-03-03 12:15:00+00:00,18.1,415.86,2934.91,2915.94,24.25,72,3.34,94,12,3,1
"Manali Village, Chennai - TNPCB",13.1662,80.2584,pm10,64.17,2026-03-03 12:15:00+00:00,18.1,415.86,2934.91,2915.94,24.25,72,3.34,94,12,3,1
"Manali Village, Chennai - TNPCB",13.1662,80.2584,no2,5.14,2026-03-03 12:15:00+00:00,18.1,415.86,2934.91,2915.94,24.25,72,3.34,94,12,3,1
"Manali Village, Chennai - TNPCB",13.1662,80.2584,co,0.41,2026-03-03 12:15:00+00:00,18.1,415.86,2934.91,2915.94,24.25,72,3.34,94,12,3,1
"Manali Village, Chennai - TNPCB",13.1662,80.2584,so2,12.23,2026-03-03 12:15:00+00:00,18.1,415.86,2934.91,2915.94,24.25,72,3.34,94,12,3,1
"Sector 30, Faridabad - HSPCB",28.4417,77.3217,co,1.34,2026-03-03 11:15:00+00:00,3.23,1002.75,1564.18,5000.0,25.51,20,0.59,48,11,3,1
"Sector 30, Faridabad - HSPCB",28.4417,77.3217,pm10,116.06,2026-03-03 11:15:00+00:00,3.23,1002.75,1564.18,5000.0,25.51,20,0.59,48,11,3,1
"Sector 30, Faridabad - HSPCB",28.4417,77.3217,so2,2.86,2026-03-03 11:15:00+00:00,3.23,1002.75,1564.18,5000.0,25.51,20,0.59,48,11,3,1
"Sector 30, Faridabad - HSPCB",28.4417,77.3217,o3,37.0,2026-03-03 11:15:00+00:00,3.23,1002.75,1564.18,5000.0,25.51,20,0.59,48,11,3,1
"Sector 30, Faridabad - HSPCB",28.4417,77.3217,no2,28.3,2026-03-03 11:15:00+00:00,3.23,1002.75,1564.18,5000.0,25.51,20,0.59,48,11,3,1
"Sector 30, Faridabad - HSPCB",28.4417,77.3217,pm25,59.65,2026-03-03 11:15:00+00:00,3.23,1002.75,1564.18,5000.0,25.51,20,0.59,48,11,3,1
"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813,no2,38.8,2026-03-03 12:15:00+00:00,100.28,1717.9,5463.95,5000.0,23.92,50,3.21,115,12,3,1
"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813,o3,77.04,2026-03-03 12:15:00+00:00,100.28,1717.9,5463.95,5000.0,23.92,50,3.21,115,12,3,1
"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813,co,0.85,2026-03-03 12:15:00+00:00,100.28,1717.9,5463.95,5000.0,23.92,50,3.21,115,12,3,1
"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813,pm25,55.93,2026-03-03 12:15:00+00:00,100.28,1717.9,5463.95,5000.0,23.92,50,3.21,115,12,3,1
"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813,pm10,122.73,2026-03-03 12:15:00+00:00,100.28,1717.9,5463.95,5000.0,23.92,50,3.21,115,12,3,1
"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813,so2,7.92,2026-03-03 12:15:00+00:00,100.28,1717.9,5463.95,5000.0,23.92,50,3.21,115,12,3,1
"Sector-51, Gurugram - HSPCB",28.4227,77.0667,pm25,73.4,2026-03-03 12:30:00+00:00,1.79,275.08,4267.58,1670.78,25.25,20,1.57,279,12,3,1
"Sector-51, Gurugram - HSPCB",28.4227,77.0667,so2,6.73,2026-03-03 12:30:00+00:00,1.79,275.08,4267.58,1670.78,25.25,20,1.57,279,12,3,1
"Sector-51, Gurugram - HSPCB",28.4227,77.0667,pm10,104.8,2026-03-03 12:30:00+00:00,1.79,275.08,4267.58,1670.78,25.25,20,1.57,279,12,3,1
"Sector-51, Gurugram - HSPCB",28.4227,77.0667,co,0.65,2026-03-03 12:30:00+00:00,1.79,275.08,4267.58,1670.78,25.25,20,1.57,279,12,3,1
"Sector-51, Gurugram - HSPCB",28.4227,77.0667,no2,4.96,2026-03-03 12:30:00+00:00,1.79,275.08,4267.58,1670.78,25.25,20,1.57,279,12,3,1
"Sector-51, Gurugram - HSPCB",28.4227,77.0667,o3,17.45,2026-03-03 12:30:00+00:00,1.79,275.08,4267.58,1670.78,25.25,20,1.57,279,12,3,1
"Rohini, Delhi - DPCC",28.732528,77.11992,o3,91.6,2026-03-03 12:45:00+00:00,24.48,641.16,2152.43,4018.88,27.21,17,0.99,354,12,3,1
"Rohini, Delhi - DPCC",28.732528,77.11992,pm10,130.0,2026-03-03 12:45:00+00:00,24.48,641.16,2152.43,4018.88,27.21,17,0.99,354,12,3,1
"Rohini, Delhi - DPCC",28.732528,77.11992,co,0.33,2026-03-03 12:45:00+00:00,24.48,641.16,2152.43,4018.88,27.21,17,0.99,354,12,3,1
"Rohini, Delhi - DPCC",28.732528,77.11992,no2,9.4,2026-03-03 12:45:00+00:00,24.48,641.16,2152.43,4018.88,27.21,17,0.99,354,12,3,1
"Rohini, Delhi - DPCC",28.732528,77.11992,pm25,46.0,2026-03-03 12:45:00+00:00,24.48,641.16,2152.43,4018.88,27.21,17,0.99,354,12,3,1
"Rohini, Delhi - DPCC",28.732528,77.11992,so2,11.1,2026-03-03 12:45:00+00:00,24.48,641.16,2152.43,4018.88,27.21,17,0.99,354,12,3,1
"Ghusuri, Howrah - WBPCB",22.611968,88.347422,co,0.45,2026-03-03 12:30:00+00:00,6.15,48.09,7093.0,6750.27,23.99,80,2.71,195,12,3,1
"Ghusuri, Howrah - WBPCB",22.611968,88.347422,o3,12.59,2026-03-03 12:30:00+00:00,6.15,48.09,7093.0,6750.27,23.99,80,2.71,195,12,3,1
"Ghusuri, Howrah - WBPCB",22.611968,88.347422,pm10,98.36,2026-03-03 12:30:00+00:00,6.15,48.09,7093.0,6750.27,23.99,80,2.71,195,12,3,1
"Ghusuri, Howrah - WBPCB",22.611968,88.347422,no2,30.23,2026-03-03 12:30:00+00:00,6.15,48.09,7093.0,6750.27,23.99,80,2.71,195,12,3,1
"Ghusuri, Howrah - WBPCB",22.611968,88.347422,pm25,45.59,2026-03-03 12:30:00+00:00,6.15,48.09,7093.0,6750.27,23.99,80,2.71,195,12,3,1
"Ghusuri, Howrah - WBPCB",22.611968,88.347422,so2,11.09,2026-03-03 12:30:00+00:00,6.15,48.09,7093.0,6750.27,23.99,80,2.71,195,12,3,1
"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,o3,43.27,2026-03-03 12:30:00+00:00,23.21,344.74,383.7,4805.46,24.1,81,2.6,194,12,3,1
"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,so2,9.76,2026-03-03 12:30:00+00:00,23.21,344.74,383.7,4805.46,24.1,81,2.6,194,12,3,1
"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,pm10,79.16,2026-03-03 12:30:00+00:00,23.21,344.74,383.7,4805.46,24.1,81,2.6,194,12,3,1
"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,pm25,33.06,2026-03-03 12:30:00+00:00,23.21,344.74,383.7,4805.46,24.1,81,2.6,194,12,3,1
"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,co,0.738,2026-03-03 12:30:00+00:00,23.21,344.74,383.7,4805.46,24.1,81,2.6,194,12,3,1
"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,no2,10.15,2026-03-03 12:30:00+00:00,23.21,344.74,383.7,4805.46,24.1,81,2.6,194,12,3,1
"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,co,0.53,2026-03-03 12:30:00+00:00,2.41,1109.52,189.9,5000.0,13.27,76,1.03,207,12,3,1
"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,so2,11.89,2026-03-03 12:30:00+00:00,2.41,1109.52,189.9,5000.0,13.27,76,1.03,207,12,3,1
"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,o3,36.6,2026-03-03 12:30:00+00:00,2.41,1109.52,189.9,5000.0,13.27,76,1.03,207,12,3,1
"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,no2,0.32,2026-03-03 12:30:00+00:00,2.41,1109.52,189.9,5000.0,13.27,76,1.03,207,12,3,1
"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,pm10,34.0,2026-03-03 12:30:00+00:00,2.41,1109.52,189.9,5000.0,13.27,76,1.03,207,12,3,1
"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985,pm25,11.29,2026-03-03 12:30:00+00:00,2.41,1109.52,189.9,5000.0,13.27,76,1.03,207,12,3,1
"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,pm25,161.54,2026-03-03 12:30:00+00:00,61.29,914.69,3048.74,4040.12,25.43,19,0.92,299,12,3,1
"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,o3,23.76,2026-03-03 12:30:00+00:00,61.29,914.69,3048.74,4040.12,25.43,19,0.92,299,12,3,1
"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,pm10,248.0,2026-03-03 12:30:00+00:00,61.29,914.69,3048.74,4040.12,25.43,19,0.92,299,12,3,1
"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,co,0.86,2026-03-03 12:30:00+00:00,61.29,914.69,3048.74,4040.12,25.43,19,0.92,299,12,3,1
"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,so2,14.08,2026-03-03 12:30:00+00:00,61.29,914.69,3048.74,4040.12,25.43,19,0.92,299,12,3,1
"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,no2,33.12,2026-03-03 12:30:00+00:00,61.29,914.69,3048.74,4040.12,25.43,19,0.92,299,12,3,1
"PWD Juction, Kohima - NPCB",25.6635413,94.0989878,co,0.22,2026-03-03 11:45:00+00:00,15.51,2827.55,1735.98,5000.0,16.61,58,0.96,160,11,3,1
"PWD Juction, Kohima - NPCB",25.6635413,94.0989878,pm25,51.45,2026-03-03 11:45:00+00:00,15.51,2827.55,1735.98,5000.0,16.61,58,0.96,160,11,3,1
"PWD Juction, Kohima - NPCB",25.6635413,94.0989878,so2,16.92,2026-03-03 11:45:00+00:00,15.51,2827.55,1735.98,5000.0,16.61,58,0.96,160,11,3,1
"PWD Juction, Kohima - NPCB",25.6635413,94.0989878,o3,0.16,2026-03-03 11:45:00+00:00,15.51,2827.55,1735.98,5000.0,16.61,58,0.96,160,11,3,1
"PWD Juction, Kohima - NPCB",25.6635413,94.0989878,pm10,67.62,2026-03-03 11:45:00+00:00,15.51,2827.55,1735.98,5000.0,16.61,58,0.96,160,11,3,1
"PWD Juction, Kohima - NPCB",25.6635413,94.0989878,no2,2.77,2026-03-03 11:45:00+00:00,15.51,2827.55,1735.98,5000.0,16.61,58,0.96,160,11,3,1
"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,pm25,46.63,2026-03-03 12:30:00+00:00,10.27,871.45,5000.0,5000.0,22.59,43,3.31,110,12,3,1
"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,o3,49.27,2026-03-03 12:30:00+00:00,10.27,871.45,5000.0,5000.0,22.59,43,3.31,110,12,3,1
"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,so2,0.0,2026-03-03 12:30:00+00:00,10.27,871.45,5000.0,5000.0,22.59,43,3.31,110,12,3,1
"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,co,0.22,2026-03-03 12:30:00+00:00,10.27,871.45,5000.0,5000.0,22.59,43,3.31,110,12,3,1
"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,no2,19.19,2026-03-03 12:30:00+00:00,10.27,871.45,5000.0,5000.0,22.59,43,3.31,110,12,3,1
"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,pm10,66.66,2026-03-03 12:30:00+00:00,10.27,871.45,5000.0,5000.0,22.59,43,3.31,110,12,3,1
"Railway Colony, Guwahati - APCB",26.181742,91.78063,no2,2.78,2026-03-03 12:30:00+00:00,11.57,2412.29,5000.0,5000.0,24.36,50,1.31,205,12,3,1
"Railway Colony, Guwahati - APCB",26.181742,91.78063,so2,18.92,2026-03-03 12:30:00+00:00,11.57,2412.29,5000.0,5000.0,24.36,50,1.31,205,12,3,1
"Railway Colony, Guwahati - APCB",26.181742,91.78063,co,0.0,2026-03-03 12:30:00+00:00,11.57,2412.29,5000.0,5000.0,24.36,50,1.31,205,12,3,1
"Railway Colony, Guwahati - APCB",26.181742,91.78063,pm10,0.0,2026-03-03 12:30:00+00:00,11.57,2412.29,5000.0,5000.0,24.36,50,1.31,205,12,3,1
"Railway Colony, Guwahati - APCB",26.181742,91.78063,o3,0.0,2026-03-03 12:30:00+00:00,11.57,2412.29,5000.0,5000.0,24.36,50,1.31,205,12,3,1
"Railway Colony, Guwahati - APCB",26.181742,91.78063,pm25,0.0,2026-03-03 12:30:00+00:00,11.57,2412.29,5000.0,5000.0,24.36,50,1.31,205,12,3,1
"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,co,0.896,2026-03-03 12:15:00+00:00,8.33,514.87,6802.35,4473.48,24.39,79,2.66,192,12,3,1
"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,pm10,58.01,2026-03-03 12:15:00+00:00,8.33,514.87,6802.35,4473.48,24.39,79,2.66,192,12,3,1
"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,pm25,24.7,2026-03-03 12:15:00+00:00,8.33,514.87,6802.35,4473.48,24.39,79,2.66,192,12,3,1
"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,so2,12.2,2026-03-03 12:15:00+00:00,8.33,514.87,6802.35,4473.48,24.39,79,2.66,192,12,3,1
"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,no2,64.72,2026-03-03 12:15:00+00:00,8.33,514.87,6802.35,4473.48,24.39,79,2.66,192,12,3,1
"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,o3,19.82,2026-03-03 12:15:00+00:00,8.33,514.87,6802.35,4473.48,24.39,79,2.66,192,12,3,1
"City Center, Gwalior - MPPCB",26.203442,78.193251,pm10,66.0,2026-03-03 12:15:00+00:00,26.07,1309.8,5000.0,5000.0,24.76,23,1.8,347,12,3,1
"City Center, Gwalior - MPPCB",26.203442,78.193251,co,0.94,2026-03-03 12:30:00+00:00,26.07,1309.8,5000.0,5000.0,24.76,23,1.8,347,12,3,1
"City Center, Gwalior - MPPCB",26.203442,78.193251,o3,111.1,2026-03-03 12:30:00+00:00,26.07,1309.8,5000.0,5000.0,24.76,23,1.8,347,12,3,1
"City Center, Gwalior - MPPCB",26.203442,78.193251,so2,17.0,2026-03-03 12:30:00+00:00,26.07,1309.8,5000.0,5000.0,24.76,23,1.8,347,12,3,1
"City Center, Gwalior - MPPCB",26.203442,78.193251,pm25,18.0,2026-03-03 12:30:00+00:00,26.07,1309.8,5000.0,5000.0,24.76,23,1.8,347,12,3,1
"City Center, Gwalior - MPPCB",26.203442,78.193251,no2,26.6,2026-03-03 12:30:00+00:00,26.07,1309.8,5000.0,5000.0,24.76,23,1.8,347,12,3,1
"Sector 11, Faridabad - HSPCB",28.376058,77.315741,so2,2.17,2026-03-03 12:30:00+00:00,12.79,331.86,4407.27,5000.0,24.73,21,0.7,36,12,3,1
"Sector 11, Faridabad - HSPCB",28.376058,77.315741,co,0.99,2026-03-03 12:30:00+00:00,12.79,331.86,4407.27,5000.0,24.73,21,0.7,36,12,3,1
"Sector 11, Faridabad - HSPCB",28.376058,77.315741,pm25,150.8,2026-03-03 12:30:00+00:00,12.79,331.86,4407.27,5000.0,24.73,21,0.7,36,12,3,1
"Sector 11, Faridabad - HSPCB",28.376058,77.315741,pm10,323.0,2026-03-03 12:30:00+00:00,12.79,331.86,4407.27,5000.0,24.73,21,0.7,36,12,3,1
"Sector 11, Faridabad - HSPCB",28.376058,77.315741,o3,14.73,2026-03-03 12:30:00+00:00,12.79,331.86,4407.27,5000.0,24.73,21,0.7,36,12,3,1
"Sector 11, Faridabad - HSPCB",28.376058,77.315741,no2,25.21,2026-03-03 12:30:00+00:00,12.79,331.86,4407.27,5000.0,24.73,21,0.7,36,12,3,1
"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051,o3,57.8,2026-03-03 12:30:00+00:00,35.64,1174.13,5000.0,5000.0,22.4,63,4.76,94,12,3,1
"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051,pm25,52.0,2026-03-03 12:30:00+00:00,35.64,1174.13,5000.0,5000.0,22.4,63,4.76,94,12,3,1
"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051,no2,41.2,2026-03-03 12:30:00+00:00,35.64,1174.13,5000.0,5000.0,22.4,63,4.76,94,12,3,1
"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051,pm10,125.0,2026-03-03 12:30:00+00:00,35.64,1174.13,5000.0,5000.0,22.4,63,4.76,94,12,3,1
"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051,so2,13.2,2026-03-03 12:30:00+00:00,35.64,1174.13,5000.0,5000.0,22.4,63,4.76,94,12,3,1
"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051,co,0.64,2026-03-03 12:30:00+00:00,35.64,1174.13,5000.0,5000.0,22.4,63,4.76,94,12,3,1
"Sector-12, Karnal - HSPCB",29.6953,77.0027,so2,1.78,2026-03-03 12:30:00+00:00,14.82,1303.7,1336.7,5000.0,20.03,26,0.2,135,12,3,1
"Sector-12, Karnal - HSPCB",29.6953,77.0027,co,0.07,2026-03-03 12:30:00+00:00,14.82,1303.7,1336.7,5000.0,20.03,26,0.2,135,12,3,1
"Sector-12, Karnal - HSPCB",29.6953,77.0027,o3,26.14,2026-03-03 12:30:00+00:00,14.82,1303.7,1336.7,5000.0,20.03,26,0.2,135,12,3,1
"Sector-12, Karnal - HSPCB",29.6953,77.0027,pm10,66.75,2026-03-03 12:30:00+00:00,14.82,1303.7,1336.7,5000.0,20.03,26,0.2,135,12,3,1
"Sector-12, Karnal - HSPCB",29.6953,77.0027,no2,5.25,2026-03-03 12:30:00+00:00,14.82,1303.7,1336.7,5000.0,20.03,26,0.2,135,12,3,1
"Sector-12, Karnal - HSPCB",29.6953,77.0027,pm25,47.68,2026-03-03 12:30:00+00:00,14.82,1303.7,1336.7,5000.0,20.03,26,0.2,135,12,3,1
"Marhatal, Jabalpur - MPPCB",23.168606,79.932247,co,0.23,2026-03-03 12:30:00+00:00,24.39,9.53,3150.86,5000.0,24.7,23,1.79,49,12,3,1
"Marhatal, Jabalpur - MPPCB",23.168606,79.932247,o3,40.6,2026-03-03 12:30:00+00:00,24.39,9.53,3150.86,5000.0,24.7,23,1.79,49,12,3,1
"Marhatal, Jabalpur - MPPCB",23.168606,79.932247,pm25,20.0,2026-03-03 12:30:00+00:00,24.39,9.53,3150.86,5000.0,24.7,23,1.79,49,12,3,1
"Marhatal, Jabalpur - MPPCB",23.168606,79.932247,no2,20.3,2026-03-03 12:30:00+00:00,24.39,9.53,3150.86,5000.0,24.7,23,1.79,49,12,3,1
"Marhatal, Jabalpur - MPPCB",23.168606,79.932247,so2,16.0,2026-03-03 12:30:00+00:00,24.39,9.53,3150.86,5000.0,24.7,23,1.79,49,12,3,1
