Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-09-07 16:00:00,31.709687499999998,58.3834375,12.1140625,38.5765625,27.699687500000003,31.155,38.495,1.14,17.221944444444446,1.30875,16.425,,,0.7024999999999999,2.2668749999999998,25.972500000000004,73.81375,0.6158333333333333,228.3975,0.0,0.0,9.625,707.33,
2023-09-07 17:00:00,30.38916666666667,56.39428571428572,12.919404761904762,38.719404761904755,28.23047619047619,33.263333333333335,33.498749999999994,1.1515625,15.803125000000001,1.472361111111111,18.293333333333333,,,0.8170833333333334,2.465625,25.340833333333336,75.94166666666666,0.6458333333333334,229.2588888888889,0.0,0.0,0.0,707.33,
2023-09-07 18:00:00,27.959999999999997,52.42178571428572,10.982142857142858,43.416428571428575,25.90857142857143,25.935,43.71125,1.0831250000000001,15.984687500000001,1.3795833333333334,18.7025,,,0.88375,2.61,24.62,78.0925,0.5375,197.45583333333335,0.0,0.0,0.0,707.33,
2023-09-07 19:00:00,26.31964285714286,49.61250000000001,8.606785714285714,41.037142857142854,25.232499999999998,10.916250000000002,43.12562499999999,1.1028125,16.4634375,1.2925,19.6175,,,0.9550000000000001,2.7175000000000002,24.73375,77.1225,0.54,204.50583333333336,0.0,0.0,0.0,707.33,
2023-09-07 20:00:00,24.73986111111111,47.450694444444444,8.87486111111111,44.34555555555556,24.380138888888883,13.95625,41.70479166666667,1.1248809523809522,15.360000000000001,1.6165000000000003,21.098750000000003,,,1.065,2.8391666666666664,24.386249999999997,80.3,0.6283333333333333,217.83083333333335,0.1,0.06666666666666667,0.0,707.33,
2023-09-07 21:00:00,29.95488095238095,55.977500000000006,7.241309523809524,38.10511904761904,21.56738095238095,7.0024999999999995,42.196875,1.02625,13.169791666666667,1.2354166666666666,21.613750000000003,,,0.92625,2.6862500000000002,24.2275,81.52,0.6033333333333334,174.35500000000002,0.0,0.0,0.0,707.33,
2023-09-07 22:00:00,25.75857142857143,48.769642857142856,8.2725,35.25,23.295357142857142,9.787500000000001,35.463125,1.0787499999999999,12.7121875,1.1225,20.9175,,,0.82875,2.385,24.615000000000002,80.14,0.6444444444444445,180.78,0.0,0.0,0.0,707.33,
2023-09-07 23:00:00,18.388749999999998,36.739861111111104,7.249861111111112,33.39375,21.463055555555556,6.59375,30.82291666666667,0.9754761904761906,15.641785714285714,1.3450000000000002,21.466250000000002,,,0.8225,2.4572916666666664,24.8925,80.0,0.6033333333333334,205.04916666666668,0.0,0.0,0.0,707.33,
2023-09-08 00:00:00,19.585833333333333,38.69541666666667,6.774166666666666,37.717083333333335,19.132916666666663,5.53125,37.740624999999994,1.0239285714285715,17.112142857142857,1.069,19.182499999999997,,,0.63375,1.8175000000000001,25.19125,79.68125,0.6308333333333332,201.005,0.0,0.0,0.0,707.33,
2023-09-08 01:00:00,20.489642857142858,39.58857142857143,6.097916666666666,33.62785714285714,18.2125,4.449999999999999,37.886874999999996,0.97625,17.876875,0.9445,18.252499999999998,,,0.4175,1.330625,25.41375,78.94125,0.5491666666666667,200.06916666666666,0.025,0.016666666666666666,0.0,707.33,
2023-09-08 02:00:00,26.802142857142854,50.45142857142857,5.968928571428571,29.741071428571423,16.734285714285715,3.2575,33.700624999999995,0.9440625,18.57875,0.6845833333333333,17.856250000000003,,,0.34750000000000003,1.06875,25.122500000000002,80.56,0.615,217.34166666666667,0.225,0.15,0.0,707.33,
2023-09-08 03:00:00,28.075416666666666,50.76285714285715,5.802500000000001,33.65958333333334,15.78875,3.04375,35.65375,0.9407142857142857,20.0078125,0.6591666666666667,17.869999999999997,,,0.31125,0.93875,24.98375,81.19999999999999,0.6816666666666666,229.88833333333332,0.05,0.03333333333333333,0.0,707.33,
2023-09-08 04:00:00,20.51,39.522499999999994,8.529583333333333,39.891666666666666,22.7675,3.19125,38.18125,1.0453571428571429,21.276875,0.6466666666666666,18.05625,,,0.29624999999999996,0.92,24.75625,81.85374999999999,0.6316666666666667,233.9433333333333,0.6,0.39999999999999997,0.0,707.33,
2023-09-08 05:00:00,16.684166666666666,34.01,11.381666666666668,40.955,30.463333333333335,3.4387499999999998,34.09375,1.1871428571428573,17.008571428571432,0.6658333333333334,17.3325,,,0.2725,0.8675,24.622500000000002,82.72749999999999,0.5908333333333333,210.14499999999998,0.375,0.25,0.0,707.33,
2023-09-08 06:00:00,15.407916666666665,32.27464285714286,9.794642857142858,32.93571428571428,21.318214285714284,23.82,31.133125,1.0078125,13.04875,0.79875,17.759999999999998,,,0.26625,0.9506249999999999,24.4025,82.99375,0.6525,232.3575,0.55,0.3666666666666667,0.0,707.33,
2023-09-08 07:00:00,16.074285714285715,29.891428571428573,11.724285714285715,38.17107142857143,25.18857142857143,30.39,33.82875,1.0546875,9.861875,0.86,18.435000000000002,,,0.3175,1.189375,24.1375,83.14625000000001,0.56,201.58083333333335,0.675,0.45,0.0,707.33,
2023-09-08 08:00:00,17.607916666666668,31.956666666666663,14.482916666666666,48.615,24.156250000000004,49.332499999999996,39.134375,1.085357142857143,7.286071428571428,0.6930000000000001,19.575000000000003,,,0.39625,1.1575,23.935000000000002,83.26249999999999,0.4008333333333333,176.40583333333333,0.5,0.3333333333333333,1.225,,
2023-09-08 09:00:00,16.877916666666664,31.05125,14.02375,52.72333333333333,24.343333333333334,44.011250000000004,46.902499999999996,1.1417857142857142,7.269642857142857,0.9329999999999998,22.47125,,,0.66625,2.3249999999999997,24.490000000000002,83.3425,0.42250000000000004,160.2408333333333,0.15,0.09999999999999999,22.549999999999997,,
2023-09-08 10:00:00,18.5575,35.541666666666664,14.452083333333334,52.982499999999995,25.390833333333337,42.1625,47.24937500000001,1.23,7.7542857142857144,1.4255,27.157500000000002,,,1.3125,4.531666666666667,25.43625,82.805,0.4025,194.245,0.025,0.016666666666666666,60.575,,
2023-09-08 11:00:00,24.989583333333332,47.388888888888886,11.585972222222223,50.12375,22.355416666666667,33.629999999999995,47.41375,1.1078571428571429,8.031428571428572,1.347,24.177500000000002,,,1.0787499999999999,3.728333333333333,26.11,80.6425,0.5408333333333333,227.30499999999998,0.0,0.0,122.2125,,
