city,latitude,longitude,timestamp,CO,NO2,O3,PM10,PM2.5,SO2,temperature,humidity,wind_speed,wind_direction,distance_to_road_km,distance_to_industry_km,distance_to_dump_km,distance_to_farmland_km,year,month,day,hour,day_of_week,season,road_proximity,industry_proximity,pollution_source,aqi,timestamp_formatted
4,17.385,78.4867,2025-12-29 08:00:00,-0.7601791279835189,-1.0492441914308073,1.442684320129475,-0.5687629997505235,42.0,-0.3019714076493585,0.9155965885909142,-1.4053522282304038,-0.5697687380498876,84,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,12,29,8,0,0,19.882815062242454,0.39603911318559,Natural,42.0,2025-12-29 08:00:00
9,18.5204,73.8567,2025-12-23 10:00:00,-0.9657718426034888,-0.96268807266571,0.6619453484797101,-1.1723293192900015,14.0,-0.6723027734498344,1.4136262691158614,-1.7455635416517743,0.186562977528417,81,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2025,12,23,10,1,0,60.65304649941548,0.7009004565590577,Natural,14.0,2025-12-23 10:00:00
1,12.9716,77.5946,2026-02-05 01:00:00,-0.5593676392849437,-0.3873444596977097,-0.7281508693357249,-1.0440451886561752,19.0,-0.8543300549449836,-1.0027399586162904,0.9275253495161396,0.6655730640613435,73,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2026,2,5,1,3,0,45.66099750375892,2.722287664202811,Natural,19.0,2026-02-05 01:00:00
4,17.385,78.4867,2025-11-29 21:00:00,-0.6000080596167983,-0.5400905516361169,0.0716305162567171,-0.5267026290509083,44.0,0.1060207750121828,-0.2833637534135886,0.0040946416581328,0.0605076915986997,24,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,11,29,21,5,3,19.882815062242454,0.39603911318559,Natural,44.0,2025-11-29 21:00:00
3,28.6139,77.209,2025-11-24 08:00:00,0.1004415378675178,-0.6622874251868426,2.451932259091366,0.0873787831634738,72.6,1.9200167871534968,0.6942500639131599,-1.4053522282304038,-0.4941355664920571,306,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,11,24,8,0,3,29.467460806877423,0.3544953745262739,Natural,72.6,2025-11-24 08:00:00
5,26.9124,75.7873,2025-12-08 09:00:00,-0.9657718426034888,-0.9372303906759754,0.5857756927090013,-1.1639172451500788,12.9,-0.4651682807139748,1.1553886569918148,-2.0371732388700927,-0.6706129667936617,295,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,12,8,9,0,0,143.25783502169855,0.543568427645842,Natural,12.9,2025-12-08 09:00:00
5,26.9124,75.7873,2025-12-08 01:00:00,0.1052227637889125,0.1167176436990337,-1.2803808736733635,-0.8400523907630416,29.8,-0.5655971256768159,-1.5007696391412375,-0.1417102069510261,-0.2420249946326222,352,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,12,8,1,0,0,143.25783502169855,0.543568427645842,Natural,29.8,2025-12-08 01:00:00
0,23.0225,72.5714,2025-12-30 03:00:00,0.1315195063565831,0.2338229808518126,-1.1851688039599777,-0.4005215169520627,50.1,-0.4839986891445076,-0.7260568027690971,0.3929075712825567,0.0100855772268127,69,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2025,12,30,3,1,0,124.24832867360684,0.558069868971395,Natural,50.1,2025-12-30 03:00:00
9,18.5204,73.8567,2025-11-25 00:00:00,-0.1888226303768584,-0.3567952413100282,-0.7852781111637565,-0.915761058022349,25.9,-0.8982676746162265,-0.1173538599052731,0.7817205009069805,-1.7294773686032885,236,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2025,11,25,0,1,3,60.65304649941548,0.7009004565590577,Natural,25.9,2025-11-25 00:00:00
4,17.385,78.4867,2026-01-17 02:00:00,1.6423868975172922,0.6920612566670342,-0.4044298323102126,-0.0682445884251025,65.0,0.5705041829653225,-0.4678191906450505,-0.2875150555601851,-0.998356710210927,62,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2026,1,17,2,5,0,19.882815062242454,0.39603911318559,Natural,65.0,2026-01-17 02:00:00
4,17.385,78.4867,2025-12-09 13:00:00,-0.6191329633023768,-0.3364290957182406,0.1668425859701031,-0.7643437235037341,31.2,-0.5593203228666382,0.6942500639131599,-1.5025554606365097,0.6655730640613435,40,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,12,9,13,1,0,19.882815062242454,0.39603911318559,Natural,31.2,2025-12-09 13:00:00
9,18.5204,73.8567,2025-11-14 09:00:00,-0.8892722278611744,-0.9932372910533912,1.233217766760026,-0.6970471303843497,34.9,-0.6471955622091241,1.5427450751778846,-1.7455635416517743,0.0352966344127561,36,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2025,11,14,9,4,3,60.65304649941548,0.7009004565590577,Natural,34.9,2025-11-14 09:00:00
2,13.0827,80.2707,2026-01-02 20:00:00,-0.7314917724551511,-0.8863150266965063,0.5857756927090013,-0.2638253121783132,52.7,-1.0802949561113755,0.5835768015742825,1.1705334305314046,1.1950052649661569,34,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2026,1,2,20,4,0,36.72855661069761,1.6710528350076423,Natural,52.7,2026-01-02 20:00:00
0,23.0225,72.5714,2026-02-12 03:00:00,-0.5163366059923918,-0.5095413332484354,-0.537726729908953,-0.7769618347136188,31.5,-0.4965522947648627,0.140883752218774,-0.579124752778503,0.6907841212472868,60,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2026,2,12,3,3,0,124.24832867360684,0.558069868971395,Natural,31.5,2026-02-12 03:00:00
0,23.0225,72.5714,2026-01-16 13:00:00,-0.2342442766301075,0.2541891264436003,0.3763091393395522,-0.5267026290509083,44.4,0.162512000303781,1.2660619193306917,-1.4053522282304038,-1.5277889111157406,247,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2026,1,16,13,4,0,124.24832867360684,0.558069868971395,Natural,44.4,2026-01-16 13:00:00
4,17.385,78.4867,2025-12-27 09:00:00,-0.5737113170491276,-0.957596536267763,1.7283205292696329,-0.6234414816600232,39.3,-0.1952657598763397,1.0631609383760838,-1.5025554606365097,-0.6706129667936617,101,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,12,27,9,5,0,19.882815062242454,0.39603911318559,Natural,39.3,2025-12-27 09:00:00
5,26.9124,75.7873,2025-12-17 08:00:00,-0.8008195483153735,-1.0034203638492851,1.0808784552186084,-0.9262761506972528,23.6,-0.3208018160798909,1.0262698509297916,-1.8427667740578808,-0.5697687380498876,282,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,12,17,8,2,0,143.25783502169855,0.543568427645842,Natural,23.6,2025-12-17 08:00:00
7,26.8467,80.9462,2026-01-23 18:00:00,-0.1696977266912798,-0.6877451071765771,0.1097153441420715,0.234590080612127,79.9,-0.2203729711170501,-0.5231558218144893,0.1985011064703447,1.1445831505942698,317,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.015086847927034e-16,2026,1,23,18,4,0,39.98069838497175,0.7034129652330101,Natural,79.9,2026-01-23 18:00:00
9,18.5204,73.8567,2026-01-05 19:00:00,0.3108154784088824,-0.3109714137285061,-0.5567691438516302,0.0200821900440894,69.8,-0.6723027734498344,-0.2464726659672963,-0.1417102069510261,-0.4185023949342267,104,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2026,1,5,19,0,0,60.65304649941548,0.7009004565590577,Natural,69.8,2026-01-05 19:00:00
6,22.5726,88.3639,2025-12-20 14:00:00,0.1339101193172804,0.1370837892908215,-0.2330481068261179,1.5679038317899294,139.7,0.0871903665816504,-0.0989083161821266,0.6359156522978217,-0.0907586515169613,19,1.2031166012388552,-0.1690870212388162,0.2325676244696224,1.1781129426923302,2025,12,20,14,5,0,24.587849250420973,0.780706564798492,Natural,139.7,2025-12-20 14:00:00
