country,state,city,station,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",13.164544,80.26285,NH3,6,7,7
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",13.164544,80.26285,SO2,8,31,18
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",9.865935,78.022669,SO2,NA,NA,NA
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11.258242,77.552761,NH3,2,3,2
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11.258242,77.552761,SO2,14,15,15
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,PM10,NA,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,SO2,NA,NA,NA
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,PM2.5,53,75,60
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,SO2,13,17,14
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.4127,80.1081,NH3,1,1,1
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",9.865935,78.022669,PM10,NA,NA,NA
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",10.942451,76.978996,SO2,22,23,23
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,NO2,12,19,17
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,CO,28,44,33
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,PM2.5,60,171,103
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,NO2,6,14,10
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,CO,3,66,51
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",23.8175497,91.2726974,NH3,3,8,5
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",23.8175497,91.2726974,CO,23,40,29
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.23711,78.01936,PM2.5,21,87,56
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.23711,78.01936,NH3,4,5,4
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831,CO,26,84,32
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.168897,78.37696,PM10,29,78,56
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.168897,78.37696,O3,1,26,14
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075,NO2,17,160,70
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,PM10,128,263,185
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,NH3,2,4,3
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28.359581,79.414455,PM10,35,75,59
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28.359581,79.414455,SO2,44,68,54
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28.38910936,79.42963708,SO2,38,40,39
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,SO2,18,19,19
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96237,PM10,66,143,95
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96237,NH3,4,6,4
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,NO2,11,18,14
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,SO2,31,50,42
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,O3,5,86,76
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,PM10,18,158,84
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,CO,4,4,4
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,O3,1,4,3
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,PM10,56,118,83
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,NO2,14,14,14
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,CO,2,106,22
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,NO2,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.06351,77.709723,CO,30,122,52
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.06351,77.709723,O3,13,136,106
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.83526,78.7446,O3,8,75,30
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,PM2.5,61,318,188
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,PM10,68,178,123
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,CO,34,100,52
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.7388,O3,15,28,21
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.856664,78.772638,PM2.5,30,122,75
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.856664,78.772638,NO2,24,25,25
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,NO2,24,25,25
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,NH3,5,5,5
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,SO2,30,63,38
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,PM10,24,216,99
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,SO2,8,23,13
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.2348927,77.8683002,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.766433,80.927299,NH3,4,7,5
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.766433,80.927299,O3,17,101,78
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,PM10,48,240,122
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,O3,28,42,40
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.906111,80.948222,NH3,12,17,15
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,CO,6,98,55
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,NH3,9,13,11
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,CO,18,76,39
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362,NO2,25,25,25
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.802625,78.753728,PM2.5,25,194,86
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.802625,78.753728,NO2,29,30,29
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.802625,78.753728,CO,43,78,64
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,PM10,78,236,169
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.557054,77.453663,PM2.5,59,359,246
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,NH3,7,10,9
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,O3,12,79,65
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.4547,78.6039,O3,1,9,6
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",28.5898,77.3101,O3,1,103,86
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152,PM2.5,28,167,66
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152,CO,4,75,9
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,NO2,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,NH3,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,O3,35,63,49
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,SO2,4,20,12
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.5447608,77.3231257,PM2.5,71,466,262
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,NO2,5,5,5
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,NH3,8,24,16
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,SO2,17,78,48
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,CO,20,123,25
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,NO2,8,8,8
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,SO2,25,31,28
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408,SO2,30,37,32
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687,SO2,29,30,30
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.571409,77.655757,SO2,17,36,21
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.571409,77.655757,O3,15,15,15
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.269444,78.044167,NO2,1,4,1
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.269444,78.044167,CO,6,8,8
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.9611753,NO2,9,16,11
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547,PM10,48,48,48
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,SO2,18,73,37
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",23.697936,86.944395,O3,6,56,44
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.618183,87.105718,PM10,54,156,118
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.616515,87.119133,NO2,15,40,31
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.7605581,88.3617589,NH3,6,9,8
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.7605581,88.3617589,SO2,11,13,12
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843,PM2.5,29,171,90
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,PM2.5,29,289,130
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,O3,1,56,42
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.549395,87.300496,PM10,71,199,132
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.549395,87.300496,NH3,2,5,3
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.549395,87.300496,CO,18,76,24
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,PM2.5,65,176,109
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,O3,20,25,24
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017,PM2.5,68,179,128
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017,CO,18,74,21
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",22.554954,88.292568,O3,6,54,48
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,PM2.5,78,115,105
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,O3,15,147,128
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422,CO,37,88,51
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",22.5687319,88.2797276,CO,15,107,27
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,PM2.5,88,243,174
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,SO2,8,23,16
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.55664,88.342674,NH3,9,14,11
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,PM10,81,211,139
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,SO2,2,11,4
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,NO2,43,134,84
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,PM10,75,116,97
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,NO2,28,167,96
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,PM10,NA,NA,NA
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,NO2,NA,NA,NA
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,NH3,NA,NA,NA
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,O3,12,53,43
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,CO,32,36,34
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.20488,79.097889,PM2.5,54,90,78
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.20488,79.097889,PM10,50,86,75
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.20488,79.097889,SO2,10,15,12
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",13.20488,79.097889,CO,23,38,26
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,NO2,17,25,21
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13.67,79.35,PM10,77,122,100
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13.67,79.35,CO,12,65,31
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.40923,NO2,25,31,27
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26.0881305,87.93840336,CO,16,25,24
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.308328,84.531742,PM2.5,77,263,113
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.308328,84.531742,CO,31,32,32
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.308328,84.531742,O3,9,10,10
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26.63086,84.90051,PM10,72,165,132
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26.63086,84.90051,O3,3,5,4
India,Bihar,Munger,"Town Hall, Munger - BSPCB",25.376776,86.471523,NO2,4,5,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26.1403345,85.3650192,NO2,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,SO2,22,32,31
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,CO,17,134,68
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.1875,91.744194,PM2.5,45,299,153
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.1875,91.744194,NO2,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,PM10,51,309,162
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,SO2,23,26,25
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063,CO,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,PM2.5,66,171,110
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,NO2,16,25,18
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,NH3,4,4,4
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222,PM10,50,91,73
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16.554731,80.64911,PM2.5,57,67,59
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16.554731,80.64911,NH3,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,CO,3,62,18
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,PM10,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,O3,14,16,14
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574,NH3,6,27,13
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,PM2.5,52,253,104
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,PM10,45,137,82
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184,CO,26,100,54
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,PM10,40,121,96
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264,NH3,1,2,2
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",25.42742023,86.13886079,PM10,58,208,116
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",25.42742023,86.13886079,SO2,20,28,24
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947,NH3,6,8,7
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",25.56752,83.966379,PM10,39,105,67
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",25.7808257,84.7446768,NH3,6,14,8
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,O3,10,58,54
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,PM10,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,NO2,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488,PM10,66,143,93
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",25.697189,85.2459,NH3,22,27,24
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",30.751462,76.762879,O3,1,62,48
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",30.719859,76.738637,PM2.5,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",30.719859,76.738637,PM10,NA,NA,NA
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.194815,81.31477,PM10,20,64,46
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.194815,81.31477,NO2,31,46,37
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",21.185571,81.343175,NH3,3,3,3
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",21.224231,81.40835,PM10,16,141,63
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",21.224231,81.40835,NO2,15,97,54
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",21.224231,81.40835,SO2,16,103,45
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26.1403345,85.3650192,NH3,5,6,5
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26.1209,85.3647,PM2.5,83,113,91
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26.1209,85.3647,NO2,9,17,11
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26.1209,85.3647,SO2,4,8,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586,NO2,46,53,50
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586,CO,6,107,28
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,PM10,97,465,205
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,NO2,17,53,37
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.258815,81.578979,O3,1,26,9
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.237755,81.705301,PM10,40,92,71
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.371751,81.664929,PM10,52,152,115
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",22.06631475,83.33820077,SO2,NA,NA,NA
India,Delhi,Delhi,"Alipur, Delhi - DPCC",28.815329,77.15301,SO2,4,19,11
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25.892357,86.590325,NH3,4,4,4
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25.859655,85.77944,PM2.5,55,435,244
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25.859655,85.77944,CO,9,12,10
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",24.952822,84.002396,PM10,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",30.735567,76.775714,NH3,5,21,14
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",30.735567,76.775714,O3,4,147,107
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",28.4706914,77.1099364,O3,10,69,58
India,Delhi,Delhi,"Bawana, Delhi - DPCC",28.7762,77.051074,NH3,7,9,8
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",28.7256504,77.2011573,PM10,104,500,332
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",28.5512005,77.2735737,PM2.5,43,306,157
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,PM10,105,421,285
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,CO,52,145,70
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",22.368195,82.746431,O3,2,15,11
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.348441,82.549611,PM10,28,61,49
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.348441,82.549611,NO2,16,20,17
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.348441,82.549611,CO,19,28,22
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",22.1910172,83.5197009,O3,4,137,125
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.258815,81.578979,PM10,28,137,74
India,Bihar,Patna,"Muradpur, Patna - BSPCB",25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB",25.619651,85.147382,SO2,8,10,9
India,Bihar,Patna,"Muradpur, Patna - BSPCB",25.619651,85.147382,O3,4,15,14
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25.599486,85.113666,NH3,1,5,3
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25.599486,85.113666,SO2,2,13,7
India,Bihar,Patna,"Samanpura, Patna - BSPCB",25.596727,85.085624,NH3,1,21,9
India,Bihar,Patna,"Samanpura, Patna - BSPCB",25.596727,85.085624,CO,4,116,66
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",22.118125,83.140608,PM10,40,73,51
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",22.118125,83.140608,O3,6,87,80
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",28.4706914,77.1099364,NO2,12,74,37
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",28.6573814,77.1585447,PM10,104,468,243
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",28.6573814,77.1585447,NO2,53,152,102
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255,NH3,9,13,11
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255,O3,4,143,126
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.623763,77.287209,PM2.5,42,333,228
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.623763,77.287209,O3,1,93,79
