city,latitude,longitude,datetimeUtc,co,no2,o3,pm10,pm25,so2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T10:30:00Z,0.21,10.3,105.7,51,4,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T10:45:00Z,0.19,9.9,108.2,51,4,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T11:00:00Z,0.22,10.1,105.8,51,4,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T11:15:00Z,0.21,10.3,106.9,51,5,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T11:30:00Z,0.23,10.9,108,51,5,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T11:45:00Z,0.22,11.4,107.8,51,5,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T12:00:00Z,0.25,14.5,105.2,52,5,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T12:15:00Z,0.3,15.9,103.1,58,8,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T12:45:00Z,0.41,26.3,83.6,58,8,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T13:00:00Z,0.48,28.5,77.6,71,8,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T13:15:00Z,0.49,28.1,78.1,124,10,0.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T13:30:00Z,0.46,26.1,74.4,124,10,0.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T13:45:00Z,0.46,23.7,75.2,124,10,0.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T14:00:00Z,0.44,20.7,77.8,123,11,0.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T14:15:00Z,0.45,21.5,74.9,121,15,0.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T14:30:00Z,0.44,24.7,70,121,15,0.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T14:45:00Z,0.4,23.1,72.9,121,15,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T15:00:00Z,0.4,21.5,70.5,115,14,0.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T15:15:00Z,0.4,18.5,70.7,91,11,0.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T15:30:00Z,0.4,20.8,67,91,11,0.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T15:45:00Z,0.38,20.8,68.4,91,11,1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T16:00:00Z,0.34,19.4,69.8,90,10,0.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T16:15:00Z,0.38,19,67.3,83,8,0.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T16:30:00Z,0.33,19.7,66.5,83,8,1.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T16:45:00Z,0.38,21,63.9,83,8,1.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T17:00:00Z,0.4,19.8,67.3,86,13,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T17:30:00Z,0.48,17.3,66.3,96,29,1.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T17:45:00Z,0.53,13.6,67.8,96,29,0.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T18:00:00Z,0.29,13.9,68.7,93,28,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T18:15:00Z,0.55,13.2,66.8,81,24,1.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T19:15:00Z,0.54,11.3,64.9,54,17,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T19:30:00Z,0.34,11.7,65.5,54,17,2.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T19:45:00Z,0.53,12.1,65.4,54,17,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T20:00:00Z,0.84,11.6,64.2,55,20,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T20:15:00Z,0.66,11,63.1,61,32,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T20:30:00Z,0.37,11.1,63.8,61,32,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T20:45:00Z,0.4,10.9,65.3,61,32,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T21:00:00Z,0.54,10.7,64.9,59,31,1.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T21:15:00Z,0.53,10.6,64.3,53,24,1.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T21:30:00Z,0.61,10.8,64.5,53,24,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T21:45:00Z,0.54,11.7,63.4,53,24,1.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T22:00:00Z,0.37,12,63.3,52,23,1.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T22:15:00Z,0.38,12,60.1,50,19,2.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T22:30:00Z,0.54,12.2,58,50,19,1.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T22:45:00Z,0.39,12.7,59.5,50,19,1.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T23:00:00Z,0.38,13.2,57.5,51,19,0.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T23:15:00Z,0.38,12.9,56.2,57,18,1.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T23:30:00Z,0.39,13,56.5,57,18,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-21T23:45:00Z,0.39,12.4,57.2,57,18,1.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T00:00:00Z,0.39,13.1,55.9,55,19,1.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T00:15:00Z,0.41,14.3,54.3,46,26,1.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T00:30:00Z,0.48,16.4,56.4,46,26,0.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T00:45:00Z,0.44,15.5,60,46,26,1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T01:00:00Z,0.46,15.3,59.7,52,27,0.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T01:15:00Z,0.58,18.8,53.9,78,30,0.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T01:30:00Z,0.57,20.8,56.2,78,30,1.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T01:45:00Z,0.69,25.6,54.8,78,30,0.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T02:00:00Z,0.68,28.8,50.9,85,34,0.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T02:15:00Z,0.69,29.1,49.2,117,51,1.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T02:30:00Z,0.66,26.3,53,117,51,2.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T02:45:00Z,0.63,26.2,59.2,117,51,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T03:00:00Z,0.69,24.7,59.2,122,53,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T03:15:00Z,0.58,22.5,59.2,143,62,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T03:30:00Z,0.61,22.1,80.9,143,62,2.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T03:45:00Z,0.57,21,84.5,143,62,3.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T04:00:00Z,0.57,19.1,88.9,139,58,4.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T04:15:00Z,0.57,17.5,90.7,126,43,4.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T04:30:00Z,0.49,16.7,91,126,43,3.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T04:45:00Z,0.47,17.1,92,126,43,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T05:00:00Z,0.47,18.2,91.4,126,40,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T05:15:00Z,0.49,19,91.1,126,26,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T05:30:00Z,0.49,19,92.3,126,26,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T05:45:00Z,0.45,18,91.8,126,26,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T06:00:00Z,0.44,18,93.6,112,22,1.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T06:15:00Z,0.42,18,95.7,60,9,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T06:30:00Z,0.45,18,95.5,60,9,1.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T06:45:00Z,0.42,17.4,98.4,60,9,1.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T07:00:00Z,0.41,16.5,101.2,59,8,1.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T07:15:00Z,0.4,16,101.5,54,5,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T07:30:00Z,0.4,15.9,101.9,54,5,2.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T07:45:00Z,0.39,15.9,104.9,54,5,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T08:00:00Z,0.4,15.8,105.1,68,6,2.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T08:15:00Z,0.41,16.3,103.8,120,11,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T08:30:00Z,0.41,17.3,105.2,120,11,3.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T08:45:00Z,0.4,17.3,107.9,120,11,5.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T09:00:00Z,0.41,15.5,111.1,112,11,7.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T09:15:00Z,0.3,13.7,111.2,80,14,7.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T09:30:00Z,0.24,12.1,113.1,80,14,8.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T09:45:00Z,0.3,11.1,115.5,80,14,8.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T10:00:00Z,0.23,10.1,116.9,83,15,8.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T10:15:00Z,0.22,9.6,116.1,96,22,7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T10:30:00Z,0.24,9.6,115.7,96,22,5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T10:45:00Z,0.26,9.9,115.1,96,22,3.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T11:00:00Z,0.29,10.1,116,96,21,4.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T11:15:00Z,0.27,10.2,117.7,96,16,4.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T11:30:00Z,0.29,10.9,114,96,16,3.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T11:45:00Z,0.33,11.6,114.2,96,16,3.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T12:00:00Z,0.33,13,111.5,101,15,3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T12:15:00Z,0.38,15.4,104.1,122,15,2.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T12:30:00Z,0.4,16.6,101.4,122,15,3.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T12:45:00Z,0.39,17.7,99.2,122,15,3.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T13:00:00Z,0.39,20.1,92.6,125,15,3.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T13:15:00Z,0.38,21.4,87.9,138,15,2.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T13:30:00Z,0.47,22.9,83.4,138,15,2.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T13:45:00Z,0.48,34.9,69.1,138,15,3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T14:00:00Z,0.53,47.1,60.5,138,16,4.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T14:15:00Z,0.53,32.1,71.6,138,22,3.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T14:30:00Z,0.61,44.9,50.6,138,22,4.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T14:45:00Z,0.48,30.5,64.3,138,22,4.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T15:00:00Z,0.48,26.1,66.3,143,23,3.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T15:15:00Z,0.45,24,73.7,159,25,3.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T15:30:00Z,0.46,29.3,68.7,159,25,3.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T15:45:00Z,0.39,25.4,69.7,159,25,3.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T16:00:00Z,0.37,26,68.1,152,23,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T16:15:00Z,0.38,25.5,66.6,123,15,2.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T16:30:00Z,0.4,26.4,65.1,123,15,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T16:45:00Z,0.39,24.8,67.1,123,15,2.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T17:00:00Z,0.34,24,67.5,124,16,2.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T17:15:00Z,0.31,22,68.7,127,19,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T17:30:00Z,0.31,20.9,68.7,127,19,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T17:45:00Z,0.27,19.9,69.2,127,19,2.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T18:00:00Z,0.26,17.9,70.8,121,18,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T18:15:00Z,0.32,16.1,72.8,97,15,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T19:15:00Z,0.3,17.9,67.3,66,9,1.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T19:30:00Z,0.3,19.8,61.6,66,9,1.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T19:45:00Z,0.3,19.4,62.4,66,9,1.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T20:00:00Z,0.3,20.7,56.4,66,9,1.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T20:15:00Z,0.31,22.8,53.7,64,10,1.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T20:30:00Z,0.31,22,54.8,64,10,2.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T20:45:00Z,0.31,20,56.4,64,10,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T21:00:00Z,0.32,18.3,59,60,10,1.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T21:15:00Z,0.33,17.5,55.4,44,10,1.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T21:30:00Z,0.33,17.2,53.9,44,10,1.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T21:45:00Z,0.33,17.4,53.1,44,10,1.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T22:00:00Z,0.32,15.9,54,45,10,1.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T22:15:00Z,0.32,16.5,55,52,9,1.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T22:30:00Z,0.32,15.8,53.3,52,9,1.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T22:45:00Z,0.32,16.1,55,52,9,2.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T23:00:00Z,0.32,16.9,54.5,50,9,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T23:15:00Z,0.33,15.6,56.8,44,9,2.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T23:30:00Z,0.33,14.8,59.9,44,9,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-22T23:45:00Z,0.48,16.9,42,44,9,2.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T00:00:00Z,0.47,19.5,37.5,47,10,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T00:15:00Z,0.42,21.2,42.6,56,15,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T00:30:00Z,0.44,21.9,41.6,56,15,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T00:45:00Z,0.42,21.6,42.9,56,15,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T01:00:00Z,0.55,22.6,40.1,59,16,2.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T01:15:00Z,0.9,28.3,32.2,75,19,4.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T01:30:00Z,0.73,34,32.6,75,19,6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T01:45:00Z,0.61,27.9,35.6,75,19,5.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T02:00:00Z,0.66,31.5,32.9,89,27,5.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T02:15:00Z,0.98,42.2,33.4,144,59,6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T02:30:00Z,1.01,39.6,41.2,144,59,6.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T02:45:00Z,0.86,31.3,54.5,144,59,6.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T03:00:00Z,0.64,27.4,54.5,167,64,7.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T03:15:00Z,0.56,24.5,54.5,260,84,7.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T03:30:00Z,0.56,21.3,77.8,260,84,7.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T03:45:00Z,0.54,18.6,77.7,260,84,7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T04:00:00Z,0.54,16.8,81.5,236,73,7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T04:15:00Z,0.54,16.1,86.6,142,28,6.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T04:30:00Z,0.5,15.5,92.4,142,28,5.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T04:45:00Z,0.48,15.7,92.3,142,28,4.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T05:00:00Z,0.48,16.1,92.7,134,25,4.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T05:15:00Z,0.47,15.7,92.9,99,15,4.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T05:30:00Z,0.48,16.5,92.6,99,15,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T05:45:00Z,0.46,16.4,92.3,99,15,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T06:00:00Z,0.44,16.4,93.3,92,15,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T06:15:00Z,0.38,16.4,92.6,66,14,2.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T06:30:00Z,0.41,16.5,92.1,66,14,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T06:45:00Z,0.4,16.2,93.9,66,14,1.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T07:00:00Z,0.35,15.6,95.9,63,13,0.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T07:15:00Z,0.33,14.1,99.2,51,8,0.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T07:30:00Z,0.32,14.2,99,51,8,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T07:45:00Z,0.32,14.5,98.2,51,8,2.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T08:00:00Z,0.3,14,98.3,51,8,1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T08:15:00Z,0.31,15.4,96.3,52,10,0.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T08:30:00Z,0.33,15.8,97.7,52,10,1.2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T08:45:00Z,0.31,13.5,95.5,52,10,0.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T09:00:00Z,0.25,13,94.3,52,10,0.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T09:15:00Z,0.22,10,96.9,52,7,0.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T09:30:00Z,0.23,9.7,99.1,52,7,0.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T09:45:00Z,0.21,8.9,102.3,52,7,0.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T10:00:00Z,0.23,8.2,104.4,50,8,0.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T10:15:00Z,0.22,8.4,104.9,42,11,0.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T11:15:00Z,0.21,8.4,104.2,55,10,0.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T11:45:00Z,0.27,10.2,99.5,55,10,0.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T12:00:00Z,0.35,11.4,96.8,60,10,1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T12:15:00Z,0.44,13.9,92.7,78,11,1.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T12:30:00Z,0.54,22.4,80.7,78,11,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T12:45:00Z,0.6,30.9,71.4,78,11,2.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T13:00:00Z,0.66,30.4,70.2,99,14,2.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T13:15:00Z,0.82,46.4,60.4,181,28,3.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T13:30:00Z,0.95,51,53.6,181,28,3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T13:45:00Z,0.74,42,59.8,181,28,2.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T14:00:00Z,0.7,40.6,59.4,181,27,3.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T14:15:00Z,0.66,36.5,58.8,183,24,2.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T14:30:00Z,0.65,34.9,59.1,183,24,2.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T14:45:00Z,0.6,31.6,62.1,183,24,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T15:00:00Z,0.65,32.8,58,176,23,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T15:15:00Z,0.85,36.8,48.6,145,21,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T15:30:00Z,0.85,46.2,41,145,21,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T15:45:00Z,0.66,38.2,41.8,145,21,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T16:00:00Z,0.61,29.6,58,153,23,2.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T16:15:00Z,0.45,22.7,65.2,184,32,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T16:30:00Z,0.48,22.9,65.5,184,32,1.9
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T16:45:00Z,0.44,20.9,66.7,184,32,1.5
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T17:00:00Z,0.41,19,68.3,166,29,1.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T17:15:00Z,0.38,16.6,67.4,98,18,1.4
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T17:30:00Z,0.34,15.7,69.8,98,18,2
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T17:45:00Z,0.33,14.8,72.1,98,18,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T18:00:00Z,0.32,13.4,74.4,93,16,2.7
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T18:15:00Z,0.26,12.5,76.1,74,11,3.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T19:15:00Z,0.23,11.9,74.3,50,12,2.8
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T19:30:00Z,0.25,11.1,74.1,50,12,2.1
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T19:45:00Z,0.25,11.8,70,50,12,2.3
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T20:00:00Z,0.26,12.3,69.1,52,11,2.6
"Karni Colony, Nagaur - RSPCB",27.213494,73.734444,2025-02-23T20:15:00Z,0.26,12.9,67.7,58,9,2.1
